nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
2731,Emeka Okafor,2018,NOP,C,13.587,-0.252,-1.35,1.098,0.485,Roll + Cut Big,Helper
2733,Shaun Livingston,2018,GSW,PG,15.904,-2.327,-1.514,-0.812,0.003,Shot Creator,Point of Attack
2734,Devin Harris,2018,DAL/DEN,PG,18.866,-0.604,0.076,-0.679,1.527,Secondary Ball Handler,Chaser
2738,Andre Iguodala,2018,GSW,SF,25.352,0.079,-0.377,0.456,2.586,Stationary Shooter,Chaser
2744,Al Jefferson,2018,IND,C,13.431,-0.488,-0.994,0.507,0.588,Post Scorer,Anchor Big
2747,Jr Smith,2018,CLE,SG,28.051,-1.607,-0.372,-1.235,1.065,Off Screen Shooter,Chaser
2749,Jameer Nelson,2018,NOP/DET,PG,20.263,-2.953,-1.733,-1.22,-0.409,Secondary Ball Handler,Point of Attack
2754,Tony Allen,2018,NOP,SF,12.383,-2.349,-1.713,-0.636,-0.003,Roll + Cut Big,Wing Stopper
2772,Trevor Ariza,2018,HOU,SF,33.868,-0.084,-0.475,0.39,3.371,Stationary Shooter,Wing Stopper
101107,Marvin Williams,2018,CHO,PF,25.717,-0.276,-0.255,-0.022,2.723,Movement Shooter,Helper
101108,Chris Paul,2018,HOU,PG,31.838,4.286,3.993,0.293,7.993,Shot Creator,Point of Attack
101109,Raymond Felton,2018,OKC,PG,16.642,-1.723,-0.508,-1.215,0.543,Primary Ball Handler,Point of Attack
101112,Channing Frye,2018,CLE/LAL,C,13.109,-0.298,-0.354,0.057,0.933,Stationary Shooter,Helper
101123,Gerald Green,2018,HOU,SG,22.662,-0.469,1.042,-1.511,1.142,Off Screen Shooter,Low Activity
101127,Jarrett Jack,2018,NYK,PG,24.961,-0.795,-0.258,-0.537,1.567,Primary Ball Handler,Point of Attack
101133,Ian Mahinmi,2018,WAS,C,14.875,-1.371,-2.248,0.878,0.722,Roll + Cut Big,Mobile Big
101139,Cj Miles,2018,TOR,SF,19.091,0.537,1.663,-1.126,2.538,Off Screen Shooter,Low Activity
101141,Ersan Ilyasova,2018,ATL/PHI,PF,25.068,0.744,0.218,0.526,3.523,Stretch Big,Helper
101150,Lou Williams,2018,LAC,SG,32.775,-0.244,3.306,-3.551,3.57,Primary Ball Handler,Low Activity
101161,Amir Johnson,2018,PHI,C,15.814,-0.163,-1.599,1.437,1.677,Roll + Cut Big,Anchor Big
101162,Marcin Gortat,2018,WAS,C,25.3,0.578,-0.926,1.503,3.996,Post Scorer,Mobile Big
101181,Jose Calderon,2018,CLE,PG,16.041,-1.847,-1.388,-0.459,0.289,Primary Ball Handler,Point of Attack
200746,Lamarcus Aldridge,2018,SAS,C,33.45,3.32,2.772,0.548,9.335,Post Scorer,Anchor Big
200752,Rudy Gay,2018,SAS,PF,21.602,0.44,0.274,0.166,2.259,Shot Creator,Helper
200755,Jj Redick,2018,PHI,SG,30.227,0.967,1.745,-0.778,4.624,Off Screen Shooter,Chaser
200757,Thabo Sefolosha,2018,UTA,SF,21.199,0.479,-0.797,1.277,1.499,Stationary Shooter,Wing Stopper
200765,Rajon Rondo,2018,NOP,PG,26.231,-0.761,0.072,-0.833,1.765,Primary Ball Handler,Point of Attack
200768,Kyle Lowry,2018,TOR,PG,32.175,3.993,3.398,0.595,10.406,Primary Ball Handler,Point of Attack
200782,P.J. Tucker,2018,HOU,PF,27.819,0.088,-0.727,0.815,3.65,Stationary Shooter,Wing Stopper
200794,Paul Millsap,2018,DEN,PF,30.094,0.549,-0.135,0.685,2.182,Shot Creator,Helper
200826,J.J. Barea,2018,DAL,PG,23.237,0.47,1.601,-1.131,2.974,Primary Ball Handler,Point of Attack
201142,Kevin Durant,2018,GSW,SF,34.193,3.873,4.223,-0.35,9.466,Shot Creator,Wing Stopper
201143,Al Horford,2018,BOS,C,31.626,0.708,-0.159,0.867,4.584,Versatile Big,Anchor Big
201144,Mike Conley,2018,MEM,PG,31.103,1.761,2.364,-0.603,1.011,Shot Creator,Chaser
201145,Jeff Green,2018,CLE,PF,23.432,0.013,0.767,-0.755,2.833,Shot Creator,Wing Stopper
201147,Corey Brewer,2018,LAL/OKC,SF,16.784,-1.175,-1.239,0.064,0.919,Stationary Shooter,Chaser
201148,Brandan Wright,2018,MEM/HOU,PF,13.603,1.703,0.097,1.606,1.018,Roll + Cut Big,Anchor Big
201152,Thaddeus Young,2018,IND,PF,32.187,0.938,-0.336,1.274,5.647,Post Scorer,Mobile Big
201156,Nick Young,2018,GSW,SG,17.414,-1.797,0.085,-1.882,0.487,Off Screen Shooter,Low Activity
201158,Marco Belinelli,2018,ATL/PHI,SG,24.336,-1.164,0.347,-1.511,1.494,Off Screen Shooter,Low Activity
201162,Jared Dudley,2018,PHO,PF,14.301,0.185,-1.146,1.331,1.143,Stationary Shooter,Helper
201163,Wilson Chandler,2018,DEN,SF,31.705,-1.466,-1.383,-0.083,1.332,Shot Creator,Wing Stopper
201167,Arron Afflalo,2018,ORL,SG,12.858,-4.045,-2.628,-1.417,-0.747,Versatile Big,Low Activity
201188,Marc Gasol,2018,MEM,C,32.991,1.349,0.214,1.135,5.872,Versatile Big,Anchor Big
201196,Ramon Sessions,2018,NYK/WAS,PG,14.015,-0.329,0.241,-0.57,0.519,Slasher,Point of Attack
201229,Anthony Tolliver,2018,DET,PF,22.24,0.93,0.352,0.578,3.796,Movement Shooter,Helper
201563,Michael Beasley,2018,NYK,PF,22.344,-0.905,0.572,-1.477,1.553,Post Scorer,Helper
201565,Derrick Rose,2018,CLE/MIN,PG,16.769,-1.979,-0.466,-1.513,0.096,Primary Ball Handler,Point of Attack
201566,Russell Westbrook,2018,OKC,PG,36.422,5.187,4.354,0.833,14.21,Shot Creator,Point of Attack
201567,Kevin Love,2018,CLE,C,27.987,2.521,2.501,0.02,5.296,Versatile Big,Mobile Big
201568,Danilo Gallinari,2018,LAC,SF,31.954,0.942,1.093,-0.151,1.455,Shot Creator,Helper
201569,Eric Gordon,2018,HOU,SG,31.217,0.566,2.145,-1.579,4.133,Secondary Ball Handler,Chaser
201571,D.J. Augustin,2018,ORL,PG,23.467,-0.459,0.549,-1.008,2.175,Primary Ball Handler,Point of Attack
201572,Brook Lopez,2018,LAL,C,23.446,0.167,-0.156,0.323,2.868,Versatile Big,Anchor Big
201573,Jerryd Bayless,2018,PHI,SG,23.709,-3.049,-2.188,-0.86,-0.43,Movement Shooter,Point of Attack
201577,Robin Lopez,2018,CHI,C,26.407,-1.871,-2.161,0.291,0.509,Post Scorer,Anchor Big
201578,Marreese Speights,2018,ORL,C,12.979,-0.634,0.637,-1.271,0.755,Versatile Big,Anchor Big
201583,Ryan Anderson,2018,HOU,PF,26.142,-0.843,-0.03,-0.812,1.692,Movement Shooter,Helper
201584,Courtney Lee,2018,NYK,SG,30.394,-2.542,-1.177,-1.365,-0.317,Secondary Ball Handler,Wing Stopper
201585,Kosta Koufos,2018,SAC,C,19.592,-0.049,-0.843,0.794,2.099,Roll + Cut Big,Mobile Big
201586,Serge Ibaka,2018,TOR,PF,27.543,0.37,-0.165,0.535,3.743,Stationary Shooter,Helper
201587,Nicolas Batum,2018,CHO,SG,30.951,-0.115,0.016,-0.131,2.902,Off Screen Shooter,Low Activity
201588,George Hill,2018,SAC/CLE,PG,27.048,-0.123,-0.06,-0.063,2.645,Primary Ball Handler,Point of Attack
201596,Mario Chalmers,2018,MEM,PG,21.536,-0.226,-0.717,0.491,1.977,Primary Ball Handler,Point of Attack
201599,Deandre Jordan,2018,LAC,C,31.477,0.885,0.367,0.519,5.165,Roll + Cut Big,Anchor Big
201601,Luc Mbah A Moute,2018,HOU,PF,25.644,-1.407,-1.835,0.427,0.949,Stationary Shooter,Chaser
201609,Goran Dragic,2018,MIA,PG,31.703,0.085,0.696,-0.611,3.8,Slasher,Point of Attack
201933,Blake Griffin,2018,LAC/DET,PF,33.964,0.688,1.586,-0.898,3.939,Shot Creator,Helper
201935,James Harden,2018,HOU,SG,35.428,6.373,6.367,0.006,14.204,Shot Creator,Chaser
201936,Tyreke Evans,2018,MEM,PG,30.907,1.081,2.182,-1.101,3.633,Shot Creator,Low Activity
201937,Ricky Rubio,2018,UTA,PG,29.279,1.963,0.198,1.765,6.409,Primary Ball Handler,Point of Attack
201939,Stephen Curry,2018,GSW,PG,31.981,5.872,6.108,-0.236,8.613,Primary Ball Handler,Point of Attack
201942,Demar Derozan,2018,TOR,SG,33.9,3.286,4.025,-0.739,10.034,Shot Creator,Low Activity
201943,Brandon Jennings,2018,MIL,PG,14.654,-1.069,-0.17,-0.899,0.17,Primary Ball Handler,Point of Attack
201949,James Johnson,2018,MIA,PF,26.621,-0.423,-0.199,-0.224,2.448,Shot Creator,Helper
201950,Jrue Holiday,2018,NOP,SG,36.134,1.823,1.473,0.35,8.052,Shot Creator,Wing Stopper
201952,Jeff Teague,2018,MIN,PG,33.02,1.101,1.188,-0.087,5.256,Shot Creator,Point of Attack
201954,Darren Collison,2018,IND,PG,29.252,1.056,0.748,0.308,4.53,Primary Ball Handler,Point of Attack
201956,Omri Casspi,2018,GSW,SF,13.993,-1.114,-1.23,0.116,0.594,Roll + Cut Big,Low Activity
201959,Taj Gibson,2018,MIN,PF,33.251,-0.056,-0.053,-0.003,4.101,Post Scorer,Helper
201960,Demarre Carroll,2018,BRK,PF,29.858,0.2,0.021,0.179,3.65,Movement Shooter,Wing Stopper
201961,Wayne Ellington,2018,MIA,SG,26.508,-0.481,0.985,-1.466,2.493,Off Screen Shooter,Low Activity
201967,Dante Cunningham,2018,NOP/BRK,SF,21.394,-1.305,-1.252,-0.054,1.052,Stationary Shooter,Helper
201973,Jonas Jerebko,2018,UTA,PF,15.319,-0.829,-0.654,-0.175,1.122,Stationary Shooter,Mobile Big
201975,Jodie Meeks,2018,WAS,SG,14.528,-0.696,0.532,-1.228,1.206,Off Screen Shooter,Low Activity
201976,Patrick Beverley,2018,LAC,SG,30.326,0.728,0.178,0.551,0.676,Primary Ball Handler,Point of Attack
201980,Danny Green,2018,SAS,SG,25.586,0.381,-0.867,1.249,3.216,Movement Shooter,Wing Stopper
201988,Patty Mills,2018,SAS,PG,25.699,0.304,0.899,-0.594,3.676,Primary Ball Handler,Point of Attack
202066,Garrett Temple,2018,SAC,SG,24.847,-1.568,-1.56,-0.008,0.808,Movement Shooter,Wing Stopper
202083,Wesley Matthews,2018,DAL,SF,33.832,-0.802,-0.683,-0.119,2.148,Off Screen Shooter,Wing Stopper
202322,John Wall,2018,WAS,PG,34.387,1.556,1.898,-0.341,3.631,Shot Creator,Point of Attack
202323,Evan Turner,2018,POR,SF,25.746,-1.922,-1.745,-0.178,0.544,Shot Creator,Wing Stopper
202324,Derrick Favors,2018,UTA,C,27.967,1.017,-0.615,1.633,4.777,Roll + Cut Big,Mobile Big
202325,Wesley Johnson,2018,LAC,SF,20.083,-0.639,-2.145,1.506,1.658,Stationary Shooter,Wing Stopper
202326,Demarcus Cousins,2018,NOP,C,36.192,3.036,1.373,1.662,6.149,Shot Creator,Anchor Big
202327,Ekpe Udoh,2018,UTA,C,12.85,0.426,-2.266,2.693,1.478,Roll + Cut Big,Mobile Big
202328,Greg Monroe,2018,MIL/PHO/BOS,C,20.41,-0.21,-0.496,0.286,1.459,Post Scorer,Helper
202329,Al-Farouq Aminu,2018,POR,PF,30.034,0.884,-0.154,1.038,4.414,Stationary Shooter,Helper
202331,Paul George,2018,OKC,SF,36.592,2.208,1.909,0.299,8.682,Shot Creator,Wing Stopper
202334,Ed Davis,2018,POR,C,18.858,0.249,-0.839,1.088,2.512,Roll + Cut Big,Anchor Big
202335,Patrick Patterson,2018,OKC,PF,15.485,-1.096,-1.435,0.338,1.032,Stationary Shooter,Mobile Big
202337,Luke Babbitt,2018,ATL/MIA,SF,14.294,-1.216,-0.9,-0.316,0.524,Movement Shooter,Helper
202339,Eric Bledsoe,2018,PHO/MIL,PG,31.374,1.462,2.067,-0.605,5.835,Primary Ball Handler,Point of Attack
202340,Avery Bradley,2018,DET/LAC,SG,31.154,-1.001,-1.046,0.045,1.255,Movement Shooter,Wing Stopper
202344,Trevor Booker,2018,BRK/PHI/IND,PF,17.031,-0.516,-0.91,0.394,1.388,Post Scorer,Helper
202355,Hassan Whiteside,2018,MIA,C,25.263,2.25,0.19,2.059,4.134,Post Scorer,Anchor Big
202357,Nemanja Bjelica,2018,MIN,PF,20.46,-0.932,-0.666,-0.266,1.263,Movement Shooter,Low Activity
202362,Lance Stephenson,2018,IND,SG,22.561,-1.024,-0.329,-0.695,1.592,Shot Creator,Low Activity
202389,Timofey Mozgov,2018,BRK,C,11.595,-2.495,-3.327,0.832,-0.038,Post Scorer,Anchor Big
202397,Ish Smith,2018,DET,PG,24.911,-0.82,-0.382,-0.438,2.034,Slasher,Point of Attack
202498,Lance Thomas,2018,NYK,PF,18.535,-3.013,-3.054,0.041,-0.598,Movement Shooter,Wing Stopper
202681,Kyrie Irving,2018,BOS,PG,32.189,2.34,3.65,-1.31,5.967,Shot Creator,Point of Attack
202683,Enes Freedom,2018,NYK,C,25.772,0.778,0.752,0.027,3.769,Post Scorer,Anchor Big
202684,Tristan Thompson,2018,CLE,C,20.231,-0.795,-1.054,0.259,1.086,Roll + Cut Big,Helper
202685,Jonas Valančiūnas,2018,TOR,C,22.432,0.925,0.666,0.259,3.727,Post Scorer,Anchor Big
202687,Bismack Biyombo,2018,ORL,C,18.23,-1.84,-2.242,0.402,0.481,Roll + Cut Big,Anchor Big
202689,Kemba Walker,2018,CHO,PG,34.199,2.666,3.381,-0.715,9.032,Primary Ball Handler,Point of Attack
202691,Klay Thompson,2018,GSW,SG,34.303,-0.039,1.042,-1.081,3.796,Off Screen Shooter,Wing Stopper
202692,Alec Burks,2018,UTA,SG,16.541,-1.347,-0.893,-0.454,0.684,Secondary Ball Handler,Low Activity
202693,Markieff Morris,2018,WAS,PF,26.958,-0.925,-1.144,0.219,1.822,Versatile Big,Helper
202694,Marcus Morris Sr.,2018,BOS,PF,26.706,-1.357,0.03,-1.387,0.923,Shot Creator,Helper
202695,Kawhi Leonard,2018,SAS,SF,23.317,0.896,0.358,0.538,0.449,Shot Creator,Helper
202696,Nikola Vučević,2018,ORL,C,29.53,1.255,0.035,1.22,4,Post Scorer,Anchor Big
202697,Iman Shumpert,2018,CLE,SG,19.725,-1.836,-1.673,-0.163,0.089,Shot Creator,Point of Attack
202699,Tobias Harris,2018,DET/LAC,PF,33.352,0.472,1,-0.528,4.952,Shot Creator,Helper
202702,Kenneth Faried,2018,DEN,PF,14.397,-0.786,-0.249,-0.537,0.469,Post Scorer,Mobile Big
202703,Nikola Mirotic,2018,CHI/NOP,PF,27.163,1.413,1.644,-0.231,3.706,Versatile Big,Helper
202704,Reggie Jackson,2018,DET,PG,26.689,0.903,1.251,-0.348,2.573,Shot Creator,Point of Attack
202709,Cory Joseph,2018,IND,PG,26.949,-0.789,-0.575,-0.214,2.246,Primary Ball Handler,Point of Attack
202710,Jimmy Butler Iii,2018,MIN,SG,36.678,3.762,3.073,0.689,8.659,Shot Creator,Wing Stopper
202711,Bojan Bogdanović,2018,IND,SF,30.806,-0.951,-0.342,-0.609,2.24,Off Screen Shooter,Wing Stopper
202714,Shelvin Mack,2018,ORL,PG,19.778,-0.957,-0.252,-0.705,1.235,Primary Ball Handler,Point of Attack
202718,Chandler Parsons,2018,MEM,SF,19.205,-1.217,-0.359,-0.858,0.506,Secondary Ball Handler,Helper
202722,Davis Bertans,2018,SAS,PF,14.106,0.16,-0.078,0.238,1.79,Movement Shooter,Helper
202732,Deandre Liggins,2018,MIL/NOP,SG,12.474,-1.846,-2.812,0.966,0.229,Stationary Shooter,Chaser
202734,E'Twaun Moore,2018,NOP,SG,31.536,-1.862,-0.74,-1.122,0.793,Off Screen Shooter,Chaser
202738,Isaiah Thomas,2018,CLE/LAL,PG,26.928,-1.767,0.773,-2.54,0.318,Primary Ball Handler,Point of Attack
202779,Dwight Buycks,2018,DET,PG,14.732,-1.474,-0.629,-0.845,0.24,Shot Creator,Point of Attack
203076,Anthony Davis,2018,NOP,PF,36.364,4.197,2.962,1.234,11.653,Shot Creator,Anchor Big
203077,Michael Kidd-Gilchrist,2018,CHO,SF,25.006,0.066,-0.944,1.01,2.934,Athletic Finisher,Wing Stopper
203078,Bradley Beal,2018,WAS,SG,36.302,0.62,1.841,-1.221,5.818,Shot Creator,Chaser
203079,Dion Waiters,2018,MIA,SG,30.587,-2.232,-1.193,-1.039,0.059,Shot Creator,Wing Stopper
203081,Damian Lillard,2018,POR,PG,36.575,4.091,4.561,-0.47,11.233,Shot Creator,Point of Attack
203082,Terrence Ross,2018,ORL,SG,25.016,-1.913,-1.615,-0.298,0.164,Off Screen Shooter,Wing Stopper
203083,Andre Drummond,2018,DET,C,33.654,2.422,-0.085,2.506,8.249,Post Scorer,Mobile Big
203084,Harrison Barnes,2018,DAL,PF,34.214,-1.301,-0.582,-0.719,1.783,Shot Creator,Wing Stopper
203085,Austin Rivers,2018,LAC,SG,33.716,-0.652,0.543,-1.195,2.278,Shot Creator,Wing Stopper
203087,Jeremy Lamb,2018,CHO,SG,24.591,0.45,0.683,-0.233,3.622,Secondary Ball Handler,Low Activity
203089,John Henson,2018,MIL,C,25.916,0.524,-0.369,0.893,3.724,Roll + Cut Big,Mobile Big
203090,Maurice Harkless,2018,POR,SF,21.42,-1.244,-2.055,0.811,0.903,Stationary Shooter,Wing Stopper
203092,Tyler Zeller,2018,BRK/MIL,C,16.866,-0.519,-1.258,0.739,1.331,Roll + Cut Big,Anchor Big
203095,Evan Fournier,2018,ORL,SF,32.234,-1.497,-0.06,-1.438,1.005,Off Screen Shooter,Chaser
203101,Miles Plumlee,2018,ATL,C,16.684,-2.362,-3.484,1.121,-0.019,Roll + Cut Big,Anchor Big
203107,Tomas Satoransky,2018,WAS,SG,22.502,-0.159,-0.014,-0.145,2.358,Primary Ball Handler,Point of Attack
203109,Jae Crowder,2018,CLE/UTA,SF,26.119,-0.589,-0.212,-0.377,2.402,Movement Shooter,Wing Stopper
203110,Draymond Green,2018,GSW,PF,32.668,2.575,0.6,1.975,7.414,Stretch Big,Helper
203112,Quincy Acy,2018,BRK,PF,19.416,-1.549,-1.59,0.042,0.697,Stationary Shooter,Anchor Big
203114,Khris Middleton,2018,MIL,SF,36.368,1.653,1.854,-0.2,7.871,Shot Creator,Helper
203115,Will Barton,2018,DEN,SG,33.123,0.21,1.032,-0.822,4.511,Primary Ball Handler,Chaser
203118,Mike Scott,2018,WAS,PF,18.502,-1.961,-0.705,-1.257,0.34,Stretch Big,Mobile Big
203121,Darius Miller,2018,NOP,SF,23.712,-2.865,-0.402,-2.463,-0.674,Off Screen Shooter,Low Activity
203124,Kyle O'Quinn,2018,NYK,C,18.008,1.292,-0.174,1.466,3.329,Roll + Cut Big,Anchor Big
203145,Kent Bazemore,2018,ATL,SG,27.53,0.122,-0.589,0.711,2.905,Secondary Ball Handler,Wing Stopper
203186,Willie Reed,2018,LAC/DET,C,10.186,0.464,-0.691,1.155,0.792,Roll + Cut Big,Anchor Big
203200,Justin Holiday,2018,CHI,SG,31.459,-0.638,-1.162,0.524,2.529,Movement Shooter,Wing Stopper
203210,Jamychal Green,2018,MEM,PF,28.032,-1.765,-1.259,-0.506,0.572,Athletic Finisher,Helper
203382,Aron Baynes,2018,BOS,C,18.329,-0.16,-1.964,1.804,2.131,Post Scorer,Anchor Big
203457,Nerlens Noel,2018,DAL,C,15.724,0.436,-2.338,2.774,0.864,Roll + Cut Big,Helper
203458,Alex Len,2018,PHO,C,20.223,0.271,-0.401,0.672,2.403,Post Scorer,Anchor Big
203459,Allen Crabbe,2018,BRK,SG,29.23,-0.816,-0.163,-0.654,2.188,Off Screen Shooter,Chaser
203460,Andre Roberson,2018,OKC,SG,26.583,1.413,-1.517,2.929,2.572,Roll + Cut Big,Wing Stopper
203463,Ben Mclemore,2018,MEM,SG,19.476,-3.376,-2.113,-1.263,-0.735,Off Screen Shooter,Chaser
203468,Cj Mccollum,2018,POR,SG,36.091,0.746,1.018,-0.272,5.96,Shot Creator,Chaser
203469,Cody Zeller,2018,CHO,C,19.007,0.127,-0.928,1.054,1.02,Roll + Cut Big,Anchor Big
203471,Dennis Schröder,2018,ATL,PG,31.015,0.443,1.388,-0.945,3.816,Shot Creator,Point of Attack
203473,Dewayne Dedmon,2018,ATL,C,24.875,-0.957,-1.936,0.979,1.396,Athletic Finisher,Anchor Big
203476,Gorgui Dieng,2018,MIN,C,16.869,-1.316,-1.737,0.421,0.889,Athletic Finisher,Anchor Big
203477,Isaiah Canaan,2018,HOU/PHO,SG,21.085,-0.002,0.216,-0.218,0.65,Primary Ball Handler,Point of Attack
203482,Kelly Olynyk,2018,MIA,PF,23.405,1.428,-0.024,1.452,4.43,Stretch Big,Anchor Big
203484,Kentavious Caldwell-Pope,2018,LAL,SG,33.215,0.329,0.268,0.061,4.328,Off Screen Shooter,Wing Stopper
203486,Mason Plumlee,2018,DEN,C,19.453,-0.039,-1.257,1.217,2.182,Post Scorer,Anchor Big
203487,Michael Carter-Williams,2018,CHO,PG,16.051,0.952,-0.385,1.337,1.816,Primary Ball Handler,Point of Attack
203488,Mike Muscala,2018,ATL,C,20.001,-0.761,-0.807,0.046,1.097,Stretch Big,Helper
203490,Otto Porter Jr.,2018,WAS,SF,31.579,1.788,0.702,1.086,6.633,Movement Shooter,Wing Stopper
203493,Reggie Bullock Jr.,2018,DET,SF,27.929,-0.934,-0.419,-0.515,1.593,Movement Shooter,Chaser
203496,Robert Covington,2018,PHI,SF,31.642,2.712,0.128,2.583,8.431,Movement Shooter,Wing Stopper
203497,Rudy Gobert,2018,UTA,C,32.43,3.627,0.054,3.572,7.112,Roll + Cut Big,Anchor Big
203499,Shane Larkin,2018,BOS,PG,14.347,-1.311,-1.297,-0.013,0.519,Secondary Ball Handler,Point of Attack
203500,Steven Adams,2018,OKC,C,32.724,1.247,1.489,-0.242,5.897,Athletic Finisher,Mobile Big
203501,Tim Hardaway Jr.,2018,NYK,SG,33.07,0.521,1.443,-0.922,3.56,Off Screen Shooter,Wing Stopper
203503,Tony Snell,2018,MIL,SG,27.378,-2.632,-1.8,-0.831,-0.402,Stationary Shooter,Wing Stopper
203504,Trey Burke,2018,NYK,PG,21.796,0.423,2.437,-2.014,1.431,Shot Creator,Point of Attack
203506,Victor Oladipo,2018,IND,SG,34.029,3.555,1.96,1.595,9.878,Primary Ball Handler,Chaser
203507,Giannis Antetokounmpo,2018,MIL,PF,36.75,4.643,3.431,1.213,12.536,Shot Creator,Helper
203516,James Ennis Iii,2018,MEM/DET,SF,22.277,-1.362,-1.293,-0.069,1.02,Movement Shooter,Helper
203518,Alex Abrines,2018,OKC,SG,15.122,-1.443,-0.419,-1.024,0.661,Movement Shooter,Low Activity
203521,Matthew Dellavedova,2018,MIL,PG,18.749,-2.427,-1.224,-1.203,-0.045,Primary Ball Handler,Point of Attack
203526,Raul Neto,2018,UTA,PG,12.149,-1.32,-0.852,-0.467,0.331,Secondary Ball Handler,Point of Attack
203546,Ian Clark,2018,NOP,SG,19.651,-3.191,-1.551,-1.64,-0.808,Movement Shooter,Chaser
203584,Troy Daniels,2018,PHO,SG,20.534,-2.474,-0.033,-2.441,-0.151,Off Screen Shooter,Chaser
203585,Rodney Mcgruder,2018,MIA,SG,16.624,-0.715,-0.739,0.024,0.319,Movement Shooter,Wing Stopper
203613,Jonathon Simmons,2018,ORL,SG,29.412,-3.335,-1.719,-1.616,-1.314,Slasher,Wing Stopper
203705,Josh Magette,2018,ATL,PG,12.009,0.18,-0.272,0.452,0.359,Primary Ball Handler,Point of Attack
203710,C.J. Williams,2018,LAC,SG,18.591,-1.251,-0.944,-0.306,0.502,Movement Shooter,Chaser
203894,Shabazz Napier,2018,POR,PG,20.747,-0.7,-0.265,-0.435,1.652,Primary Ball Handler,Point of Attack
203897,Zach Lavine,2018,CHI,SG,27.345,0.434,0.985,-0.552,1.201,Shot Creator,Chaser
203898,Tyler Ennis,2018,LAL,PG,12.656,-1.179,-1.448,0.269,0.518,Slasher,Point of Attack
203901,Elfrid Payton,2018,ORL/PHO,PG,28.708,0.275,0.609,-0.334,3.12,Slasher,Point of Attack
203903,Jordan Clarkson,2018,LAL/CLE,SG,23.301,-1.159,0.619,-1.778,1.455,Primary Ball Handler,Chaser
203914,Gary Harris,2018,DEN,SG,34.396,1.005,0.989,0.017,5.094,Movement Shooter,Chaser
203915,Spencer Dinwiddie,2018,BRK,PG,28.824,1.921,1.28,0.64,6.492,Shot Creator,Point of Attack
203917,Nik Stauskas,2018,PHI/BRK,SG,12.763,-1.903,-1.088,-0.815,0.146,Secondary Ball Handler,Low Activity
203918,Rodney Hood,2018,UTA/CLE,SG,26.925,-1.823,-0.192,-1.632,0.536,Secondary Ball Handler,Chaser
203920,Khem Birch,2018,ORL,C,13.77,1.232,0.331,0.9,1.365,Roll + Cut Big,Anchor Big
203922,Glenn Robinson Iii,2018,IND,SF,14.686,-1.194,-0.793,-0.401,0.253,Stationary Shooter,Chaser
203924,Jerami Grant,2018,OKC,PF,20.335,-0.346,-0.311,-0.035,2.16,Athletic Finisher,Helper
203925,Joe Harris,2018,BRK,SG,25.315,-1.232,-0.237,-0.996,1.426,Off Screen Shooter,Low Activity
203926,Doug Mcdermott,2018,NYK/DAL,SF,21.826,-1.758,-0.63,-1.128,0.664,Off Screen Shooter,Low Activity
203930,Sean Kilpatrick,2018,BRK/MIL/LAC/CHI,SG,12.308,-0.508,0.02,-0.528,0.77,Secondary Ball Handler,Low Activity
