player_name,nba_id,team,bpr,obpr,dbpr,box_bpr,box_obpr,box_dbpr,gp,mpg
Luka Dončić,1629029,LAL,-1.848,3.487,-5.335,5.669,5.247,0.422,65,35.76015625
Shai Gilgeous-Alexander,1628983,OKC,9.804,4.733,5.071,9.554,5.242,4.312,68,33.220098039215685
Anthony Edwards,1630162,MIN,6.101,3.581,2.52,3.526,2.786,0.74,61,35.02650273224044
Tyrese Maxey,1630178,PHI,6.526,0.174,6.352,3.511,2.125,1.386,70,38.01690476190476
Kawhi Leonard,202695,LAC,3.089,6.482,-3.392,6.991,4.804,2.187,65,32.073076923076925
Nikola Jokić,203999,DEN,5.74,2.164,3.576,5.58,5.498,0.082,65,34.84410256410256
Giannis Antetokounmpo,203507,MIL,8.741,8.135,0.607,6.843,6.507,0.336,36,28.867592592592594
Donovan Mitchell,1628378,CLE,5.007,2.328,2.679,4.936,3.931,1.005,71,33.45809523809524
Jaylen Brown,1627759,BOS,0.745,5.692,-4.948,3.415,1.945,1.47,76,34.40633802816901
Stephen Curry,201939,GSW,3.51,5.909,-2.399,4.524,3.918,0.606,43,30.901162790697676
Joel Embiid,203954,PHI,12.488,9.522,2.966,4.701,3.544,1.157,39,31.596491228070178
Devin Booker,1626164,PHX,3.032,-5.468,8.5,3.016,1.244,1.772,64,33.53854166666667
Jalen Brunson,1628973,NYK,-5.722,-4.429,-1.293,3.639,3.067,0.572,74,34.9981981981982
Kevin Durant,201142,HOU,-3.092,-2.254,-0.838,2.653,1.129,1.524,78,36.40811965811966
Lauri Markkanen,1628374,UTA,11.264,0.09,11.174,2.059,1.875,0.184,44,34.348015873015875
James Harden,201935,LAC,0.124,-0.296,0.42,-2.317,-0.799,-1.518,44,35.438257575757575
Victor Wembanyama,1641705,SAS,14.047,6.587,7.46,8.737,3.726,5.011,64,29.15078125
Jamal Murray,1627750,DEN,5.601,6.063,-0.462,4.253,5.127,-0.874,77,35.358666666666664
Cade Cunningham,1630595,DET,1.83,-0.138,1.968,5.213,2.408,2.805,65,33.932552083333334
Michael Porter Jr.,1629008,BKN,7.181,5.783,1.398,0.671,1.495,-0.824,54,32.47403846153846
Austin Reaves,1630559,LAL,9.479,2.432,7.046,4.248,2.857,1.391,52,34.54281045751634
Keyonte George,1641718,UTA,0.961,1.063,-0.103,-2.013,0.767,-2.78,57,33.07592592592593
Jaren Jackson Jr.,1628991,UTA,-4.336,-7.954,3.618,0.49,-1.495,1.985,3,24.061111111111114
Paolo Banchero,1631094,ORL,-0.931,-2.456,1.525,1.189,0.097,1.092,72,34.74560185185185
Jayson Tatum,1628369,BOS,5.862,2.764,3.099,5.229,3.277,1.952,16,32.614583333333336
Jalen Johnson,1630552,ATL,9.549,5.433,4.116,3.296,1.269,2.027,75,35.16087962962963
Trey Murphy III,1630530,NOP,6.009,3.157,2.852,0.348,0.235,0.113,67,35.464141414141416
Pascal Siakam,1627783,IND,13.115,5.939,7.176,1.23,1.42,-0.19,70,33.17177419354839
Julius Randle,203944,MIN,-0.994,-0.81,-0.183,3.364,2.43,0.934,79,33.0415611814346
Cooper Flagg,1642843,DAL,0.339,2.2,-1.861,0.136,-0.206,0.342,70,33.48357142857143
Brandon Ingram,1627742,TOR,7.359,2.337,5.021,0.647,-0.245,0.892,79,33.816233766233765
LeBron James,2544,LAL,2.576,1.525,1.051,3.615,2.344,1.271,60,33.15083333333333
Franz Wagner,1630532,ORL,5.897,3.897,2.0,3.249,1.28,1.969,34,29.97058823529412
James Harden,201935,CLE,0.124,-0.296,0.42,-2.317,-0.799,-1.518,26,33.815384615384616
Anthony Davis,203076,DAL,-0.414,-1.286,0.871,0.008,-0.735,0.743,20,31.28083333333333
Zion Williamson,1629627,NOP,-0.176,2.917,-3.094,0.33,0.03,0.3,64,29.69489247311828
Nickeil Alexander-Walker,1629638,ATL,3.773,0.354,3.42,3.354,1.539,1.815,80,33.37435897435898
Brandon Miller,1641706,CHA,6.738,1.677,5.061,3.783,2.195,1.588,65,30.282307692307693
Alperen Sengun,1630578,HOU,7.425,5.95,1.475,1.479,0.736,0.743,73,33.30162037037037
Desmond Bane,1630217,ORL,9.963,4.648,5.315,2.025,0.325,1.7,82,33.610569105691056
LaMelo Ball,1630163,CHA,9.306,9.408,-0.102,4.598,4.437,0.161,72,28.02037037037037
Darius Garland,1629636,LAC,1.714,-0.081,1.795,0.761,1.195,-0.434,19,29.069298245614036
Dillon Brooks,1628415,PHX,-2.126,-1.413,-0.713,0.687,-0.415,1.102,57,30.386309523809523
Jimmy Butler III,202710,GSW,9.53,6.504,3.026,5.652,3.228,2.424,39,31.096929824561403
Deni Avdija,1630166,POR,9.097,10.429,-1.332,1.587,1.603,-0.016,82,33.32373737373737
Karl-Anthony Towns,1626157,NYK,3.297,-0.449,3.746,2.309,1.155,1.154,77,30.95711111111111
Bam Adebayo,1628389,MIA,9.142,5.344,3.799,3.663,1.955,1.708,76,32.39337899543379
Jaren Jackson Jr.,1628991,MEM,-4.336,-7.954,3.618,0.49,-1.495,1.985,45,30.72148148148148
RJ Barrett,1629628,TOR,3.732,3.124,0.607,4.007,2.996,1.011,58,30.276315789473685
CJ McCollum,203468,WAS,3.712,0.147,3.566,1.166,-0.029,1.195,35,30.90952380952381
Zach LaVine,203897,SAC,-6.659,-2.422,-4.237,-3.86,-2.073,-1.787,40,31.39188034188034
CJ McCollum,203468,ATL,3.712,0.147,3.566,1.166,-0.029,1.195,41,28.819918699186992
De'Aaron Fox,1628368,SAS,5.541,5.865,-0.324,5.053,3.233,1.82,72,30.98726851851852
Kon Knueppel,1642851,CHA,8.534,7.008,1.526,2.933,2.265,0.668,81,31.490534979423867
Ja Morant,1629630,MEM,-3.463,-2.507,-0.956,-1.868,-2.423,0.555,21,28.425
Jalen Duren,1631105,DET,1.046,0.496,0.55,5.557,2.368,3.189,74,28.22642857142857
DeMar DeRozan,201942,SAC,-0.43,-1.669,1.239,-3.047,-0.835,-2.212,77,31.240692640692643
Scottie Barnes,1630567,TOR,4.756,-1.804,6.56,2.929,1.037,1.892,80,33.509791666666665
Darius Garland,1629636,CLE,1.714,-0.081,1.795,0.761,1.195,-0.434,26,30.460897435897436
Evan Mobley,1630596,CLE,3.971,2.822,1.149,3.095,1.857,1.238,66,31.913076923076922
Amen Thompson,1641708,HOU,7.646,2.48,5.166,3.927,1.52,2.407,81,37.38248945147679
Coby White,1629632,CHI,-0.422,1.283,-1.705,0.652,1.007,-0.355,31,29.08390804597701
Bennedict Mathurin,1631097,LAC,-4.632,-5.266,0.635,-1.609,-1.729,0.12,26,28.04230769230769
Saddiq Bey,1630180,NOP,-0.584,-4.348,3.764,0.882,0.907,-0.025,73,31.18935185185185
Bennedict Mathurin,1631097,IND,-4.632,-5.266,0.635,-1.609,-1.729,0.12,29,31.817857142857143
Jalen Williams,1631114,OKC,8.207,2.484,5.723,5.711,2.053,3.658,33,28.363131313131312
Ryan Rollins,1631157,MIL,-2.397,-0.52,-1.877,1.827,1.906,-0.079,75,32.101126126126125
Nikola Vučević,202696,CHI,-3.498,0.19,-3.688,-1.479,-0.577,-0.902,48,30.839930555555554
Chet Holmgren,1631096,OKC,6.453,-0.612,7.065,7.368,1.978,5.39,70,28.94589371980676
Payton Pritchard,1630202,BOS,3.535,0.086,3.449,4.516,2.973,1.543,80,32.348734177215185
Jalen Green,1630224,PHX,4.354,1.13,3.224,0.088,-0.955,1.043,34,25.885416666666668
Stephon Castle,1642264,SAS,4.082,-4.51,8.592,4.084,1.459,2.625,68,29.96740196078431
Kevin Porter Jr.,1629645,MIL,1.593,1.948,-0.355,0.363,0.636,-0.273,40,33.184649122807016
Grayson Allen,1628960,PHX,-5.346,-2.227,-3.119,2.056,1.287,0.769,51,28.770588235294117
Norman Powell,1626181,MIA,1.604,2.808,-1.205,1.068,0.44,0.628,77,29.602298850574712
OG Anunoby,1628384,NYK,4.818,2.625,2.193,3.279,1.733,1.546,68,33.191542288557216
Dariq Whitehead,1641727,MEM,0.918,0.354,0.564,,,,6,30.469444444444445
Miles Bridges,1628970,CHA,-1.598,0.541,-2.139,2.143,1.844,0.299,81,31.003246753246753
Collin Sexton,1629012,CHI,-6.245,-5.936,-0.309,-3.741,-2.744,-0.997,28,25.987820512820512
Matas Buzelis,1641824,CHI,0.095,-2.675,2.77,-1.095,-0.967,-0.128,78,29.198701298701298
VJ Edgecombe,1642845,PHI,-1.568,2.259,-3.827,1.918,0.664,1.254,75,34.977555555555554
Derrick White,1628401,BOS,12.027,3.487,8.54,5.496,2.39,3.106,79,34.09047619047619
Immanuel Quickley,1630193,TOR,6.335,3.809,2.525,3.447,1.988,1.459,72,31.876190476190477
Josh Giddey,1630581,CHI,0.21,-1.787,1.997,-0.956,-0.541,-0.415,60,32.062345679012346
Jabari Smith Jr.,1631095,HOU,3.705,1.488,2.216,3.942,1.467,2.475,80,35.13463203463204
Russell Westbrook,201566,SAC,-0.526,-0.519,-0.007,-3.348,-1.681,-1.667,64,28.946614583333332
Jarrett Allen,1628386,CLE,11.869,4.975,6.894,4.331,3.162,1.169,57,27.12827380952381
Anthony Black,1641710,ORL,-0.103,-0.801,0.698,1.137,-0.147,1.284,64,29.8453125
Kennedy Chandler,1631113,UTA,0.79,0.107,0.683,,,,11,32.2939393939394
Andrew Nembhard,1629614,IND,1.678,5.693,-4.015,-1.519,-0.205,-1.314,65,31.32690058479532
Jaden McDaniels,1630183,MIN,-2.765,-5.886,3.121,2.47,1.013,1.457,73,31.731963470319634
Aaron Gordon,203932,DEN,9.691,6.533,3.158,5.959,4.785,1.174,40,27.915740740740738
Paul George,202331,PHI,-2.765,0.277,-3.042,3.314,1.197,2.117,44,30.676126126126125
Dejounte Murray,1627749,NOP,-1.018,-0.773,-0.245,0.604,-0.253,0.857,16,27.81547619047619
Onyeka Okongwu,1630168,ATL,2.251,0.388,1.864,2.355,0.551,1.804,78,31.040315315315315
Ayo Dosunmu,1630245,CHI,-0.289,-0.943,0.654,-1.086,-0.925,-0.161,47,26.382962962962964
Ivica Zubac,1627826,LAC,-0.188,0.284,-0.471,-0.205,0.532,-0.737,43,30.894573643410855
Mikal Bridges,1628969,NYK,6.049,5.608,0.441,4.905,3.134,1.771,82,32.829065040650406
Jeremiah Fears,1642847,NOP,-4.808,-4.364,-0.444,-3.384,-2.6,-0.784,82,25.755894308943088
Coby White,1629632,CHA,-0.422,1.283,-1.705,0.652,1.007,-0.355,23,19.3515873015873
Brice Sensabaugh,1641729,UTA,1.567,4.2,-2.633,-2.89,-0.876,-2.014,78,23.491555555555557
Naji Marshall,1630230,DAL,3.108,-0.222,3.33,0.286,-0.126,0.412,79,29.510585585585588
Kelly Oubre Jr.,1626162,PHI,3.07,3.964,-0.894,0.059,-0.175,0.234,50,31.487000000000002
Jaime Jaquez Jr.,1631170,MIA,3.216,4.396,-1.18,1.843,0.432,1.411,82,28.283555555555555
Collin Sexton,1629012,CHA,-6.245,-5.936,-0.309,-3.741,-2.744,-0.997,43,22.32222222222222
Cam Thomas,1630560,BKN,-3.455,0.117,-3.573,-5.844,-1.974,-3.87,27,24.245833333333334
Shaedon Sharpe,1631101,POR,-10.89,-11.261,0.371,-0.206,-0.854,0.648,75,29.426333333333332
Anfernee Simons,1629014,BOS,1.924,1.767,0.157,1.545,0.934,0.611,50,24.52687074829932
Peyton Watson,1631212,DEN,1.282,3.054,-1.771,2.428,2.952,-0.524,57,29.587962962962965
Brandin Podziemski,1641764,GSW,-1.072,-4.229,3.157,0.888,-0.791,1.679,82,28.447764227642274
Jalen Suggs,1630591,ORL,1.121,-0.051,1.172,3.342,0.36,2.982,57,27.60672514619883
Ayo Dosunmu,1630245,MIN,-0.289,-0.943,0.654,-1.086,-0.925,-0.161,25,28.910416666666666
Andrew Wiggins,203952,MIA,0.55,0.798,-0.248,0.106,-0.341,0.447,76,30.3328431372549
Devin Vassell,1630170,SAS,7.681,7.542,0.139,7.493,4.367,3.126,68,30.51094527363184
Domantas Sabonis,1627734,SAC,-4.595,-0.026,-4.569,-4.616,-1.53,-3.086,22,29.662280701754387
Alex Sarr,1642259,WAS,-1.021,0.136,-1.156,-1.647,-0.855,-0.792,57,27.180208333333333
Ace Bailey,1642846,UTA,-17.1,-8.09,-9.009,-3.366,-1.401,-1.965,73,27.606018518518518
Jerami Grant,203924,POR,-2.899,-2.164,-0.734,1.392,1.133,0.259,78,29.73859649122807
Reed Sheppard,1642263,HOU,-11.973,-7.343,-4.63,1.996,0.343,1.653,82,26.183536585365854
Tim Hardaway Jr.,203501,DEN,1.69,1.226,0.464,2.806,2.602,0.204,80,26.591666666666665
Toumani Camara,1641739,POR,2.953,-4.576,7.529,2.851,1.238,1.613,82,33.30772357723577
Naz Reid,1629675,MIN,6.03,2.947,3.083,2.889,0.597,2.292,78,26.06948051948052
De'Andre Hunter,1629631,CLE,-3.986,-4.515,0.529,-1.827,-1.68,-0.147,45,26.151162790697676
Quentin Grimes,1629656,PHI,3.977,-1.932,5.909,0.178,-1.347,1.525,76,29.41022222222222
Jaylon Tyson,1642281,CLE,12.273,6.815,5.457,1.596,0.573,1.023,66,26.931818181818183
John Collins,1628381,LAC,3.353,-0.475,3.828,0.394,-0.067,0.461,71,27.122463768115942
Keldon Johnson,1629640,SAS,5.958,-1.892,7.85,4.554,1.947,2.607,82,23.31056910569106
Kyshawn George,1642273,WAS,4.048,2.233,1.816,-2.587,-1.159,-1.428,54,28.978819444444447
Tobias Harris,202699,DET,3.707,1.258,2.449,4.494,1.881,2.613,64,27.706349206349206
Tyler Herro,1629639,MIA,0.0,-0.79,0.79,0.447,0.577,-0.13,52,31.29292929292929
Bobby Portis,1626171,MIL,1.183,2.651,-1.469,0.366,1.086,-0.72,71,24.169154228855724
Santi Aldama,1630583,MEM,-3.219,-3.018,-0.201,1.23,1.006,0.224,47,27.86279069767442
Ajay Mitchell,1642349,OKC,13.829,5.872,7.957,6.801,1.865,4.936,61,25.83888888888889
Kyle Kuzma,1628398,MIL,-5.336,-4.014,-1.322,-0.589,0.249,-0.838,71,26.170772946859906
Sam Merrill,1630241,CLE,2.373,0.755,1.618,5.644,4.015,1.629,53,26.482371794871792
Collin Gillespie,1631221,PHX,8.348,7.358,0.99,2.906,0.841,2.065,81,28.522708333333334
Tre Jones,1630200,CHI,-1.852,-3.213,1.361,1.78,1.319,0.461,73,26.959999999999997
P.J. Washington,1629023,DAL,9.606,-1.13,10.736,-0.871,-1.521,0.65,64,30.993154761904762
Brandon Williams,1630314,DAL,-6.947,-1.464,-5.483,-1.265,-0.62,-0.645,70,22.161616161616163
Max Christie,1631108,DAL,-3.346,-2.515,-0.831,-1.747,-1.82,0.073,77,29.14978354978355
Jrue Holiday,201950,POR,5.629,0.443,5.186,4.366,1.924,2.442,71,29.441509433962263
Rayan Rupert,1641712,MEM,-12.778,-7.826,-4.952,-6.616,-4.885,-1.731,16,30.958333333333332
Donte DiVincenzo,1628978,MIN,10.379,7.878,2.501,6.313,3.249,3.064,82,30.415447154471547
Jonathan Kuminga,1630228,ATL,3.293,-4.495,7.788,1.369,-1.474,2.843,16,22.146875
Noah Clowney,1641730,BKN,-9.473,-5.849,-3.624,-2.001,-1.159,-0.842,67,26.97020202020202
Deandre Ayton,1629028,LAL,4.585,-1.782,6.367,2.012,1.756,0.256,74,27.2
Cormac Ryan,1642504,MIL,0.267,0.363,-0.096,,,,13,24.60757575757576
Josh Hart,1628404,NYK,7.566,3.465,4.101,3.082,1.285,1.797,66,30.206060606060603
Duncan Robinson,1629130,DET,6.47,3.53,2.941,6.612,3.748,2.864,78,27.444155844155844
Cameron Johnson,1629661,DEN,0.189,-0.234,0.423,3.386,3.109,0.277,55,30.500617283950614
Dennis Schröder,203471,SAC,0.288,-0.52,0.808,-4.7,-3.312,-1.388,43,26.391666666666666
Julian Reese,1642882,WAS,-2.013,-1.642,-0.371,,,,13,30.884615384615383
Ty Jerome,1629660,MEM,2.067,5.716,-3.649,1.733,5.75,-4.017,25,22.57888888888889
Dylan Harper,1642844,SAS,2.08,2.021,0.06,4.696,1.794,2.902,69,22.579468599033817
Wendell Carter Jr.,1628976,ORL,3.35,1.248,2.102,1.235,-0.517,1.752,79,29.33846153846154
Miles McBride,1630540,NYK,11.468,7.486,3.982,6.657,4.182,2.475,42,26.343089430894306
Derik Queen,1642852,NOP,-7.221,-3.271,-3.95,-2.988,-1.696,-1.292,81,24.980658436213993
Ivica Zubac,1627826,IND,-0.188,0.284,-0.471,-0.205,0.532,-0.737,5,23.653333333333332
Zach Edey,1641744,MEM,1.566,0.447,1.119,,,,13,25.804545454545455
Donovan Clingan,1642270,POR,6.582,8.881,-2.299,1.604,1.189,0.415,81,27.19112554112554
Dyson Daniels,1630700,ATL,3.889,2.526,1.363,5.736,2.95,2.786,79,33.152192982456135
Jaylen Wells,1642377,MEM,7.928,4.312,3.617,-0.768,-0.003,-0.765,76,26.38671497584541
Klay Thompson,202691,DAL,6.397,4.039,2.359,0.121,-0.926,1.047,71,21.693478260869565
Mark Williams,1631109,PHX,0.533,-2.176,2.709,0.181,-0.773,0.954,62,23.60111111111111
Myles Turner,1626167,MIL,5.719,-4.38,10.099,-0.104,-0.1,-0.004,75,26.926760563380284
Max Strus,1629622,CLE,-0.836,2.154,-2.99,-2.995,1.674,-4.669,12,24.025
Christian Braun,1631128,DEN,9.484,3.889,5.595,4.027,3.343,0.684,47,31.799242424242426
Sandro Mamukelashvili,1630572,TOR,4.715,-0.831,5.546,3.823,1.855,1.968,80,21.884375
Maxime Raynaud,1642875,SAC,-0.444,-0.003,-0.441,-2.317,-0.818,-1.499,82,26.53873873873874
De'Anthony Melton,1629001,GSW,1.465,1.118,0.347,2.147,0.286,1.861,54,22.96530612244898
Julian Champagnie,1630577,SAS,10.524,4.949,5.575,6.652,3.217,3.435,82,27.633739837398373
Rui Hachimura,1629060,LAL,2.477,3.077,-0.6,2.229,1.654,0.575,70,28.332107843137255
Aaron Nesmith,1630174,IND,3.605,0.289,3.316,-0.981,-0.258,-0.723,56,29.665925925925926
Jarace Walker,1641716,IND,-1.57,-4.196,2.626,-3.306,-2.541,-0.765,80,25.702412280701754
Cedric Coward,1642907,MEM,8.356,7.238,1.118,1.877,1.174,0.703,76,25.773387096774194
Kyle Filipowski,1642271,UTA,4.577,3.062,1.514,-1.819,0.131,-1.95,79,23.38852813852814
Nic Claxton,1629651,BKN,-2.335,-4.276,1.941,-1.582,-0.331,-1.251,73,27.831400966183576
Keshon Gilbert,1642933,ATL,-2.636,-1.225,-1.411,,,,1,25.533333333333335
Malik Monk,1628370,SAC,4.315,0.481,3.834,-1.864,-0.721,-1.143,71,21.99435483870968
Jock Landale,1629111,MEM,-3.709,-1.121,-2.588,-1.466,-0.147,-1.319,47,23.558148148148145
Tyler Burton,1631174,MEM,-1.787,-0.857,-0.93,,,,12,25.5625
Kel'el Ware,1642276,MIA,-3.706,-2.744,-0.962,0.052,-0.442,0.494,79,22.127705627705627
Bub Carrington,1642267,WAS,-15.377,-5.699,-9.678,-5.387,-2.861,-2.526,82,27.691260162601626
Trae Young,1629027,ATL,-3.959,0.839,-4.798,-3.029,0.962,-3.991,18,28.009999999999998
Ousmane Dieng,1631172,MIL,-6.154,-4.712,-1.442,-6.319,-3.844,-2.475,31,26.809444444444445
Isaiah Joe,1630198,OKC,-3.988,-3.117,-0.872,6.521,2.242,4.279,74,21.232159624413146
Charles Bassey,1629646,GSW,0.132,0.16,-0.028,,,,5,20.083333333333332
Kevin Huerter,1628989,CHI,0.027,-1.209,1.236,-0.181,-0.4,0.219,45,23.568181818181817
Leonard Miller,1631159,CHI,-0.244,-0.363,0.118,0.27,0.063,0.207,30,23.103086419753087
Bilal Coulibaly,1641731,WAS,5.717,1.106,4.612,-3.061,-1.551,-1.51,62,26.207142857142856
Rudy Gobert,203497,MIN,0.507,-3.163,3.67,4.517,1.172,3.345,79,31.31732456140351
Tre Johnson,1642848,WAS,-0.909,-2.253,1.344,-3.004,-1.537,-1.467,70,24.047777777777775
Lucas Williamson,1631351,MEM,-0.142,-0.318,0.175,,,,7,31.961904761904762
Jared McCain,1642272,OKC,1.325,-0.519,1.844,1.437,-0.343,1.78,30,17.985555555555557
Moses Moody,1630541,GSW,-0.964,-3.184,2.221,4.155,1.281,2.874,70,25.665555555555557
Pelle Larsson,1641796,MIA,2.837,1.169,1.668,0.873,-0.024,0.897,77,26.416428571428572
AJ Green,1631260,MIL,0.773,-1.396,2.17,0.477,0.719,-0.242,78,29.101709401709403
DaQuan Jeffries,1629610,SAC,-0.02,-0.36,0.34,,,,3,19.966666666666665
Jakob Poeltl,1627751,TOR,-1.844,-2.866,1.023,2.101,1.242,0.859,48,24.979347826086958
Caleb Love,1631126,POR,-2.486,-1.505,-0.981,-1.668,-1.644,-0.024,50,20.6656462585034
Derrick Jones Jr.,1627884,LAC,4.189,4.182,0.007,4.89,2.904,1.986,50,26.990333333333336
Toby Okani,1643253,MEM,-0.049,-0.209,0.159,,,,6,36.18055555555556
Egor Dëmin,1642856,BKN,-0.761,0.639,-1.4,-0.98,-0.956,-0.024,54,25.158333333333335
Harrison Barnes,203084,SAS,-2.179,-4.379,2.201,4.765,2.353,2.412,77,25.798268398268398
Cam Spencer,1642285,MEM,-1.488,2.059,-3.547,0.225,0.336,-0.111,81,23.811574074074073
Ausar Thompson,1641709,DET,4.811,0.033,4.778,6.542,2.758,3.784,73,25.967123287671235
Precious Achiuwa,1630173,SAC,3.338,2.155,1.183,0.454,0.94,-0.486,75,23.90684931506849
Neemias Queta,1629674,BOS,1.328,0.698,0.631,6.057,2.193,3.864,79,25.34517543859649
Jalen Smith,1630188,CHI,8.39,1.727,6.664,3.72,2.6,1.12,56,20.66792452830189
Royce O'Neale,1626220,PHX,-2.535,1.721,-4.257,-1.753,-1.979,0.226,79,28.373076923076926
Jaden Hardy,1630702,WAS,1.924,0.062,1.862,-2.793,-1.426,-1.367,30,20.43550724637681
Marvin Bagley III,1628963,DAL,0.932,5.508,-4.576,-1.635,0.369,-2.004,25,21.37272727272727
Obi Toppin,1630167,IND,0.866,1.401,-0.535,0.081,1.092,-1.011,29,17.654861111111114
Will Riley,1642860,WAS,-10.297,-6.359,-3.938,-4.459,-2.035,-2.424,80,22.060810810810814
Tristan da Silva,1641783,ORL,2.14,-4.816,6.957,3.13,0.732,2.398,79,24.66839826839827
Cam Thomas,1630560,MIL,-3.455,0.117,-3.573,-5.844,-1.974,-3.87,20,16.591666666666665
Tari Eason,1631106,HOU,9.901,2.633,7.267,2.398,0.226,2.172,65,25.819166666666668
Jordan Miller,1641757,LAC,2.546,1.918,0.628,2.387,1.689,0.698,62,22.079722222222223
Rob Dillingham,1642265,CHI,-3.506,-4.503,0.996,-3.206,-3.47,0.264,30,21.46833333333333
