player_name,nba_id,team,bpr,obpr,dbpr,box_bpr,box_obpr,box_dbpr,gp,mpg
Tony Bradley,1628396,IND,-5.468,-3.835,-1.633,-4.814,-2.484,-2.33,47,10.954385964912282
Jalen Pickett,1629618,DEN,3.275,0.554,2.72,1.756,0.408,1.348,80,16.13
Nikola Topić,1642260,OKC,-1.367,-0.287,-1.08,,,,16,16.008333333333333
Dalen Terry,1631207,PHI,-1.645,-2.607,0.962,0.043,-1.8,1.843,19,12.405952380952382
Jordan Hawkins,1641722,NOP,-3.863,-1.343,-2.519,-2.857,-2.262,-0.595,82,13.568300653594772
Omer Yurtseven,1630209,GSW,-0.018,-0.133,0.115,,,,11,11.55
Rasheer Fleming,1642853,PHX,4.729,-0.69,5.419,4.506,0.641,3.865,80,12.243939393939394
Mohamed Diawara,1642885,NYK,-2.299,-1.577,-0.722,,,,82,9.190579710144927
Kam Jones,1642880,IND,-5.537,-2.991,-2.546,-2.02,-1.343,-0.677,54,16.658108108108106
Blake Wesley,1631104,POR,-3.572,-2.357,-1.215,-2.684,-2.631,-0.053,50,11.64032258064516
Jase Richardson,1642859,ORL,-1.319,0.338,-1.657,-0.442,-0.125,-0.317,81,10.865123456790123
Drew Eubanks,1629234,SAC,-4.451,-3.474,-0.976,-2.928,-2.333,-0.595,72,13.149206349206349
AJ Johnson,1642358,DAL,-3.53,-2.918,-0.612,-2.942,-2.961,0.019,31,10.415217391304347
Trayce Jackson-Davis,1631218,GSW,-2.39,-2.974,0.584,-1.26,-2.277,1.017,51,11.414814814814815
A.J. Lawson,1630639,TOR,0.962,-0.191,1.154,,,,35,9.421527777777778
Bogdan Bogdanović,203992,LAC,2.881,0.822,2.059,0.606,-0.61,1.216,58,19.655072463768118
Tyus Jones,1626145,ORL,-1.209,-0.289,-0.92,-0.333,-0.438,0.105,49,15.709722222222222
Tony Bradley,1628396,ATL,-5.468,-3.835,-1.633,-4.814,-2.484,-2.33,4,11.472222222222223
Dalton Knecht,1642261,LAL,1.253,-0.721,1.974,-1.348,-1.085,-0.263,81,10.239506172839505
Noah Penda,1642869,ORL,-1.096,-1.437,0.341,-1.34,-0.938,-0.402,80,12.835593220338982
Ron Harper Jr.,1631199,BOS,2.355,0.386,1.969,2.584,0.663,1.921,46,10.949425287356322
Jeremy Sochan,1631110,SAS,-0.597,-2.603,2.005,-1.813,-2.237,0.424,42,12.777380952380952
Malevy Leons,1642502,GSW,-2.453,1.374,-3.827,-3.203,0.032,-3.235,32,11.059333333333333
Yuki Kawamura,1642530,CHI,-2.291,-2.259,-0.032,-1.975,-1.832,-0.143,24,11.612962962962964
Christian Koloko,1631132,MEM,-2.339,-3.523,1.184,-1.727,-2.515,0.788,11,17.687878787878788
Dwight Powell,203939,DAL,-2.774,-5.775,3.001,-2.933,-3.753,0.82,81,14.355820105820106
Myron Gardner,1642066,MIA,-2.593,-3.483,0.891,,,,63,9.122592592592593
Dalen Terry,1631207,CHI,-1.645,-2.607,0.962,0.043,-1.8,1.843,46,11.098529411764705
Monte Morris,1628420,IND,-0.542,-1.023,0.481,,,,7,10.769444444444444
Patrick Baldwin Jr.,1631116,LAC,-0.576,-0.432,-0.144,,,,4,6.116666666666666
Jamison Battle,1642419,TOR,1.977,2.229,-0.252,,,,76,8.471857923497268
Jevon Carter,1628975,CHI,-6.117,-2.547,-3.57,-3.175,-1.544,-1.631,49,11.053623188405798
Dorian Finney-Smith,1627827,HOU,-4.407,-3.867,-0.54,0.07,-2.407,2.477,50,16.765315315315316
De'Andre Hunter,1629631,SAC,-3.986,-4.515,0.529,-1.827,-1.68,-0.147,6,25.491666666666667
RayJ Dennis,1642484,ATL,-4.561,-5.269,0.708,-4.54,-5.187,0.647,4,11.483333333333333
Rob Dillingham,1642265,MIN,-3.506,-4.503,0.996,-3.206,-3.47,0.264,51,9.311428571428571
Guerschon Yabusele,1627824,NYK,-1.973,-2.813,0.84,-3.552,-2.959,-0.593,47,8.91910569105691
Taj Gibson,201959,MEM,0.465,0.167,0.298,,,,14,9.686666666666667
Rayan Rupert,1641712,POR,-12.778,-7.826,-4.952,-6.616,-4.885,-1.731,56,12.026736111111111
Matisse Thybulle,1629680,POR,5.754,-0.323,6.077,5.748,-1.049,6.797,74,15.988888888888889
Zeke Nnaji,1630192,DEN,-5.267,-6.007,0.74,-3.215,-3.322,0.107,80,12.039102564102564
Ousmane Dieng,1631172,OKC,-6.154,-4.712,-1.442,-6.319,-3.844,-2.475,42,10.933333333333334
Drew Timme,1631166,LAL,-0.801,-0.513,-0.288,,,,38,8.70679012345679
Patrick Baldwin Jr.,1631116,SAC,-0.576,-0.432,-0.144,,,,10,14.65
John Konchar,1629723,MEM,-1.497,-2.277,0.78,-2.649,-2.693,0.044,41,14.48611111111111
Keaton Wallace,1630811,ATL,-1.188,-3.435,2.247,-0.323,-2.007,1.684,80,10.113207547169813
Skal Labissiere,1627746,WAS,0.282,-0.096,0.378,,,,6,12.516666666666667
Chris Paul,101108,LAC,-4.23,-3.904,-0.326,-4.46,-4.019,-0.441,21,14.220833333333333
Koby Brea,1642886,PHX,0.339,-0.061,0.4,,,,20,6.988888888888889
Jonathan Isaac,1628371,ORL,-4.386,-4.577,0.191,-0.085,-2.704,2.619,60,10.017307692307693
James Wiseman,1630164,IND,-0.928,-1.081,0.154,,,,6,14.616666666666667
Joan Beringer,1642866,MIN,1.158,0.295,0.863,,,,70,7.8533333333333335
Larry Nance Jr.,1626204,CLE,-2.989,-3.515,0.527,-0.488,-1.819,1.331,61,12.821904761904761
Keshon Gilbert,1642933,WAS,-2.636,-1.225,-1.411,,,,3,16.083333333333332
Olivier Sarr,1630846,CLE,0.472,0.283,0.189,,,,7,9.8375
Doug McDermott,203926,SAC,-2.519,-1.867,-0.653,-2.239,-2.062,-0.177,82,15.144827586206898
Duop Reath,1641871,POR,-0.964,-0.556,-0.408,,,,48,8.068229166666667
Kobe Brown,1641738,LAC,-5.075,-2.197,-2.879,-3.72,-1.894,-1.826,50,8.66470588235294
Cam Christie,1642353,LAC,-0.876,-0.285,-0.591,,,,82,8.723030303030303
Gary Harris,203914,MIL,-5.09,-2.859,-2.231,-2.97,-1.979,-0.991,68,13.765972222222222
Jae'Sean Tate,1630256,HOU,0.305,-1.032,1.337,,,,67,8.798188405797102
Julian Phillips,1641763,CHI,-1.157,-1.608,0.451,,,,51,9.528571428571428
Kelly Olynyk,203482,SAS,0.286,-0.607,0.893,,,,75,8.5765873015873
Cody Martin,1628998,IND,0.457,-0.569,1.026,,,,4,13.795833333333333
Christian Koloko,1631132,ATL,-2.339,-3.523,1.184,-1.727,-2.515,0.788,25,11.126190476190477
Antonio Reeves,1641810,CHA,0.657,0.568,0.089,,,,15,6.7683333333333335
DaRon Holmes II,1641747,DEN,-0.841,-0.293,-0.548,,,,52,8.380666666666666
Keshad Johnson,1642352,MIA,0.67,0.759,-0.089,,,,74,8.734895833333333
Lachlan Olbrich,1642950,CHI,-1.815,-1.046,-0.769,,,,50,9.303603603603603
Miles Kelly,1642939,DAL,1.104,0.54,0.564,,,,25,9.552380952380952
Jeremy Sochan,1631110,NYK,-0.597,-2.603,2.005,-1.813,-2.237,0.424,26,6.925
Nick Richards,1630208,PHX,-3.963,-1.297,-2.666,-4.456,-3.007,-1.449,51,9.054761904761905
Khaman Maluach,1642863,PHX,0.283,-0.888,1.17,,,,82,8.935507246376812
AJ Johnson,1642358,WAS,-3.53,-2.918,-0.612,-2.942,-2.961,0.019,41,8.555333333333333
Bronny James,1642355,LAL,0.525,0.424,0.101,,,,70,8.940079365079365
Alijah Martin,1642918,TOR,-1.325,-0.049,-1.276,,,,31,6.331159420289855
Pat Connaughton,1626192,CHA,-0.215,-0.215,0.0,,,,67,7.059920634920634
Julian Phillips,1641763,MIN,-1.157,-1.608,0.451,,,,26,7.194871794871795
David Jones Garcia,1642357,SAS,0.275,-0.116,0.39,,,,21,6.178787878787879
Riley Minix,1642434,CLE,0.472,0.283,0.189,,,,17,8.302777777777779
Isaiah Livers,1630587,PHX,-1.459,-1.063,-0.396,,,,43,9.65
Kevin McCullar Jr.,1641755,NYK,0.226,0.062,0.164,,,,33,7.38015873015873
Amir Coffey,1629599,MIL,-0.04,-1.949,1.909,-0.696,-2.347,1.651,49,8.83611111111111
Luke Travers,1631247,CLE,0.158,0.132,0.026,,,,19,8.591666666666667
Ariel Hukporti,1630574,NYK,-2.091,-0.416,-1.675,,,,80,9.222222222222223
Brooks Barnhizer,1642964,OKC,-2.236,-1.294,-0.942,,,,47,8.6975
Andre Jackson Jr.,1641748,MIL,1.053,1.016,0.037,,,,81,8.502083333333333
Lindy Waters III,1630322,SAS,0.464,0.25,0.214,,,,68,7.1170833333333325
Kobe Bufkin,1641723,LAL,-1.665,-0.283,-1.381,,,,33,7.467708333333333
Charles Bassey,1629646,BOS,0.132,0.16,-0.028,,,,10,3.4266666666666667
Yang Hansen,1642905,POR,-1.188,-1.063,-0.125,,,,66,6.974418604651163
Trayce Jackson-Davis,1631218,TOR,-2.39,-2.974,0.584,-1.26,-2.277,1.017,24,5.006862745098039
Chris Youngblood,1642959,OKC,-1.374,-0.782,-0.591,,,,50,5.444270833333333
Maxi Kleber,1628467,LAL,4.035,1.327,2.708,2.925,1.263,1.662,67,10.72093023255814
Tyrese Martin,1631213,PHI,-0.641,-1.314,0.673,-2.075,-1.506,-0.569,15,8.957407407407407
Hunter Dickinson,1630621,NOP,0.731,0.136,0.594,,,,9,8.493333333333334
JD Davison,1631120,HOU,0.272,-0.146,0.419,,,,54,7.800595238095238
Chaz Lanier,1642404,DET,-1.02,-0.735,-0.285,,,,63,7.7063725490196076
Tolu Smith,1642449,DET,-0.367,-0.708,0.342,,,,42,9.162222222222223
Jordan McLaughlin,1629162,SAS,1.273,0.614,0.658,,,,72,6.400378787878788
Tyus Jones,1626145,DEN,-1.209,-0.289,-0.92,-0.333,-0.438,0.105,20,8.331818181818182
Mo Bamba,1628964,UTA,-0.184,-0.242,0.058,,,,8,18.975
Buddy Hield,1627741,ATL,-1.98,-1.704,-0.277,-1.284,-1.106,-0.178,29,7.311904761904762
CJ Huntley,1643047,PHX,0.568,0.169,0.4,,,,10,10.1
Charles Bassey,1629646,MEM,0.132,0.16,-0.028,,,,6,15.258333333333333
Enrique Freeman,1642402,MIN,-0.42,-0.12,-0.3,,,,12,9.304166666666667
Adou Thiero,1642876,LAL,0.347,0.208,0.139,,,,41,5.956
Jonathan Mogbo,1642367,TOR,-0.216,0.046,-0.262,,,,65,6.2225
PJ Hall,1641790,MEM,-1.052,-0.341,-0.711,,,,14,3.811904761904762
Hunter Tyson,1641816,DEN,-0.631,-0.376,-0.255,,,,52,7.70952380952381
Mason Plumlee,203486,CHA,0.283,0.895,-0.612,,,,29,8.894047619047619
Javonte Cooke,1631451,POR,-0.801,-0.298,-0.503,,,,29,4.9298245614035086
Leonard Miller,1631159,MIN,-0.244,-0.363,0.118,0.27,0.063,0.207,52,4.994736842105263
Riley Minix,1642434,SAS,0.472,0.283,0.189,,,,11,2.7555555555555555
Kevon Looney,1626172,NOP,4.186,0.553,3.633,1.793,1.12,0.673,77,14.642857142857142
Jeff Green,201145,HOU,0.706,0.012,0.694,,,,82,5.827222222222222
Pacôme Dadiet,1642359,NYK,0.477,0.132,0.345,,,,61,4.681034482758621
Chris Youngblood,1642959,POR,-1.374,-0.782,-0.591,,,,8,5.441666666666666
Isaiah Crawford,1642384,HOU,-0.714,-0.354,-0.36,,,,40,6.578571428571428
Bobi Klintman,1641752,DET,0.211,0.0,0.211,,,,30,5.948611111111111
Wendell Moore Jr.,1631111,DET,0.563,0.0,0.563,,,,14,9.925
Nigel Hayes-Davis,1628502,PHX,-3.575,-0.995,-2.58,,,,51,7.229629629629629
DeAndre Jordan,201599,NOP,4.407,-1.349,5.756,2.356,-0.648,3.004,81,16.566666666666666
Eric Gordon,201569,PHI,0.966,0.718,0.249,,,,50,12.291666666666666
Drew Peterson,1641809,CHA,-0.353,0.1,-0.453,,,,7,10.71111111111111
Amari Williams,1642873,BOS,-1.597,-1.167,-0.43,,,,49,6.624242424242424
KJ Simpson,1642354,DEN,0.057,-0.214,0.271,,,,12,5.747222222222222
Orlando Robinson,1631115,ORL,0.227,0.319,-0.092,,,,12,6.204166666666667
Xavier Tillman,1630214,BOS,0.985,0.167,0.818,,,,51,7.95952380952381
Thanasis Antetokounmpo,203648,MIL,0.036,0.303,-0.266,,,,77,4.351470588235293
Joe Ingles,204060,MIN,1.149,0.516,0.633,,,,79,5.656172839506173
Charles Bassey,1629646,PHI,0.132,0.16,-0.028,,,,4,4.633333333333334
Brandon Clarke,1629634,MEM,0.18,-0.128,0.308,,,,17,10.216666666666667
Isaac Jones,1642403,SAC,-0.552,-0.295,-0.257,,,,6,5.638888888888888
Xavier Tillman,1630214,CHA,0.985,0.167,0.818,,,,29,4.528125
Trey Jemison III,1641998,NYK,0.505,0.32,0.185,,,,31,6.2756410256410255
Isaac Jones,1642403,DET,-0.552,-0.295,-0.257,,,,15,4.691666666666666
Mason Plumlee,203486,SAS,0.283,0.895,-0.612,,,,18,7.827777777777778
Bismack Biyombo,202687,SAS,-0.99,-1.001,0.011,,,,82,5.654
Max Shulga,1642917,BOS,-0.109,-0.593,0.484,,,,28,3.2984848484848484
Kyle Lowry,200768,PHI,-0.19,-0.078,-0.112,,,,82,8.432142857142857
Dario Saric,203967,SAC,1.004,0.035,0.969,,,,50,8.25
Christian Koloko,1631132,LAL,-2.339,-3.523,1.184,-1.727,-2.515,0.788,6,3.175
Patrick Baldwin Jr.,1631116,PHI,-0.576,-0.432,-0.144,,,,2,2.3333333333333335
Mo Bamba,1628964,TOR,-0.184,-0.242,0.058,,,,4,2.925
Kobe Bufkin,1641723,MEM,-1.665,-0.283,-1.381,,,,5,
RayJ Dennis,1642484,LAC,-4.561,-5.269,0.708,-4.54,-5.187,0.647,3,3.533333333333333
Tyler Smith,1641890,HOU,0.285,0.94,-0.656,,,,1,
