nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
203200,Justin Holiday,2021,IND,SG,30.324,-1.508,-0.828,-0.68,1.248,Movement Shooter,Wing Stopper
203210,Jamychal Green,2021,DEN,PF,19.309,-0.943,-0.69,-0.254,1.046,Stretch Big,Helper
203382,Aron Baynes,2021,TOR,C,18.496,-2.069,-2.576,0.507,0.21,Stretch Big,Anchor Big
203457,Nerlens Noel,2021,NYK,C,24.167,-1.385,-3.744,2.359,1.006,Athletic Finisher,Mobile Big
203458,Alex Len,2021,TOR/WAS,C,15.294,-0.384,-2.361,1.977,1.266,Roll + Cut Big,Anchor Big
203463,Ben Mclemore,2021,HOU/LAL,SG,17.07,-1.128,0.22,-1.348,0.738,Off Screen Shooter,Low Activity
203468,Cj Mccollum,2021,POR,SG,34.034,2.474,3.151,-0.677,4.999,Shot Creator,Chaser
203469,Cody Zeller,2021,CHO,C,20.946,0.498,-0.014,0.512,1.873,Roll + Cut Big,Helper
203471,Dennis Schröder,2021,LAL,SG,32.07,-0.792,-0.556,-0.236,2.017,Slasher,Point of Attack
203473,Dewayne Dedmon,2021,MIA,C,13.155,0.496,-0.168,0.664,0.392,Roll + Cut Big,Helper
203476,Gorgui Dieng,2021,MEM/SAS,C,14.546,-0.371,-0.381,0.01,0.72,Stretch Big,Anchor Big
203482,Kelly Olynyk,2021,MIA/HOU,PF,28.529,1.98,1.37,0.611,5.617,Movement Shooter,Helper
203484,Kentavious Caldwell-Pope,2021,LAL,SG,28.39,-1.518,-1.565,0.048,1.076,Movement Shooter,Wing Stopper
203486,Mason Plumlee,2021,DET,C,26.762,0.306,-1.382,1.688,2.606,Post Scorer,Anchor Big
203487,Michael Carter-Williams,2021,ORL,SG,25.794,-1.22,-2.318,1.098,0.605,Slasher,Point of Attack
203488,Mike Muscala,2021,OKC,C,18.441,-0.326,-0.286,-0.04,0.859,Movement Shooter,Anchor Big
203490,Otto Porter Jr.,2021,CHI/ORL,SF,21.67,-0.325,-0.278,-0.046,0.808,Movement Shooter,Low Activity
203493,Reggie Bullock Jr.,2021,NYK,SF,29.989,-1.798,-1.398,-0.4,0.754,Movement Shooter,Wing Stopper
203496,Robert Covington,2021,POR,PF,32.039,1.321,-0.89,2.211,5.365,Movement Shooter,Wing Stopper
203497,Rudy Gobert,2021,UTA,C,30.799,5.426,1.205,4.221,10.751,Roll + Cut Big,Anchor Big
203500,Steven Adams,2021,NOP,C,27.666,-0.583,-1.464,0.88,1.87,Roll + Cut Big,Mobile Big
203501,Tim Hardaway Jr.,2021,DAL,SG,28.419,-0.493,1.069,-1.562,2.435,Movement Shooter,Chaser
203503,Tony Snell,2021,ATL,SG,21.107,-3.362,-2.214,-1.148,-0.592,Stationary Shooter,Wing Stopper
203504,Trey Burke,2021,DAL,PG,14.739,-1.008,0.259,-1.267,0.815,Secondary Ball Handler,Point of Attack
203506,Victor Oladipo,2021,IND/HOU/MIA,SG,32.73,0.784,0.402,0.382,2.211,Primary Ball Handler,Chaser
203507,Giannis Antetokounmpo,2021,MIL,PF,32.997,6.61,4.109,2.501,11.238,Shot Creator,Helper
203516,James Ennis Iii,2021,ORL,SF,24.054,-1.208,-1.644,0.437,0.754,Movement Shooter,Helper
203521,Matthew Dellavedova,2021,CLE,PG,17.238,-0.535,-0.361,-0.174,0.268,Primary Ball Handler,Point of Attack
203524,Solomon Hill,2021,ATL,PF,21.316,-2.481,-2.225,-0.257,-0.07,Stationary Shooter,Wing Stopper
203526,Raul Neto,2021,WAS,PG,21.923,0.308,-0.413,0.72,2.441,Secondary Ball Handler,Point of Attack
203552,Seth Curry,2021,PHI,SG,28.744,-0.775,-0.382,-0.393,1.707,Secondary Ball Handler,Low Activity
203897,Zach Lavine,2021,CHI,SG,35.062,0.415,1.96,-1.545,3.679,Primary Ball Handler,Chaser
203901,Elfrid Payton,2021,NYK,PG,23.563,-2.513,-0.846,-1.667,-0.099,Slasher,Point of Attack
203903,Jordan Clarkson,2021,UTA,SG,26.729,0.821,2.12,-1.3,3.763,Shot Creator,Low Activity
203914,Gary Harris,2021,DEN/ORL,SG,27.698,-1.761,-1.209,-0.552,0.443,Movement Shooter,Wing Stopper
203918,Rodney Hood,2021,POR/TOR,SF,17.138,-3.677,-2.573,-1.104,-0.745,Shot Creator,Chaser
203920,Khem Birch,2021,ORL/TOR,C,22.825,-0.984,-1.784,0.8,1.388,Roll + Cut Big,Anchor Big
203922,Glenn Robinson Iii,2021,SAC,SF,16.057,-2.839,-1.481,-1.358,-0.1,Movement Shooter,Wing Stopper
203924,Jerami Grant,2021,DET,SF,33.876,0.023,0.272,-0.249,2.847,Shot Creator,Wing Stopper
203925,Joe Harris,2021,BRK,SF,31.033,0.3,1,-0.7,3.715,Off Screen Shooter,Chaser
203926,Doug Mcdermott,2021,IND,PF,24.533,-1.465,0.947,-2.412,0.97,Off Screen Shooter,Low Activity
203932,Aaron Gordon,2021,ORL/DEN,PF,27.676,-0.118,-0.224,0.105,2.028,Versatile Big,Wing Stopper
203935,Marcus Smart,2021,BOS,PG,32.942,1.313,0.335,0.978,3.774,Primary Ball Handler,Point of Attack
203937,Kyle Anderson,2021,MEM,PF,27.353,2.623,0.679,1.944,6.075,Secondary Ball Handler,Wing Stopper
203939,Dwight Powell,2021,DAL,C,16.648,0.452,-0.719,1.171,1.77,Roll + Cut Big,Anchor Big
203944,Julius Randle,2021,NYK,PF,37.562,0.238,0.155,0.083,4.521,Shot Creator,Helper
203952,Andrew Wiggins,2021,GSW,PF,33.3,-0.159,-0.756,0.597,3.402,Shot Creator,Wing Stopper
203954,Joel Embiid,2021,PHI,C,31.083,4.88,3.844,1.036,7.288,Shot Creator,Anchor Big
203960,Jakarr Sampson,2021,IND,PF,10.905,-1.806,-1.245,-0.561,0.121,Roll + Cut Big,Helper
203967,Dario Šarić,2021,PHO,C,17.411,0.345,0.027,0.318,1.536,Versatile Big,Anchor Big
203991,Clint Capela,2021,ATL,C,30.134,3.231,0.591,2.64,6.831,Roll + Cut Big,Anchor Big
203992,Bogdan Bogdanović,2021,ATL,SG,29.669,-0.092,0.646,-0.738,1.935,Off Screen Shooter,Chaser
203994,Jusuf Nurkić,2021,POR,C,23.787,2.42,-0.167,2.587,2.721,Post Scorer,Anchor Big
203999,Nikola Jokić,2021,DEN,C,34.556,6.625,5.794,0.83,13.911,Shot Creator,Mobile Big
204001,Kristaps Porziņģis,2021,DAL,C,30.852,1.604,1.185,0.419,3.414,Versatile Big,Anchor Big
204020,Tyler Johnson,2021,BRK,SG,17.535,-2.172,-0.401,-1.77,0.102,Stationary Shooter,Point of Attack
204038,Langston Galloway,2021,PHO,SG,10.942,-2.116,-0.882,-1.234,0.081,Off Screen Shooter,Low Activity
204060,Joe Ingles,2021,UTA,SF,27.859,1.591,1.577,0.014,4.787,Primary Ball Handler,Chaser
204456,T.J. Mcconnell,2021,IND,PG,26.032,0.973,0.855,0.119,3.896,Slasher,Point of Attack
1626143,Jahlil Okafor,2021,DET,C,12.861,-3.357,-2.371,-0.986,-0.206,Post Scorer,Anchor Big
1626145,Tyus Jones,2021,MEM,PG,17.464,-1.295,-0.421,-0.874,0.866,Primary Ball Handler,Point of Attack
1626149,Montrezl Harrell,2021,LAL,C,22.904,1.206,0.532,0.673,3.663,Post Scorer,Mobile Big
1626153,Delon Wright,2021,DET/SAC,PG,27.746,1.05,0.236,0.814,3.877,Primary Ball Handler,Point of Attack
1626156,D'Angelo Russell,2021,MIN,PG,28.483,-0.867,1.363,-2.229,1.176,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2021,MIN,C,33.78,3.446,3.059,0.387,6.302,Shot Creator,Anchor Big
1626158,Richaun Holmes,2021,SAC,C,29.205,0.656,0.262,0.394,3.5,Roll + Cut Big,Anchor Big
1626159,Justise Winslow,2021,MEM,SF,19.503,-2.63,-2.763,0.133,-0.071,Slasher,Wing Stopper
1626161,Willie Cauley-Stein,2021,DAL,C,17.094,0.35,-1.436,1.786,1.601,Roll + Cut Big,Anchor Big
1626162,Kelly Oubre Jr.,2021,GSW,SF,30.682,-0.898,-0.69,-0.208,1.626,Movement Shooter,Wing Stopper
1626163,Frank Kaminsky,2021,PHO,C,15.21,1.095,0.543,0.552,1.606,Stretch Big,Anchor Big
1626164,Devin Booker,2021,PHO,SG,33.883,1.951,2.99,-1.04,6.342,Shot Creator,Chaser
1626166,Cameron Payne,2021,PHO,PG,17.992,0.82,1.013,-0.193,2.235,Primary Ball Handler,Point of Attack
1626167,Myles Turner,2021,IND,C,30.965,1.801,-0.778,2.579,3.928,Stretch Big,Mobile Big
1626168,Trey Lyles,2021,SAS,PF,15.558,-1.544,-1.307,-0.237,0.196,Movement Shooter,Wing Stopper
1626169,Stanley Johnson,2021,TOR,PF,16.485,-1.402,-2.268,0.866,0.643,Movement Shooter,Wing Stopper
1626171,Bobby Portis,2021,MIL,C,20.792,0.032,0.054,-0.022,2.144,Post Scorer,Anchor Big
1626172,Kevon Looney,2021,GSW,C,19.028,-0.366,-1.012,0.646,1.516,Roll + Cut Big,Anchor Big
1626174,Christian Wood,2021,HOU,C,32.34,0.637,0.536,0.101,2.589,Shot Creator,Mobile Big
1626179,Terry Rozier,2021,CHO,SG,34.541,-0.455,1.144,-1.599,2.975,Primary Ball Handler,Point of Attack
1626181,Norman Powell,2021,TOR/POR,SF,31.963,-0.004,0.576,-0.581,3.394,Movement Shooter,Chaser
1626184,Chasson Randle,2021,ORL,PG,20.416,-3.803,-2.545,-1.258,-0.726,Primary Ball Handler,Point of Attack
1626192,Pat Connaughton,2021,MIL,SG,22.82,0.034,-0.342,0.376,2.462,Stationary Shooter,Chaser
1626195,Willy Hernangomez,2021,NOP,C,18.005,0.477,0.548,-0.072,1.565,Post Scorer,Anchor Big
1626196,Josh Richardson,2021,DAL,SG,30.422,-0.541,-0.119,-0.422,2.141,Movement Shooter,Point of Attack
1626204,Larry Nance Jr.,2021,CLE,PF,31.185,0.2,-1.633,1.833,1.824,Stretch Big,Wing Stopper
1626220,Royce O'Neale,2021,UTA,SF,31.557,0.853,-0.656,1.51,4.686,Stationary Shooter,Wing Stopper
1626224,Cedi Osman,2021,CLE,SF,25.602,-1.958,-0.653,-1.305,0.43,Movement Shooter,Chaser
1627732,Ben Simmons,2021,PHI,PG,32.369,2.645,0.596,2.049,6.069,Shot Creator,Point of Attack
1627734,Domantas Sabonis,2021,IND,PF,35.992,1.041,0.194,0.846,4.936,Post Scorer,Helper
1627736,Malik Beasley,2021,MIN,SG,32.811,-0.895,0.408,-1.302,1.172,Off Screen Shooter,Chaser
1627741,Buddy Hield,2021,SAC,SG,34.266,0.117,0.846,-0.729,3.934,Off Screen Shooter,Chaser
1627742,Brandon Ingram,2021,NOP,SF,34.304,0.44,1.368,-0.929,3.82,Shot Creator,Low Activity
1627745,Damian Jones,2021,PHO/LAL/SAC,C,13.992,-1.223,-1.885,0.662,0.412,Roll + Cut Big,Anchor Big
1627747,Caris Levert,2021,BRK/IND,SG,31.604,-1.489,0.024,-1.513,0.867,Shot Creator,Chaser
1627749,Dejounte Murray,2021,SAS,PG,31.932,1.137,-0.28,1.417,4.865,Slasher,Point of Attack
1627750,Jamal Murray,2021,DEN,PG,35.494,2.021,2.025,-0.004,4.836,Shot Creator,Point of Attack
1627751,Jakob Poeltl,2021,SAS,C,26.743,0.922,-1.061,1.983,3.941,Roll + Cut Big,Anchor Big
1627752,Taurean Prince,2021,BRK/CLE,PF,22.079,-1.616,-0.881,-0.735,0.455,Movement Shooter,Helper
1627756,Denzel Valentine,2021,CHI,SG,16.706,-0.595,-0.86,0.265,1.2,Movement Shooter,Low Activity
1627759,Jaylen Brown,2021,BOS,SG,34.461,0.04,0.49,-0.45,3.133,Movement Shooter,Helper
1627761,Deandre' Bembry,2021,TOR,SF,19.056,-1.295,-1.903,0.608,0.688,Athletic Finisher,Point of Attack
1627763,Malcolm Brogdon,2021,IND,PG,34.459,1.028,2.463,-1.435,4.252,Primary Ball Handler,Point of Attack
1627774,Jake Layman,2021,MIN,SF,13.938,-1.974,-1.909,-0.065,0.172,Movement Shooter,Helper
1627777,Georges Niang,2021,UTA,PF,16.034,-0.333,-0.459,0.125,1.532,Stationary Shooter,Low Activity
1627783,Pascal Siakam,2021,TOR,PF,35.824,2.324,1.529,0.795,6.08,Shot Creator,Helper
1627788,Furkan Korkmaz,2021,PHI,SG,19.301,0.061,0.667,-0.605,1.678,Movement Shooter,Low Activity
1627789,Timothe Luwawu-Cabarrot,2021,BRK,SF,18.108,-0.828,-0.128,-0.7,1.059,Movement Shooter,Chaser
1627814,Damion Lee,2021,GSW,SG,18.928,-1.184,-1.096,-0.089,0.84,Off Screen Shooter,Helper
1627823,Juancho Hernangomez,2021,MIN,PF,17.308,-0.994,0.302,-1.295,0.811,Movement Shooter,Low Activity
1627826,Ivica Zubac,2021,LAC,C,22.342,0.499,-0.768,1.267,2.998,Roll + Cut Big,Anchor Big
1627827,Dorian Finney-Smith,2021,DAL,PF,31.92,0.708,-0.252,0.96,3.827,Stationary Shooter,Wing Stopper
1627832,Fred Vanvleet,2021,TOR,SG,36.511,2.686,1.793,0.893,6.186,Primary Ball Handler,Point of Attack
1627846,Abdel Nader,2021,PHO,SF,14.801,-1.42,-1.657,0.237,0.223,Stationary Shooter,Helper
1627853,Ryan Arcidiacono,2021,CHI,PG,10.234,-1.048,-1.437,0.389,0.39,Movement Shooter,Point of Attack
1627854,Bryn Forbes,2021,MIL,SG,19.348,-1.479,-0.071,-1.408,0.8,Off Screen Shooter,Low Activity
1627863,Danuel House Jr.,2021,HOU,SF,25.899,-2.656,-2.071,-0.584,-0.146,Movement Shooter,Helper
1627884,Derrick Jones Jr.,2021,POR,SF,22.725,-1.667,-1.292,-0.375,0.62,Stationary Shooter,Wing Stopper
1627936,Alex Caruso,2021,LAL,PG,20.966,1.454,-0.542,1.996,3.012,Primary Ball Handler,Point of Attack
1628021,David Nwaba,2021,HOU,SF,22.619,-0.611,-0.809,0.198,0.779,Athletic Finisher,Chaser
1628365,Markelle Fultz,2021,ORL,PG,26.9,-0.763,-0.992,0.229,0.226,Slasher,Point of Attack
1628366,Lonzo Ball,2021,NOP,PG,31.768,1.229,0.974,0.255,4.076,Primary Ball Handler,Point of Attack
1628367,Josh Jackson,2021,DET,SG,25.155,-1.853,-1.732,-0.121,0.548,Movement Shooter,Chaser
1628368,De'Aaron Fox,2021,SAC,PG,35.106,1.104,2.171,-1.067,4.586,Shot Creator,Point of Attack
1628369,Jayson Tatum,2021,BOS,SF,35.776,3.193,2.381,0.812,8.185,Shot Creator,Helper
1628370,Malik Monk,2021,CHO,SG,20.914,-1.096,0.264,-1.359,0.734,Movement Shooter,Chaser
1628372,Dennis Smith Jr.,2021,NYK/DET,PG,18.262,-0.876,-0.781,-0.095,0.41,Primary Ball Handler,Point of Attack
1628374,Lauri Markkanen,2021,CHI,PF,25.832,-1.095,-0.477,-0.618,1.102,Movement Shooter,Helper
1628378,Donovan Mitchell,2021,UTA,PG,33.424,1.667,3.735,-2.068,4.629,Primary Ball Handler,Chaser
1628379,Luke Kennard,2021,LAC,SG,19.559,-1.69,-0.16,-1.531,0.561,Movement Shooter,Low Activity
1628381,John Collins,2021,ATL,PF,29.336,1.312,1.367,-0.055,4.41,Post Scorer,Helper
1628382,Justin Jackson,2021,OKC/MIL,SF,16.966,-1.541,-1.049,-0.492,0.318,Stationary Shooter,Chaser
1628383,Justin Patton,2021,HOU,C,18.982,-0.474,-1.364,0.89,0.305,Stretch Big,Anchor Big
1628384,Og Anunoby,2021,TOR,SF,33.331,-0.775,-1.298,0.523,1.493,Shot Creator,Wing Stopper
1628386,Jarrett Allen,2021,BRK/CLE,C,29.582,-0.258,-0.489,0.231,2.563,Roll + Cut Big,Anchor Big
1628389,Bam Adebayo,2021,MIA,C,33.478,2.308,0.436,1.872,6.471,Shot Creator,Mobile Big
1628391,D.J. Wilson,2021,MIL/HOU,PF,12.36,-0.799,-1.136,0.337,0.444,Movement Shooter,Mobile Big
1628392,Isaiah Hartenstein,2021,DEN/CLE,C,12.15,1.184,-0.468,1.651,1.288,Roll + Cut Big,Mobile Big
1628396,Tony Bradley,2021,PHI/OKC,C,16.286,-0.168,-0.828,0.66,0.98,Roll + Cut Big,Anchor Big
