season,team,tournament_finish,tournament_seed,current_passed,current_total,candidate_passed,candidate_total,cur_trapezoid,cur_balanced_dominance,cur_title_favorite,cur_win_pct,cur_elite_efficiency,cur_three_point_pct,cur_elite_adjem,cur_ap_poll_week6,cur_efg_margin,cur_ftr_margin,cur_rebounding_edge,cur_turnover_edge,cur_four_factor_index,cur_wab,cur_ft_pct,cand_trapezoid,cand_title_favorite,cand_win_pct,cand_elite_efficiency,cand_ap_poll_week6,cand_efg_margin,cand_ftr_margin,cand_rebounding_edge,cand_turnover_edge,cand_four_factor_index,cand_wab,cand_ft_pct,cand_sos,cand_no_glaring_weakness
2005,New Mexico,,12,6,15,6,14,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True
2005,Northern Iowa,,11,5,15,4,14,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
2005,Akron,,,4,15,3,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2005,Texas,,8,5,15,4,14,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False
2005,Saint Joseph's,,,4,15,3,14,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
2005,Holy Cross,,,5,15,4,14,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False
2005,Indiana,,,4,15,4,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False
2005,UAB,,11,4,15,3,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2005,DePaul,,,5,15,4,14,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
2005,Providence,,,5,15,5,14,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
2005,Stanford,,8,5,15,4,14,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
2005,Georgetown,,,5,15,4,14,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False
2005,Tennessee,,,4,15,4,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False
2005,UCLA,,11,4,15,3,14,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
2005,Kansas St.,,,5,15,5,14,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True
2005,Northeastern,,,4,15,3,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2005,Louisiana,,13,4,15,3,14,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
2005,Toledo,,,3,15,2,14,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2005,Kent St.,,,5,15,4,14,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
2005,UNLV,,,4,15,3,14,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
2005,Niagara,,14,4,15,3,14,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
2005,Southeastern Louisiana,,15,2,15,2,14,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2005,St. John's,,,4,15,5,14,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False
2005,Houston,,,2,15,1,14,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2005,Cal St. Northridge,,,4,15,3,14,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
