pace_pad,q_bot_em,q_x_left_bot,q_x_right_bot,champ_capture_excl_uconn,uconn_excluded,avg_inside_per_season,inside_growth,depth_corr
0.5,0.96,0.3,0.9,4,True,10.952380952380953,2.0,0.17694063990747608
0.5,0.965,0.1,0.7,3,True,9.714285714285714,0.761904761904761,0.1783661585622357
0.5,0.965,0.1,0.75,4,True,9.952380952380953,1.0,0.17829283850050626
0.5,0.965,0.1,0.8,4,True,10.238095238095237,1.2857142857142847,0.1781837931515958
0.5,0.965,0.1,0.85,4,True,10.476190476190476,1.5238095238095237,0.17806349304131736
0.5,0.965,0.1,0.9,4,True,10.80952380952381,1.8571428571428577,0.17813652351380097
0.5,0.965,0.15,0.7,3,True,9.571428571428571,0.6190476190476186,0.17809921912781362
0.5,0.965,0.15,0.75,4,True,9.80952380952381,0.8571428571428577,0.17800746598278513
0.5,0.965,0.15,0.8,4,True,10.095238095238095,1.1428571428571423,0.17790246892171385
0.5,0.965,0.15,0.85,4,True,10.333333333333334,1.3809523809523814,0.17776507892309273
0.5,0.965,0.15,0.9,4,True,10.666666666666666,1.7142857142857135,0.1778190076308496
0.5,0.965,0.2,0.7,3,True,9.285714285714286,0.3333333333333339,0.17799787357008634
0.5,0.965,0.2,0.75,4,True,9.523809523809524,0.5714285714285712,0.17789790398949032
0.5,0.965,0.2,0.8,4,True,9.80952380952381,0.8571428571428577,0.17777309686415707
0.5,0.965,0.2,0.85,4,True,10.047619047619047,1.095238095238095,0.17763499253277737
0.5,0.965,0.2,0.9,4,True,10.380952380952381,1.4285714285714288,0.17767799589104571
0.5,0.965,0.25,0.7,2,True,8.952380952380953,0.0,0.17785299152231648
0.5,0.965,0.25,0.75,3,True,9.19047619047619,0.23809523809523725,0.17774483707998218
0.5,0.965,0.25,0.8,3,True,9.476190476190476,0.5238095238095237,0.17759821646050855
0.5,0.965,0.25,0.85,3,True,9.714285714285714,0.761904761904761,0.17745942474473406
0.5,0.965,0.25,0.9,3,True,10.047619047619047,1.095238095238095,0.17746900569601554
0.5,0.965,0.3,0.7,2,True,8.571428571428571,-0.3809523809523814,0.17780854723439493
0.5,0.965,0.3,0.75,3,True,8.80952380952381,-0.14285714285714235,0.17768063702674095
0.5,0.965,0.3,0.8,3,True,9.095238095238095,0.14285714285714235,0.17753267924552657
0.5,0.965,0.3,0.85,3,True,9.333333333333334,0.3809523809523814,0.177382876106386
0.5,0.965,0.3,0.9,3,True,9.666666666666666,0.7142857142857135,0.1773795009277229
0.5,0.97,0.1,0.7,2,True,8.523809523809524,-0.4285714285714288,0.18061630657505512
0.5,0.97,0.1,0.75,3,True,8.714285714285714,-0.23809523809523903,0.18051894995719095
0.5,0.97,0.1,0.8,3,True,8.952380952380953,0.0,0.18030951680632443
0.5,0.97,0.1,0.85,3,True,9.095238095238095,0.14285714285714235,0.18025988682619717
0.5,0.97,0.1,0.9,4,True,9.666666666666666,0.7142857142857135,0.1803340086438958
0.5,0.97,0.15,0.7,2,True,8.238095238095237,-0.7142857142857153,0.18052257615691059
0.5,0.97,0.15,0.75,3,True,8.428571428571429,-0.5238095238095237,0.1804152575082721
0.5,0.97,0.15,0.8,3,True,8.666666666666666,-0.2857142857142865,0.18019170661818526
0.5,0.97,0.15,0.85,3,True,8.80952380952381,-0.14285714285714235,0.18012441840365725
0.5,0.97,0.15,0.9,4,True,9.380952380952381,0.4285714285714288,0.1801715685108661
0.5,0.97,0.2,0.7,1,True,8.047619047619047,-0.9047619047619051,0.18038538285034547
0.5,0.97,0.2,0.75,2,True,8.238095238095237,-0.7142857142857153,0.1802632468270414
0.5,0.97,0.2,0.8,2,True,8.476190476190476,-0.4761904761904763,0.18001981611690196
0.5,0.97,0.2,0.85,2,True,8.619047619047619,-0.3333333333333339,0.17994258361094156
0.5,0.97,0.2,0.9,3,True,9.19047619047619,0.23809523809523725,0.17998126435698036
0.5,0.97,0.25,0.7,1,True,7.619047619047619,-1.333333333333334,0.1803281888549088
0.5,0.97,0.25,0.75,2,True,7.809523809523809,-1.1428571428571432,0.18019680390107884
0.5,0.97,0.25,0.8,2,True,8.047619047619047,-0.9047619047619051,0.17993346451773726
0.5,0.97,0.25,0.85,2,True,8.19047619047619,-0.7619047619047628,0.179850554780576
0.5,0.97,0.25,0.9,3,True,8.761904761904763,-0.1904761904761898,0.17987998680981582
0.5,0.97,0.3,0.7,1,True,7.476190476190476,-1.4761904761904763,0.18033110761814644
0.5,0.97,0.3,0.75,2,True,7.666666666666667,-1.2857142857142856,0.18018340535332744
0.5,0.97,0.3,0.8,2,True,7.904761904761905,-1.0476190476190474,0.17991089462237317
0.5,0.97,0.3,0.85,2,True,8.047619047619047,-0.9047619047619051,0.17980888741296627
0.5,0.97,0.3,0.9,3,True,8.619047619047619,-0.3333333333333339,0.1798334014762939
0.75,0.94,0.1,0.7,4,False,16.476190476190474,7.523809523809522,0.17431926971643563
0.75,0.94,0.1,0.75,4,False,16.952380952380953,8.0,0.17470300662479124
0.75,0.94,0.1,0.8,4,False,17.523809523809526,8.571428571428573,0.1748252723997854
0.75,0.94,0.1,0.85,4,False,18.0,9.047619047619047,0.17494300887589997
0.75,0.94,0.1,0.9,4,False,18.61904761904762,9.666666666666668,0.17518324388168433
0.75,0.94,0.15,0.7,4,False,15.952380952380953,7.0,0.1740746260730983
0.75,0.94,0.15,0.75,4,False,16.428571428571427,7.4761904761904745,0.17443454961519345
0.75,0.94,0.15,0.8,4,False,17.0,8.047619047619047,0.17454128617809161
0.75,0.94,0.15,0.85,4,False,17.476190476190474,8.523809523809522,0.17463710211628578
0.75,0.94,0.15,0.9,4,False,18.095238095238095,9.142857142857142,0.17481997248488593
0.75,0.94,0.2,0.7,4,False,15.285714285714286,6.333333333333334,0.17392255002879822
0.75,0.94,0.2,0.75,4,False,15.761904761904763,6.80952380952381,0.17425405161872615
0.75,0.94,0.2,0.8,4,False,16.333333333333332,7.38095238095238,0.17434475901496474
0.75,0.94,0.2,0.85,4,False,16.80952380952381,7.857142857142858,0.1743916318984125
0.75,0.94,0.2,0.9,4,False,17.428571428571427,8.476190476190474,0.174523759157115
0.75,0.94,0.25,0.7,4,False,14.904761904761905,5.9523809523809526,0.17384433912719843
0.75,0.94,0.25,0.75,4,False,15.380952380952381,6.428571428571429,0.17415711675344747
0.75,0.94,0.25,0.8,4,False,15.952380952380953,7.0,0.1742156298462231
0.75,0.94,0.25,0.85,4,False,16.428571428571427,7.4761904761904745,0.17424191510014547
0.75,0.94,0.25,0.9,4,False,17.047619047619047,8.095238095238095,0.17433867171262502
0.75,0.94,0.3,0.7,4,False,14.333333333333334,5.380952380952381,0.17383283397520333
0.75,0.94,0.3,0.75,4,False,14.80952380952381,5.857142857142858,0.1741031920150961
0.75,0.94,0.3,0.8,4,False,15.380952380952381,6.428571428571429,0.1741461121028129
0.75,0.94,0.3,0.85,4,False,15.857142857142858,6.904761904761905,0.1741518811753289
0.75,0.94,0.3,0.9,4,False,16.476190476190474,7.523809523809522,0.17421973811747948
0.75,0.945,0.1,0.7,4,False,15.095238095238095,6.142857142857142,0.17476325887325012
0.75,0.945,0.1,0.75,4,False,15.380952380952381,6.428571428571429,0.1749849648118072
0.75,0.945,0.1,0.8,4,False,16.047619047619047,7.095238095238095,0.17499598347469927
0.75,0.945,0.1,0.85,4,False,16.476190476190474,7.523809523809522,0.17494785369382213
0.75,0.945,0.1,0.9,4,False,17.047619047619047,8.095238095238095,0.17530539467756343
0.75,0.945,0.15,0.7,4,False,14.571428571428571,5.619047619047619,0.17455147663333379
0.75,0.945,0.15,0.75,4,False,14.857142857142858,5.904761904761905,0.17471305774525442
0.75,0.945,0.15,0.8,4,False,15.523809523809524,6.571428571428571,0.17472339519903723
0.75,0.945,0.15,0.85,4,False,15.952380952380953,7.0,0.1746713018862021
0.75,0.945,0.15,0.9,4,False,16.523809523809526,7.571428571428573,0.17496943137625637
0.75,0.945,0.2,0.7,4,False,14.238095238095237,5.285714285714285,0.17450454589647002
0.75,0.945,0.2,0.75,4,False,14.523809523809524,5.571428571428571,0.17464419156109084
0.75,0.945,0.2,0.8,4,False,15.19047619047619,6.238095238095237,0.17464143882279856
0.75,0.945,0.2,0.85,4,False,15.619047619047619,6.666666666666666,0.17456539323580111
0.75,0.945,0.2,0.9,4,False,16.19047619047619,7.238095238095237,0.1748287748200758
0.75,0.945,0.25,0.7,4,False,13.714285714285714,4.761904761904761,0.17440600865922024
0.75,0.945,0.25,0.75,4,False,14.0,5.0476190476190474,0.17455388408616807
0.75,0.945,0.25,0.8,4,False,14.666666666666666,5.7142857142857135,0.17452527128436582
0.75,0.945,0.25,0.85,4,False,15.095238095238095,6.142857142857142,0.1743932200656676
0.75,0.945,0.25,0.9,4,False,15.666666666666666,6.7142857142857135,0.17460948367694085
0.75,0.945,0.3,0.7,4,False,13.19047619047619,4.238095238095237,0.17438179443803672
0.75,0.945,0.3,0.75,4,False,13.476190476190476,4.523809523809524,0.17448260182162292
0.75,0.945,0.3,0.8,4,False,14.142857142857142,5.19047619047619,0.174407542894126
0.75,0.945,0.3,0.85,4,False,14.571428571428571,5.619047619047619,0.174277427917325
0.75,0.945,0.3,0.9,4,False,15.142857142857142,6.19047619047619,0.17448142040282255
0.75,0.95,0.1,0.7,4,False,13.761904761904763,4.80952380952381,0.17527026345073757
0.75,0.95,0.1,0.75,4,False,14.095238095238095,5.142857142857142,0.1752655936655757
0.75,0.95,0.1,0.8,4,False,14.714285714285714,5.761904761904761,0.17522144722632307
0.75,0.95,0.1,0.85,4,False,15.095238095238095,6.142857142857142,0.17512977188443646
0.75,0.95,0.1,0.9,4,False,15.523809523809524,6.571428571428571,0.17519443230741363
0.75,0.95,0.15,0.7,4,False,13.428571428571429,4.476190476190476,0.1751552072888775
0.75,0.95,0.15,0.75,4,False,13.761904761904763,4.80952380952381,0.17511688651307675
0.75,0.95,0.15,0.8,4,False,14.380952380952381,5.428571428571429,0.17506288524356087
0.75,0.95,0.15,0.85,4,False,14.761904761904763,5.80952380952381,0.17497630295582273
0.75,0.95,0.15,0.9,4,False,15.19047619047619,6.238095238095237,0.17501315722407387
0.75,0.95,0.2,0.7,4,False,12.904761904761905,3.9523809523809526,0.1750555722394321
0.75,0.95,0.2,0.75,4,False,13.238095238095237,4.285714285714285,0.1749802814247095
0.75,0.95,0.2,0.8,4,False,13.857142857142858,4.904761904761905,0.17491012034990688
0.75,0.95,0.2,0.85,4,False,14.238095238095237,5.285714285714285,0.17479440458309078
0.75,0.95,0.2,0.9,4,False,14.666666666666666,5.7142857142857135,0.17482477560928222
0.75,0.95,0.25,0.7,4,False,12.714285714285714,3.761904761904761,0.17509847043923252
0.75,0.95,0.25,0.75,4,False,13.047619047619047,4.095238095238095,0.17502634658354474
0.75,0.95,0.25,0.8,4,False,13.666666666666666,4.7142857142857135,0.1749398671619363
0.75,0.95,0.25,0.85,4,False,14.047619047619047,5.095238095238095,0.17480481651937393
0.75,0.95,0.25,0.9,4,False,14.476190476190476,5.523809523809524,0.17480026674796242
0.75,0.95,0.3,0.7,4,False,12.142857142857142,3.19047619047619,0.17493921640430252
0.75,0.95,0.3,0.75,4,False,12.476190476190476,3.5238095238095237,0.17487220827788874
0.75,0.95,0.3,0.8,4,False,13.095238095238095,4.142857142857142,0.17475076952940177
0.75,0.95,0.3,0.85,4,False,13.476190476190476,4.523809523809524,0.17459755076606595
0.75,0.95,0.3,0.9,4,False,13.904761904761905,4.9523809523809526,0.17457682164820168
0.75,0.955,0.1,0.7,4,False,12.047619047619047,3.095238095238095,0.17600759836974192
0.75,0.955,0.1,0.75,4,False,12.523809523809524,3.571428571428571,0.17611555086034497
0.75,0.955,0.1,0.8,4,False,12.952380952380953,4.0,0.17606372602830506
0.75,0.955,0.1,0.85,4,False,13.380952380952381,4.428571428571429,0.1759924091844096
0.75,0.955,0.1,0.9,4,False,13.714285714285714,4.761904761904761,0.17597786089155124
0.75,0.955,0.15,0.7,4,False,11.952380952380953,3.0,0.17597069903710247
0.75,0.955,0.15,0.75,4,False,12.428571428571429,3.4761904761904763,0.17604330030184015
0.75,0.955,0.15,0.8,4,False,12.857142857142858,3.904761904761905,0.17598223062044796
0.75,0.955,0.15,0.85,4,False,13.285714285714286,4.333333333333334,0.17588212372677942
0.75,0.955,0.15,0.9,4,False,13.619047619047619,4.666666666666666,0.17588651037542433
0.75,0.955,0.2,0.7,4,False,11.666666666666666,2.7142857142857135,0.17578184617397713
0.75,0.955,0.2,0.75,4,False,12.142857142857142,3.19047619047619,0.175854501567008
0.75,0.955,0.2,0.8,4,False,12.571428571428571,3.6190476190476186,0.17577569659999695
0.75,0.955,0.2,0.85,4,False,13.0,4.0476190476190474,0.17564611421945275
0.75,0.955,0.2,0.9,4,False,13.333333333333334,4.380952380952381,0.17563410958047998
0.75,0.955,0.25,0.7,4,False,11.142857142857142,2.19047619047619,0.1757230786350018
0.75,0.955,0.25,0.75,4,False,11.619047619047619,2.666666666666666,0.17577927695950565
0.75,0.955,0.25,0.8,4,False,12.047619047619047,3.095238095238095,0.1756775415184042
0.75,0.955,0.25,0.85,4,False,12.476190476190476,3.5238095238095237,0.1755407014358817
0.75,0.955,0.25,0.9,4,False,12.80952380952381,3.8571428571428577,0.17548944513885975
0.75,0.955,0.3,0.7,4,False,10.80952380952381,1.8571428571428577,0.17581898438374824
0.75,0.955,0.3,0.75,4,False,11.285714285714286,2.333333333333334,0.17585667214760226
0.75,0.955,0.3,0.8,4,False,11.714285714285714,2.761904761904761,0.175740585190991
0.75,0.955,0.3,0.85,4,False,12.142857142857142,3.19047619047619,0.17558142564507886
0.75,0.955,0.3,0.9,4,False,12.476190476190476,3.5238095238095237,0.1755216215884261
0.75,0.96,0.1,0.7,4,True,11.142857142857142,2.19047619047619,0.17699193206013933
0.75,0.96,0.1,0.75,4,True,11.238095238095237,2.2857142857142847,0.17703311256951682
0.75,0.96,0.1,0.8,4,True,11.476190476190476,2.5238095238095237,0.17702677052541316
0.75,0.96,0.1,0.85,4,True,11.904761904761905,2.9523809523809526,0.1769044958359477
0.75,0.96,0.1,0.9,4,True,12.285714285714286,3.333333333333334,0.1769731209807324
0.75,0.96,0.15,0.7,4,True,10.952380952380953,2.0,0.1768792742581763
0.75,0.96,0.15,0.75,4,True,11.047619047619047,2.095238095238095,0.17690852647196575
0.75,0.96,0.15,0.8,4,True,11.285714285714286,2.333333333333334,0.17689480501945362
0.75,0.96,0.15,0.85,4,True,11.714285714285714,2.761904761904761,0.17675593029006426
0.75,0.96,0.15,0.9,4,True,12.095238095238095,3.1428571428571423,0.17680924683705915
0.75,0.96,0.2,0.7,4,True,10.714285714285714,1.761904761904761,0.17682888551996423
0.75,0.96,0.2,0.75,4,True,10.80952380952381,1.8571428571428577,0.1768581098553686
0.75,0.96,0.2,0.8,4,True,11.047619047619047,2.095238095238095,0.17683104657703694
0.75,0.96,0.2,0.85,4,True,11.476190476190476,2.5238095238095237,0.17667286356685716
0.75,0.96,0.2,0.9,4,True,11.857142857142858,2.904761904761905,0.17671225716791075
0.75,0.96,0.25,0.7,4,True,10.380952380952381,1.4285714285714288,0.17670447870926714
0.75,0.96,0.25,0.75,4,True,10.476190476190476,1.5238095238095237,0.1767082833413105
0.75,0.96,0.25,0.8,4,True,10.714285714285714,1.761904761904761,0.17665864568523257
0.75,0.96,0.25,0.85,4,True,11.142857142857142,2.19047619047619,0.1764898423563645
0.75,0.96,0.25,0.9,4,True,11.523809523809524,2.571428571428571,0.17648808400095384
0.75,0.96,0.3,0.7,4,True,10.142857142857142,1.1904761904761898,0.17670382126005194
0.75,0.96,0.3,0.75,4,True,10.238095238095237,1.2857142857142847,0.17669637234954844
0.75,0.96,0.3,0.8,4,True,10.476190476190476,1.5238095238095237,0.1766334488166849
0.75,0.96,0.3,0.85,4,True,10.904761904761905,1.9523809523809526,0.17644671516828586
0.75,0.96,0.3,0.9,4,True,11.285714285714286,2.333333333333334,0.17644297062216918
0.75,0.965,0.1,0.7,4,True,9.857142857142858,0.9047619047619051,0.17767933102963657
0.75,0.965,0.1,0.75,4,True,10.095238095238095,1.1428571428571423,0.17759631277032834
0.75,0.965,0.1,0.8,4,True,10.333333333333334,1.3809523809523814,0.17749049680170542
0.75,0.965,0.1,0.85,4,True,10.571428571428571,1.6190476190476186,0.1773958060364148
0.75,0.965,0.1,0.9,4,True,10.952380952380953,2.0,0.17747941670115966
0.75,0.965,0.15,0.7,4,True,9.666666666666666,0.7142857142857135,0.1774566614476706
0.75,0.965,0.15,0.75,4,True,9.904761904761905,0.9523809523809526,0.17735352909700702
0.75,0.965,0.15,0.8,4,True,10.142857142857142,1.1904761904761898,0.17723566111124678
0.75,0.965,0.15,0.85,4,True,10.380952380952381,1.4285714285714288,0.17713421781949776
0.75,0.965,0.15,0.9,4,True,10.761904761904763,1.8095238095238102,0.1771990239406439
0.75,0.965,0.2,0.7,4,True,9.476190476190476,0.5238095238095237,0.17733355341626492
0.75,0.965,0.2,0.75,4,True,9.714285714285714,0.761904761904761,0.17722972754019517
0.75,0.965,0.2,0.8,4,True,9.952380952380953,1.0,0.17710908818591986
0.75,0.965,0.2,0.85,4,True,10.19047619047619,1.2380952380952372,0.1770110084679814
0.75,0.965,0.2,0.9,4,True,10.571428571428571,1.6190476190476186,0.1770691385896103
0.75,0.965,0.25,0.7,4,True,9.142857142857142,0.1904761904761898,0.1772023156662936
0.75,0.965,0.25,0.75,4,True,9.380952380952381,0.4285714285714288,0.17707707356953745
0.75,0.965,0.25,0.8,4,True,9.619047619047619,0.6666666666666661,0.1769384301786141
0.75,0.965,0.25,0.85,4,True,9.857142857142858,0.9047619047619051,0.17683158217163678
0.75,0.965,0.25,0.9,4,True,10.238095238095237,1.2857142857142847,0.17686163686213546
0.75,0.965,0.3,0.7,4,True,8.761904761904763,-0.1904761904761898,0.17716881394793463
0.75,0.965,0.3,0.75,4,True,9.0,0.04761904761904745,0.17703832721781956
0.75,0.965,0.3,0.8,4,True,9.238095238095237,0.2857142857142847,0.17689346435353476
0.75,0.965,0.3,0.85,4,True,9.476190476190476,0.5238095238095237,0.17676786802683866
0.75,0.965,0.3,0.9,4,True,9.857142857142858,0.9047619047619051,0.17679523490374663
0.75,0.97,0.1,0.7,3,True,8.714285714285714,-0.23809523809523903,0.17979738167541115
0.75,0.97,0.1,0.75,4,True,8.857142857142858,-0.0952380952380949,0.17970100160487895
0.75,0.97,0.1,0.8,4,True,9.19047619047619,0.23809523809523725,0.17950665016183395
0.75,0.97,0.1,0.85,4,True,9.285714285714286,0.3333333333333339,0.17947535366094222
0.75,0.97,0.1,0.9,4,True,9.761904761904763,0.8095238095238102,0.17953412398091986
0.75,0.97,0.15,0.7,3,True,8.380952380952381,-0.5714285714285712,0.17973629281996098
0.75,0.97,0.15,0.75,4,True,8.523809523809524,-0.4285714285714288,0.1796252728540129
0.75,0.97,0.15,0.8,4,True,8.857142857142858,-0.0952380952380949,0.17941358683910086
0.75,0.97,0.15,0.85,4,True,8.952380952380953,0.0,0.17936979819328625
0.75,0.97,0.15,0.9,4,True,9.428571428571429,0.4761904761904763,0.17939869915198295
0.75,0.97,0.2,0.7,3,True,8.333333333333334,-0.6190476190476186,0.17959060743649646
0.75,0.97,0.2,0.75,4,True,8.476190476190476,-0.4761904761904763,0.17946709760275958
0.75,0.97,0.2,0.8,4,True,8.80952380952381,-0.14285714285714235,0.17923590608013168
0.75,0.97,0.2,0.85,4,True,8.904761904761905,-0.04761904761904745,0.17917957788362343
0.75,0.97,0.2,0.9,4,True,9.380952380952381,0.4285714285714288,0.17921058974466114
0.75,0.97,0.25,0.7,3,True,7.904761904761905,-1.0476190476190474,0.17955106150180913
0.75,0.97,0.25,0.75,4,True,8.047619047619047,-0.9047619047619051,0.17941442213290745
0.75,0.97,0.25,0.8,4,True,8.380952380952381,-0.5714285714285712,0.17917477106098414
0.75,0.97,0.25,0.85,4,True,8.476190476190476,-0.4761904761904763,0.17910805748165246
0.75,0.97,0.25,0.9,4,True,8.952380952380953,0.0,0.17913137387504036
0.75,0.97,0.3,0.7,3,True,7.714285714285714,-1.2380952380952381,0.1795280144311581
0.75,0.97,0.3,0.75,4,True,7.857142857142857,-1.0952380952380958,0.17938086692126085
0.75,0.97,0.3,0.8,4,True,8.19047619047619,-0.7619047619047628,0.17913231060299992
0.75,0.97,0.3,0.85,4,True,8.285714285714286,-0.6666666666666661,0.17905863334377667
0.75,0.97,0.3,0.9,4,True,8.761904761904763,-0.1904761904761898,0.17907293498142812
1.0,0.94,0.1,0.7,4,False,16.61904761904762,7.666666666666668,0.17422988040018583
1.0,0.94,0.1,0.75,4,False,17.19047619047619,8.238095238095237,0.1745659341296945
1.0,0.94,0.1,0.8,4,False,17.761904761904763,8.80952380952381,0.17467562232951003
1.0,0.94,0.1,0.85,4,False,18.095238095238095,9.142857142857142,0.17479621626132835
1.0,0.94,0.1,0.9,4,False,18.80952380952381,9.857142857142858,0.17499301556646937
1.0,0.94,0.15,0.7,4,False,16.095238095238095,7.142857142857142,0.17399308244569028
1.0,0.94,0.15,0.75,4,False,16.666666666666668,7.714285714285715,0.17431825652954427
1.0,0.94,0.15,0.8,4,False,17.238095238095237,8.285714285714285,0.1744138436004334
1.0,0.94,0.15,0.85,4,False,17.571428571428573,8.61904761904762,0.17449995439393037
1.0,0.94,0.15,0.9,4,False,18.285714285714285,9.333333333333332,0.17464308881584562
1.0,0.94,0.2,0.7,4,False,15.428571428571429,6.476190476190476,0.1738607093009468
1.0,0.94,0.2,0.75,4,False,16.0,7.0476190476190474,0.1741704780116348
1.0,0.94,0.2,0.8,4,False,16.571428571428573,7.61904761904762,0.17424379137929685
1.0,0.94,0.2,0.85,4,False,16.904761904761905,7.9523809523809526,0.17428638790767134
1.0,0.94,0.2,0.9,4,False,17.61904761904762,8.666666666666668,0.17439000894610096
1.0,0.94,0.25,0.7,4,False,15.095238095238095,6.142857142857142,0.17375177981148715
1.0,0.94,0.25,0.75,4,False,15.666666666666666,6.7142857142857135,0.1740391125529751
1.0,0.94,0.25,0.8,4,False,16.238095238095237,7.285714285714285,0.17408812362290427
1.0,0.94,0.25,0.85,4,False,16.571428571428573,7.61904761904762,0.17410393331324195
1.0,0.94,0.25,0.9,4,False,17.285714285714285,8.333333333333332,0.1741896552635161
1.0,0.94,0.3,0.7,4,False,14.523809523809524,5.571428571428571,0.17374180216315893
1.0,0.94,0.3,0.75,4,False,15.095238095238095,6.142857142857142,0.1740112318587883
1.0,0.94,0.3,0.8,4,False,15.666666666666666,6.7142857142857135,0.17404098256937098
1.0,0.94,0.3,0.85,4,False,16.0,7.0476190476190474,0.17403197608974474
1.0,0.94,0.3,0.9,4,False,16.714285714285715,7.761904761904763,0.17409155154092948
1.0,0.945,0.1,0.7,4,False,15.285714285714286,6.333333333333334,0.17459159004556807
1.0,0.945,0.1,0.75,4,False,15.619047619047619,6.666666666666666,0.17481124455188451
1.0,0.945,0.1,0.8,4,False,16.333333333333332,7.38095238095238,0.17482131345242138
1.0,0.945,0.1,0.85,4,False,16.714285714285715,7.761904761904763,0.17476923763475843
1.0,0.945,0.1,0.9,4,False,17.142857142857142,8.19047619047619,0.17507581878583353
1.0,0.945,0.15,0.7,4,False,14.857142857142858,5.904761904761905,0.17443417096158628
1.0,0.945,0.15,0.75,4,False,15.19047619047619,6.238095238095237,0.17459870739825084
1.0,0.945,0.15,0.8,4,False,15.904761904761905,6.9523809523809526,0.17460108069401356
1.0,0.945,0.15,0.85,4,False,16.285714285714285,7.333333333333332,0.1745297359017578
1.0,0.945,0.15,0.9,4,False,16.714285714285715,7.761904761904763,0.1747914849545511
1.0,0.945,0.2,0.7,4,False,14.333333333333334,5.380952380952381,0.1743671420575285
1.0,0.945,0.2,0.75,4,False,14.666666666666666,5.7142857142857135,0.17452138184126706
1.0,0.945,0.2,0.8,4,False,15.380952380952381,6.428571428571429,0.1745076519749612
1.0,0.945,0.2,0.85,4,False,15.761904761904763,6.80952380952381,0.17442280253418255
1.0,0.945,0.2,0.9,4,False,16.19047619047619,7.238095238095237,0.17464815510769224
1.0,0.945,0.25,0.7,4,False,13.80952380952381,4.857142857142858,0.17426613278667755
1.0,0.945,0.25,0.75,4,False,14.142857142857142,5.19047619047619,0.17440304845277324
1.0,0.945,0.25,0.8,4,False,14.857142857142858,5.904761904761905,0.17435082028575413
1.0,0.945,0.25,0.85,4,False,15.238095238095237,6.285714285714285,0.17423273601422087
1.0,0.945,0.25,0.9,4,False,15.666666666666666,6.7142857142857135,0.17440242150446514
1.0,0.945,0.3,0.7,4,False,13.380952380952381,4.428571428571429,0.17422555067833376
1.0,0.945,0.3,0.75,4,False,13.714285714285714,4.761904761904761,0.17433943981750402
1.0,0.945,0.3,0.8,4,False,14.428571428571429,5.476190476190476,0.17425136690046153
1.0,0.945,0.3,0.85,4,False,14.80952380952381,5.857142857142858,0.17413327321467922
1.0,0.945,0.3,0.9,4,False,15.238095238095237,6.285714285714285,0.17429209982223037
1.0,0.95,0.1,0.7,4,False,13.904761904761905,4.9523809523809526,0.17502302994297303
1.0,0.95,0.1,0.75,4,False,14.428571428571429,5.476190476190476,0.17502219759712925
1.0,0.95,0.1,0.8,4,False,14.904761904761905,5.9523809523809526,0.17497641612470924
1.0,0.95,0.1,0.85,4,False,15.285714285714286,6.333333333333334,0.17490812409690237
1.0,0.95,0.1,0.9,4,False,15.714285714285714,6.761904761904761,0.17496379903920625
1.0,0.95,0.15,0.7,4,False,13.619047619047619,4.666666666666666,0.17491751374449485
1.0,0.95,0.15,0.75,4,False,14.142857142857142,5.19047619047619,0.1748878414185522
1.0,0.95,0.15,0.8,4,False,14.619047619047619,5.666666666666666,0.17482214982323166
1.0,0.95,0.15,0.85,4,False,15.0,6.0476190476190474,0.1747608470858095
1.0,0.95,0.15,0.9,4,False,15.428571428571429,6.476190476190476,0.17479919109706568
1.0,0.95,0.2,0.7,4,False,13.0,4.0476190476190474,0.17481499259306912
1.0,0.95,0.2,0.75,4,False,13.523809523809524,4.571428571428571,0.17475451611786832
1.0,0.95,0.2,0.8,4,False,14.0,5.0476190476190474,0.1746740197688535
1.0,0.95,0.2,0.85,4,False,14.380952380952381,5.428571428571429,0.17459797037582064
1.0,0.95,0.2,0.9,4,False,14.80952380952381,5.857142857142858,0.17461191845657606
1.0,0.95,0.25,0.7,4,False,12.761904761904763,3.80952380952381,0.17487101820882064
1.0,0.95,0.25,0.75,4,False,13.285714285714286,4.333333333333334,0.17479696520975133
1.0,0.95,0.25,0.8,4,False,13.761904761904763,4.80952380952381,0.17471065896147378
1.0,0.95,0.25,0.85,4,False,14.142857142857142,5.19047619047619,0.17461147799751447
1.0,0.95,0.25,0.9,4,False,14.571428571428571,5.619047619047619,0.17460434019537696
1.0,0.95,0.3,0.7,4,False,12.238095238095237,3.2857142857142847,0.17470604551964528
1.0,0.95,0.3,0.75,4,False,12.761904761904763,3.80952380952381,0.17463893823739826
1.0,0.95,0.3,0.8,4,False,13.238095238095237,4.285714285714285,0.17451161528588496
1.0,0.95,0.3,0.85,4,False,13.619047619047619,4.666666666666666,0.17439507652051356
1.0,0.95,0.3,0.9,4,False,14.047619047619047,5.095238095238095,0.1743725626971049
1.0,0.955,0.1,0.7,4,False,12.19047619047619,3.2380952380952372,0.1756437371698048
1.0,0.955,0.1,0.75,4,False,12.761904761904763,3.80952380952381,0.17574318393487223
1.0,0.955,0.1,0.8,4,False,13.142857142857142,4.19047619047619,0.17568730791902318
1.0,0.955,0.1,0.85,4,False,13.619047619047619,4.666666666666666,0.17561024735761854
1.0,0.955,0.1,0.9,4,False,13.904761904761905,4.9523809523809526,0.17561391917982505
1.0,0.955,0.15,0.7,4,False,12.095238095238095,3.1428571428571423,0.17559183928860286
