pace_pad,q_bot_em,q_x_left_bot,q_x_right_bot,champ_capture_excl_uconn,uconn_excluded,avg_inside_per_season,inside_growth,depth_corr
0.25,0.945,0.2,0.9,3,False,15.761904761904763,6.80952380952381,0.1751568366160838
0.25,0.945,0.25,0.7,2,False,13.142857142857142,4.19047619047619,0.174746682837835
0.25,0.945,0.25,0.75,2,False,13.428571428571429,4.476190476190476,0.17487336849824317
0.25,0.945,0.25,0.8,3,False,13.952380952380953,5.0,0.17483888351130095
0.25,0.945,0.25,0.85,3,False,14.714285714285714,5.761904761904761,0.17466313261204688
0.25,0.945,0.25,0.9,3,False,15.19047619047619,6.238095238095237,0.17493518696377572
0.25,0.945,0.3,0.7,2,False,12.857142857142858,3.904761904761905,0.17474583648463513
0.25,0.945,0.3,0.75,2,False,13.142857142857142,4.19047619047619,0.1748354441773048
0.25,0.945,0.3,0.8,3,False,13.666666666666666,4.7142857142857135,0.17476606703169856
0.25,0.945,0.3,0.85,3,False,14.428571428571429,5.476190476190476,0.17457969594311298
0.25,0.945,0.3,0.9,3,False,14.904761904761905,5.9523809523809526,0.17482403899151022
0.25,0.95,0.1,0.7,1,False,13.476190476190476,4.523809523809524,0.17578019953032228
0.25,0.95,0.1,0.75,1,False,13.714285714285714,4.761904761904761,0.17572668792386034
0.25,0.95,0.1,0.8,1,False,14.142857142857142,5.19047619047619,0.17565630778368407
0.25,0.95,0.1,0.85,2,False,14.761904761904763,5.80952380952381,0.17553320865532676
0.25,0.95,0.1,0.9,3,False,15.238095238095237,6.285714285714285,0.17556368409705578
0.25,0.95,0.15,0.7,1,False,13.238095238095237,4.285714285714285,0.17566725453030826
0.25,0.95,0.15,0.75,1,False,13.476190476190476,4.523809523809524,0.1755804547499879
0.25,0.95,0.15,0.8,1,False,13.904761904761905,4.9523809523809526,0.17550206246412067
0.25,0.95,0.15,0.85,2,False,14.523809523809524,5.571428571428571,0.17538287479358816
0.25,0.95,0.15,0.9,3,False,15.0,6.0476190476190474,0.1753628995110899
0.25,0.95,0.2,0.7,1,False,12.571428571428571,3.6190476190476186,0.17561150690033756
0.25,0.95,0.2,0.75,1,False,12.80952380952381,3.8571428571428577,0.17550085108480665
0.25,0.95,0.2,0.8,1,False,13.238095238095237,4.285714285714285,0.1753852119557036
0.25,0.95,0.2,0.85,2,False,13.857142857142858,4.904761904761905,0.17524279581814006
0.25,0.95,0.2,0.9,3,False,14.333333333333334,5.380952380952381,0.17520691619230508
0.25,0.95,0.25,0.7,1,False,12.380952380952381,3.428571428571429,0.17563484802098417
0.25,0.95,0.25,0.75,1,False,12.619047619047619,3.666666666666666,0.1755294814345249
0.25,0.95,0.25,0.8,1,False,13.047619047619047,4.095238095238095,0.17539718238535168
0.25,0.95,0.25,0.85,2,False,13.666666666666666,4.7142857142857135,0.17523287889588113
