player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Kyrie Irving,2011,1,1,19.3,Point Guard,Duke,/players/i/irvinky01.html,https://www.sports-reference.com/cbb/players/kyrie-irving-1.html,G,3.075,0.14475,3.375,4,14.8,3.0,2.3,1.8,29.8,0.697,0.901,0.375,26.4,0.6,Duke,2011.0,24.51
Derrick Williams,2011,2,1,20.1,Power Forward,Arizona,/players/w/willide02.html,https://www.sports-reference.com/cbb/players/derrick-williams-2.html,BIG,0.25,0.08325,-1.325,4,12.1,1.9,11.8,2.3,8.7,0.69,0.719,0.195,28.9,1.9,Arizona,2011.0,16.54
Tristan Thompson,2011,4,1,20.3,Center,Texas,/players/t/thomptr01.html,https://www.sports-reference.com/cbb/players/tristan-thompson-2.html,BIG,0.4,0.13425,-1.225,4,8.9,1.8,14.0,7.2,8.1,0.536,0.487,0.0,22.4,2.7,Texas,2011.0,20.82
Brandon Knight,2011,8,1,19.6,Point Guard,Kentucky,/players/k/knighbr03.html,https://www.sports-reference.com/cbb/players/brandon-knight-1.html,G,0.725,0.056499999999999995,-0.575,4,5.5,1.1,2.2,0.6,23.4,0.553,0.795,0.45,27.0,1.8,Kentucky,2011.0,20.3
Kemba Walker,2011,9,1,21.1,Point Guard,UConn,/players/w/walkeke02.html,https://www.sports-reference.com/cbb/players/kemba-walker-1.html,G,2.8499999999999996,0.1095,2.35,4,13.1,3.1,3.9,0.5,28.0,0.543,0.783,0.307,32.4,2.4,UConn,2011.0,17.95
Jimmer Fredette,2011,10,1,22.3,Shooting Guard,BYU,/players/f/fredeji01.html,https://www.sports-reference.com/cbb/players/jimmer-fredette-1.html,G,0.024999999999999994,0.03775,-2.0,4,10.8,2.1,2.0,0.1,28.8,0.594,0.882,0.409,37.8,1.9,BYU,2011.0,
Klay Thompson,2011,11,1,21.4,Shooting Guard,Washington State,/players/t/thompkl01.html,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,G,2.45,0.1245,1.675,4,9.8,2.8,2.6,3.1,25.0,0.574,0.827,0.446,32.8,2.2,Washington St.,2011.0,20.12
Alec Burks,2011,12,1,19.9,Shooting Guard,Colorado,/players/b/burksal01.html,https://www.sports-reference.com/cbb/players/alec-burks-1.html,G,0.22499999999999998,0.07325,-1.375,4,8.1,2.0,9.2,1.0,19.6,0.574,0.804,0.179,32.3,1.0,Colorado,2011.0,11.45
Markieff Morris,2011,13,1,21.8,Power Forward,Kansas,/players/m/morrima02.html,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,BIG,0.625,0.07175,-0.8999999999999999,4,10.3,1.9,13.9,4.9,11.0,0.642,0.653,0.178,25.5,2.4,Kansas,2011.0,24.1
Marcus Morris,2011,14,1,21.8,Power Forward,Kansas,/players/m/morrima03.html,https://www.sports-reference.com/cbb/players/marcus-morris-1.html,BIG,0.875,0.08825,-0.4,4,10.9,1.7,11.5,2.4,11.4,0.625,0.66,0.181,26.9,2.3,Kansas,2011.0,24.1
Kawhi Leonard,2011,15,1,20.0,Small Forward,San Diego State,/players/l/leonaka01.html,https://www.sports-reference.com/cbb/players/kawhi-leonard-1.html,F,4.15,0.21000000000000002,5.8,4,9.2,2.7,11.4,1.9,16.0,0.512,0.744,0.181,27.6,3.2,San Diego St.,2011.0,-8.6
Nikola Vučević,2011,16,1,20.7,Center,USC,/players/v/vucevni01.html,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,BIG,1.425,0.11925,0.6,4,9.4,0.9,9.8,4.4,11.0,0.578,0.746,0.195,25.5,2.4,USC,2011.0,11.52
Iman Shumpert,2011,17,1,21.0,"Shooting Guard, Small Forward,",Georgia Tech,/players/s/shumpim01.html,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,G,0.25,0.063,-1.125,4,9.6,5.0,5.7,0.7,25.7,0.517,0.738,0.346,29.1,2.1,Ga Tech,2011.0,6.42
Chris Singleton,2011,18,1,21.6,Small Forward,Florida State,/players/s/singlch01.html,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,F,-0.4,0.0305,-4.449999999999999,2,9.0,3.9,8.2,5.9,8.9,0.531,0.592,0.332,24.5,2.4,Florida St.,2011.0,16.27
Tobias Harris,2011,19,1,18.9,Power Forward,Tennessee,/players/h/harrito02.html,https://www.sports-reference.com/cbb/players/tobias-harris-1.html,BIG,1.2,0.105,0.2,4,7.3,1.4,7.5,3.4,10.4,0.54,0.753,0.189,27.2,1.5,Tennessee,2011.0,11.08
Nolan Smith,2011,21,1,22.9,Point Guard,Duke,/players/s/smithno01.html,https://www.sports-reference.com/cbb/players/nolan-smith-1.html,G,-0.4,-0.082,-6.9,1,9.9,2.0,4.1,0.2,30.3,0.564,0.8,0.287,30.7,2.3,Duke,2011.0,24.51
Kenneth Faried,2011,22,1,21.6,Power Forward,Morehead State University,/players/f/farieke01.html,https://www.sports-reference.com/cbb/players/kenneth-faried-1.html,BIG,1.325,0.14925,0.5750000000000001,4,8.5,3.4,20.0,8.8,7.4,0.619,0.583,0.0,24.5,3.6,Morehead St.,2011.0,2.81
Reggie Jackson,2011,24,1,21.2,Point Guard,Boston College,/players/j/jacksre01.html,https://www.sports-reference.com/cbb/players/reggie-jackson-1.html,G,1.575,0.11624999999999999,1.0,4,9.8,1.9,3.9,1.7,29.7,0.618,0.753,0.389,27.2,0.6,Boston College,2011.0,9.78
MarShon Brooks,2011,25,1,22.4,Shooting Guard,Providence,/players/b/brookma01.html,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,G,0.1,0.064,-1.4,2,10.3,2.3,6.3,3.0,16.0,0.584,0.739,0.345,30.6,1.2,Providence,2011.0,6.91
Jordan Hamilton,2011,26,1,20.7,Small Forward,Texas,/players/h/hamiljo02.html,https://www.sports-reference.com/cbb/players/jordan-hamilton-2.html,F,0.22499999999999998,0.0655,-1.025,4,11.4,1.6,7.0,1.8,14.6,0.55,0.71,0.424,29.1,2.7,Texas,2011.0,20.82
JaJuan Johnson,2011,27,1,22.4,Power Forward,Purdue,/players/j/johnsja02.html,https://www.sports-reference.com/cbb/players/jajuan-johnson-1.html,BIG,0.0,0.0,0.0,0,10.5,1.5,7.9,6.7,6.4,0.564,0.743,0.098,29.1,2.9,Purdue,2011.0,19.36
Norris Cole,2011,28,1,22.7,Point Guard,Cleveland State University,/players/c/coleno01.html,https://www.sports-reference.com/cbb/players/norris-cole-1.html,G,-0.675,0.02,-3.65,4,10.2,3.7,2.5,0.3,37.0,0.558,0.826,0.26,32.1,2.7,Cleveland St.,2011.0,7.59
Cory Joseph,2011,29,1,19.8,Point Guard,Texas,/players/j/josepco01.html,https://www.sports-reference.com/cbb/players/cory-joseph-1.html,G,0.625,0.123,0.175,4,6.5,1.9,2.2,0.9,17.3,0.526,0.699,0.391,17.3,2.2,Texas,2011.0,20.82
Jimmy Butler,2011,30,1,21.8,"Small Forward, Shooting Guard,",Marquette,/players/b/butleji01.html,https://www.sports-reference.com/cbb/players/jimmy-butler-1.html,G,3.05,0.16999999999999998,3.025,4,9.4,2.4,8.2,1.1,13.2,0.587,0.773,0.152,21.3,1.5,Marquette,2011.0,14.89
Justin Harper,2011,32,2,21.8,Power Forward,Richmond,/players/h/harpeju01.html,https://www.sports-reference.com/cbb/players/justin-harper-1.html,BIG,0.0,0.039,-4.2,1,9.7,1.2,6.5,4.0,8.9,0.642,0.711,0.375,26.8,2.3,Richmond,2011.0,11.23
