player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Zion Williamson,2019,1,1,19.0,Power Forward,Duke,/players/w/willizi01.html,https://www.sports-reference.com/cbb/players/zion-williamson-1.html,BIG,3.0666666666666664,0.18299999999999997,5.133333333333333,3,20.1,3.9,12.7,5.8,14.9,0.702,0.64,0.163,28.6,2.8,Duke,2019.0,26.9
Ja Morant,2019,2,1,19.9,Point Guard,Murray State,/players/m/moranja01.html,https://www.sports-reference.com/cbb/players/temetrius-morant-1.html,G,2.225,0.12925,3.625,4,10.0,2.7,3.9,2.3,51.8,0.612,0.81,0.296,33.3,2.4,Murray St.,2019.0,-14.57
RJ Barrett,2019,3,1,19.0,Shooting Guard,Duke,/players/b/barrerj01.html,https://www.sports-reference.com/cbb/players/rj-barrett-1.html,G,0.15000000000000002,0.0605,-1.675,4,8.6,1.4,4.8,1.2,23.5,0.532,0.665,0.338,32.2,2.7,Duke,2019.0,26.9
De'Andre Hunter,2019,4,1,21.6,Small Forward,Virginia,/players/h/huntede01.html,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,F,-0.3,0.069,-2.1,4,10.8,1.2,5.6,2.4,13.0,0.618,0.773,0.266,24.1,2.6,Virginia,2019.0,25.46
Darius Garland,2019,5,1,19.4,Point Guard,Vanderbilt,/players/g/garlada01.html,https://www.sports-reference.com/cbb/players/darius-garland-1.html,G,1.475,0.09325,0.475,4,4.9,1.7,1.6,1.5,25.7,0.657,0.75,0.426,27.9,0.1,Vanderbilt,2019.0,3.57
Jarrett Culver,2019,6,1,20.3,Shooting Guard,Texas Tech,/players/c/culveja01.html,https://www.sports-reference.com/cbb/players/jarrett-culver-1.html,G,-0.3,0.006666666666666667,-5.066666666666666,3,11.6,2.7,5.6,2.2,26.1,0.542,0.687,0.292,32.2,3.5,Texas Tech,2019.0,22.79
Coby White,2019,7,1,19.4,Shooting Guard,UNC,/players/w/whiteco01.html,https://www.sports-reference.com/cbb/players/coby-white-1.html,G,0.3,0.071,-1.5,4,8.0,2.0,1.3,1.3,24.4,0.556,0.8,0.523,26.8,1.7,UNC,2019.0,23.94
Jaxson Hayes,2019,8,1,19.1,Center,Texas,/players/h/hayesja02.html,https://www.sports-reference.com/cbb/players/jaxson-hayes-1.html,BIG,0.375,0.15075,-0.575,4,10.1,1.5,8.7,10.6,2.6,0.739,0.74,0.0,17.2,1.5,Texas,2019.0,16.06
Rui Hachimura,2019,9,1,21.4,Power Forward,Gonzaga,/players/h/hachiru01.html,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,BIG,0.0,0.07425,-1.9000000000000001,4,9.4,1.7,5.9,2.4,9.1,0.639,0.746,0.077,28.1,2.7,Gonzaga,2019.0,27.79
Cam Reddish,2019,10,1,19.8,Small Forward,Duke,/players/r/reddica01.html,https://www.sports-reference.com/cbb/players/cam-reddish-1.html,F,-0.175,0.037,-2.775,4,4.5,2.9,2.0,1.9,10.7,0.499,0.772,0.618,25.3,2.2,Duke,2019.0,26.9
