player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Michael Carter-Williams,2013,11,1,21.7,Point Guard,Syracuse,/players/c/cartemi01.html,https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,G,0.2,0.02875,-1.625,4,9.4,4.7,4.0,1.8,40.1,0.491,0.679,0.302,22.2,3.5,Syracuse,2013.0,20.3
Steven Adams,2013,12,1,19.9,Center,Pitt,/players/a/adamsst01.html,https://www.sports-reference.com/cbb/players/steven-adams-1.html,BIG,1.125,0.14575,-0.04999999999999999,4,8.1,1.9,15.3,11.2,5.4,0.555,0.443,0.0,17.7,1.9,Pitt,2013.0,18.84
Kelly Olynyk,2013,13,1,22.2,Center,Gonzaga,/players/o/olynyke01.html,https://www.sports-reference.com/cbb/players/kelly-olynyk-1.html,BIG,1.25,0.134,1.2249999999999999,4,13.9,1.6,11.8,5.1,15.1,0.675,0.709,0.088,30.7,1.9,Gonzaga,2013.0,20.44
Shabazz Muhammad,2013,14,1,20.6,Small Forward,UCLA,/players/m/muhamsh01.html,https://www.sports-reference.com/cbb/players/shabazz-muhammad-1.html,F,0.04999999999999999,0.0885,-1.675,4,4.7,1.3,9.9,0.4,5.8,0.528,0.711,0.232,29.8,0.8,UCLA,2013.0,12.82
Shane Larkin,2013,18,1,20.7,Point Guard,Miami (FL),/players/l/larkish01.html,https://www.sports-reference.com/cbb/players/shane-larkin-1.html,G,-0.10000000000000002,0.056999999999999995,-2.1666666666666665,3,9.1,3.4,1.6,0.3,26.1,0.6,0.808,0.445,21.3,2.3,Miami (FL),2013.0,16.98
Tony Snell,2013,20,1,21.6,Shooting Guard,New Mexico,/players/s/snellto01.html,https://www.sports-reference.com/cbb/players/tony-snell-1.html,G,-0.07499999999999998,0.05625,-2.35,4,6.2,1.6,1.6,1.9,22.4,0.562,0.821,0.481,22.8,1.5,New Mexico,2013.0,13.24
Gorgui Dieng,2013,21,1,23.4,Center,Louisville,/players/d/dienggo01.html,https://www.sports-reference.com/cbb/players/gorgui-dieng-1.html,BIG,1.075,0.11075,-0.024999999999999988,4,11.5,2.6,12.9,9.4,12.3,0.562,0.64,0.0,17.0,3.2,Louisville,2013.0,24.82
Mason Plumlee,2013,22,1,23.3,Center,Duke,/players/p/plumlma01.html,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,BIG,1.475,0.1315,1.025,4,9.5,1.7,9.7,4.0,11.5,0.628,0.583,0.0,24.5,2.6,Duke,2013.0,21.46
Solomon Hill,2013,23,1,22.3,Small Forward,Arizona,/players/h/hillso01.html,https://www.sports-reference.com/cbb/players/solomon-hill-1.html,F,0.07499999999999998,0.0575,-2.225,4,8.3,2.1,6.6,1.8,16.8,0.579,0.745,0.423,21.4,1.8,Arizona,2013.0,17.31
Tim Hardaway Jr.,2013,24,1,21.3,Shooting Guard,Michigan,/players/h/hardati02.html,https://www.sports-reference.com/cbb/players/tim-hardaway-jr-1.html,G,0.5,0.0755,-0.95,4,5.5,1.2,0.8,1.4,13.0,0.538,0.724,0.424,23.7,1.7,Michigan,2013.0,21.29
Reggie Bullock,2013,25,1,22.3,Small Forward,UNC,/players/b/bullore01.html,https://www.sports-reference.com/cbb/players/reggie-bullock-2.html,F,0.425,0.09275,-0.35000000000000003,4,11.1,2.2,6.7,0.9,16.6,0.625,0.72,0.567,18.5,1.6,UNC,2013.0,14.57
Andre Roberson,2013,26,1,21.6,Shooting Guard,Colorado,/players/r/roberan03.html,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,G,0.625,0.09225,-0.325,4,8.1,3.9,10.6,4.4,9.4,0.524,0.582,0.211,19.9,2.9,Colorado,2013.0,11.91
Archie Goodwin,2013,29,1,18.9,Shooting Guard,Kentucky,/players/g/goodwar01.html,https://www.sports-reference.com/cbb/players/archie-goodwin-1.html,G,-0.16666666666666666,0.056999999999999995,-1.7333333333333334,3,2.1,2.1,5.6,1.4,16.8,0.509,0.637,0.179,27.2,1.5,Kentucky,2013.0,13.96
Allen Crabbe,2013,31,2,21.2,Shooting Guard,California,/players/c/crabbal01.html,https://www.sports-reference.com/cbb/players/allen-crabbe-1.html,G,0.45,0.08625,-0.95,4,8.4,1.9,3.3,1.9,16.2,0.568,0.819,0.393,26.6,1.8,Cal,2013.0,-0.77
Carrick Felix,2013,33,2,22.9,Shooting Guard,Arizona State,/players/f/felixca01.html,https://www.sports-reference.com/cbb/players/carrick-felix-1.html,G,0.0,0.0,0.0,0,6.0,2.4,7.1,3.2,9.6,0.586,0.704,0.368,21.3,2.1,Arizona St.,2013.0,17.31
Isaiah Canaan,2013,34,2,22.1,Point Guard,Murray State,/players/c/canaais01.html,https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,G,-6.938893903907228e-18,0.05525,-1.95,4,5.8,2.5,2.0,0.4,27.6,0.576,0.803,0.509,30.9,1.3,Murray St.,2013.0,-5.83
Glen Rice Jr.,2013,35,2,22.5,Shooting Guard,Georgia Tech,/players/r/ricegl02.html,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,G,-0.1,-0.121,-15.9,1,8.0,2.8,8.0,3.3,19.1,0.539,0.611,0.404,25.9,1.1,Ga Tech,2012.0,6.62
Ray McCallum,2013,36,2,22.0,Point Guard,Detroit Mercy,/players/m/mccalra01.html,https://www.sports-reference.com/cbb/players/ray-mccallum-2.html,G,-0.05,0.0395,-2.55,2,7.3,3.0,4.0,1.8,23.8,0.578,0.723,0.298,24.4,1.3,Detroit Mercy,2013.0,6.72
Tony Mitchell,2013,37,2,21.2,Power Forward,University of North Texas,/players/m/mitchto02.html,https://www.sports-reference.com/cbb/players/tony-mitchell-4.html,BIG,0.0,0.0,0.0,0,2.2,1.8,8.4,8.5,5.7,0.53,0.702,0.314,22.7,1.8,North Texas,2013.0,-6.38
Nate Wolters,2013,38,2,22.1,Point Guard,South Dakota State,/players/w/woltena01.html,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,G,-0.15000000000000002,-0.08650000000000001,-9.3,2,9.6,2.8,3.7,0.4,34.3,0.604,0.803,0.339,29.8,1.6,South Dakota St.,2013.0,-7.5
Jeff Withey,2013,39,2,23.3,Center,Kansas,/players/w/witheje01.html,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,BIG,0.25,0.11775,-0.775,4,11.5,1.4,8.8,13.7,6.2,0.621,0.726,0.003,21.5,3.2,Kansas,2013.0,20.79
Grant Jerrett,2013,40,2,20.0,Power Forward,Arizona,/players/j/jerregr01.html,https://www.sports-reference.com/cbb/players/grant-jerrett-1.html,BIG,-0.1,-0.128,-10.8,1,6.6,1.6,7.6,5.8,5.7,0.535,0.818,0.513,15.6,1.1,Arizona,2013.0,17.31
Jamaal Franklin,2013,41,2,21.9,Shooting Guard,San Diego State,/players/f/frankja01.html,https://www.sports-reference.com/cbb/players/jamaal-franklin-1.html,G,0.0,-0.063,-5.6,1,8.5,2.9,6.2,2.6,21.6,0.536,0.78,0.367,29.9,2.8,San Diego St.,2013.0,-0.6
Pierre Jackson,2013,42,2,21.8,Point Guard,Baylor,/players/j/jackspi01.html,https://www.sports-reference.com/cbb/players/pierre-jackson-1.html,G,-0.1,0.021,-4.4,1,10.5,2.5,2.2,0.0,40.7,0.574,0.808,0.484,29.5,1.6,Baylor,2013.0,15.07
Ricky Ledo,2013,43,2,20.8,Shooting Guard,Providence,/players/l/ledori01.html,,G,-0.4,-0.112,-8.1,1,,,,,,,,,,,,,9.3
Mike Muscala,2013,44,2,22.0,Center,Bucknell,/players/m/muscami01.html,https://www.sports-reference.com/cbb/players/mike-muscala-1.html,BIG,0.525,0.139,0.15000000000000002,4,12.5,1.0,11.8,7.8,18.5,0.575,0.819,0.036,31.6,3.0,Bucknell,2013.0,6.96
Erick Green,2013,46,2,22.1,Point Guard,Virginia Tech,/players/g/greener01.html,https://www.sports-reference.com/cbb/players/erick-green-1.html,G,-0.1,0.0605,-3.0999999999999996,2,11.4,2.1,1.4,0.6,27.0,0.592,0.804,0.285,32.4,0.3,Virginia Tech,2013.0,1.8
Ryan Kelly,2013,48,2,22.2,Power Forward,Duke,/players/k/kellyry01.html,https://www.sports-reference.com/cbb/players/ryan-kelly-3.html,BIG,-0.20000000000000004,0.02033333333333333,-3.3000000000000003,3,11.1,1.4,6.9,5.4,11.0,0.586,0.805,0.392,21.4,1.1,Duke,2013.0,21.46
Erik Murphy,2013,49,2,22.7,Center,Florida,/players/m/murpher01.html,https://www.sports-reference.com/cbb/players/erik-murphy-1.html,BIG,0.0,0.0,0.0,0,11.6,1.5,7.8,3.1,11.0,0.643,0.757,0.5,22.5,2.4,Florida,2013.0,23.88
James Ennis III,2013,50,2,23.0,Small Forward,Cal State Long Beach,/players/e/ennisja01.html,https://www.sports-reference.com/cbb/players/james-ennis-1.html,F,0.25,0.10350000000000001,-0.6,4,7.1,3.1,6.9,4.2,14.4,0.616,0.788,0.415,24.9,1.4,Long Beach State,2013.0,-1.48
Romero Osby,2013,51,2,,,Oklahoma,/players/o/osbyro01.html,https://www.sports-reference.com/cbb/players/romero-osby-1.html,F,0.0,0.0,0.0,0,7.0,1.2,8.9,3.5,8.2,0.577,0.761,0.055,24.2,2.5,,,
Lorenzo Brown,2013,52,2,22.8,Point Guard,NC State,/players/b/brownlo01.html,https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html,G,-0.06666666666666667,-0.024000000000000004,-4.466666666666667,3,5.5,3.4,2.4,1.6,36.7,0.509,0.741,0.228,22.8,1.3,NC State,2013.0,14.34
Colton Iverson,2013,53,2,,,Colorado State,/players/i/iversco01.html,https://www.sports-reference.com/cbb/players/colton-iverson-1.html,F,0.0,0.0,0.0,0,0.3,1.4,11.5,5.7,8.6,0.52,0.539,0.0,19.1,3.3,,,
Arsalan Kazemi,2013,54,2,,,Oregon,/players/k/kazemar01.html,https://www.sports-reference.com/cbb/players/arsalan-kazemi-1.html,F,0.0,0.0,0.0,0,7.1,3.3,12.6,3.7,12.2,0.598,0.679,0.001,22.0,5.9,,,
Peyton Siva,2013,56,2,22.7,Shooting Guard,Louisville,/players/s/sivape01.html,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,G,0.0,0.0,0.0,0,7.3,4.3,1.1,0.6,34.3,0.513,0.737,0.384,20.0,3.0,Louisville,2013.0,24.82
Alex Oriakhi,2013,57,2,,,Missouri,/players/o/oriakal01.html,https://www.sports-reference.com/cbb/players/alex-oriakhi-1.html,F,0.0,0.0,0.0,0,8.4,1.3,14.1,6.4,2.6,0.674,0.746,0.0,18.5,1.6,,,
Deshaun Thomas,2013,58,2,,,Ohio State,/players/t/thomade01.html,https://www.sports-reference.com/cbb/players/deshaun-thomas-1.html,F,0.0,0.0,0.0,0,9.0,0.9,5.8,1.0,8.6,0.551,0.802,0.358,29.1,2.0,Ohio St.,2013.0,6.95
