player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Brandon Miller,2023,2,1,20.6,Small Forward,Alabama,/players/m/millebr02.html,https://www.sports-reference.com/cbb/players/brandon-miller-3.html,F,1.1,0.066,0.8,2,12.0,1.5,6.7,2.4,12.9,0.583,0.859,0.535,26.2,2.9,Alabama,2023.0,23.19
Anthony Black,2023,6,1,19.4,Point Guard,Arkansas,/players/b/blackan01.html,https://www.sports-reference.com/cbb/players/anthony-black-1.html,G,0.35,0.064,-1.25,2,6.7,3.4,4.3,1.8,20.6,0.549,0.705,0.283,20.9,2.4,Arkansas,2023.0,15.99
Jarace Walker,2023,8,1,19.8,Power Forward,Houston,/players/w/walkeja02.html,https://www.sports-reference.com/cbb/players/jarace-walker-1.html,BIG,0.04999999999999999,0.039,-1.65,2,8.8,2.2,9.6,6.3,12.5,0.534,0.663,0.297,22.4,2.8,Houston,2023.0,22.2
Taylor Hendricks,2023,9,1,19.6,Power Forward,Central Florida,/players/h/hendrta01.html,https://www.sports-reference.com/cbb/players/taylor-hendricks-1.html,BIG,-0.05,0.0205,-2.95,2,7.9,1.6,8.1,6.2,8.6,0.589,0.782,0.403,21.2,2.2,UCF,2023.0,10.9
Cason Wallace,2023,10,1,19.6,Shooting Guard,Kentucky,/players/w/wallaca01.html,https://www.sports-reference.com/cbb/players/cason-wallace-1.html,G,1.6,0.1275,1.1,2,7.7,3.7,3.3,1.6,24.3,0.543,0.757,0.407,19.9,1.6,Kentucky,2023.0,14.76
Jett Howard,2023,11,1,19.8,Small Forward,Michigan,/players/h/howarje01.html,https://www.sports-reference.com/cbb/players/jett-howard-1.html,F,-0.3,0.048499999999999995,-3.55,2,5.2,0.8,1.0,2.1,12.9,0.562,0.8,0.64,23.0,1.0,Michigan,2023.0,12.43
Dereck Lively II,2023,12,1,19.4,Center,Duke,/players/l/livelde01.html,https://www.sports-reference.com/cbb/players/dereck-lively-ii-1.html,BIG,0.6000000000000001,0.163,1.95,2,9.3,1.5,12.4,12.7,9.8,0.662,0.6,0.111,11.6,1.7,Duke,2023.0,15.83
Gradey Dick,2023,13,1,19.6,Shooting Guard,Kansas,/players/d/dickgr01.html,https://www.sports-reference.com/cbb/players/gradey-dick-1.html,G,-0.45,0.053000000000000005,-3.4000000000000004,2,7.7,2.5,4.0,0.8,9.4,0.581,0.854,0.523,20.5,2.1,Kansas,2023.0,19.2
Jordan Hawkins,2023,14,1,21.2,Shooting Guard,UConn,/players/h/hawkijo01.html,https://www.sports-reference.com/cbb/players/jordan-hawkins-1.html,G,-0.95,-0.0245,-5.800000000000001,2,8.3,1.4,3.9,1.8,8.2,0.584,0.872,0.631,25.4,1.9,UConn,2023.0,22.95
Kobe Bufkin,2023,15,1,19.8,Shooting Guard,Michigan,/players/b/bufkiko01.html,https://www.sports-reference.com/cbb/players/kobe-bufkin-1.html,G,-0.15000000000000002,-0.019000000000000003,-6.7,2,6.7,2.3,2.6,2.1,17.4,0.578,0.833,0.337,21.8,1.7,Michigan,2023.0,12.43
Keyonte George,2023,16,1,19.6,Point Guard,Baylor,/players/g/georgke01.html,https://www.sports-reference.com/cbb/players/keyonte-george-1.html,G,0.5,0.055999999999999994,-0.9000000000000001,2,5.6,2.3,4.2,0.7,20.1,0.524,0.793,0.553,30.8,1.1,Baylor,2023.0,17.3
Jalen Hood-Schifino,2023,17,1,20.0,Shooting Guard,Indiana,/players/h/hoodsja01.html,https://www.sports-reference.com/cbb/players/jalen-hood-schifino-1.html,G,-0.4,-0.015,-6.9,1,0.7,1.4,1.6,0.8,20.2,0.492,0.776,0.275,25.7,1.3,Indiana,2023.0,14.94
Jaime Jaquez Jr.,2023,18,1,22.3,Small Forward,UCLA,/players/j/jaqueja01.html,https://www.sports-reference.com/cbb/players/jaime-jaquezjr-1.html,F,0.75,0.0875,-0.4,2,10.7,2.8,9.0,2.2,14.6,0.543,0.737,0.192,27.9,3.3,UCLA,2023.0,22.11
Brandin Podziemski,2023,19,1,20.3,Shooting Guard,Santa Clara,/players/p/podzibr01.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,G,1.25,0.111,0.44999999999999996,2,10.6,2.8,5.6,1.4,20.5,0.602,0.771,0.402,25.6,2.0,,,
Cam Whitmore,2023,20,1,19.0,Small Forward,Villanova,/players/w/whitmca01.html,https://www.sports-reference.com/cbb/players/cam-whitmore-1.html,F,0.2,0.052,-1.5,2,6.2,3.2,3.7,1.6,6.4,0.571,0.703,0.424,25.6,1.2,Villanova,2023.0,10.61
Noah Clowney,2023,21,1,18.9,Power Forward,Alabama,/players/c/clownno01.html,https://www.sports-reference.com/cbb/players/noah-clowney-1.html,BIG,-0.55,0.026000000000000002,-3.75,2,8.3,1.3,8.7,3.4,5.8,0.576,0.649,0.474,18.0,2.4,Alabama,2023.0,23.19
Dariq Whitehead,2023,22,1,18.9,Small Forward,Duke,/players/w/whiteda01.html,https://www.sports-reference.com/cbb/players/dariq-whitehead-1.html,F,-0.2,-0.0185,-5.85,2,4.0,2.2,2.7,1.1,9.3,0.548,0.793,0.497,22.4,1.0,Duke,2023.0,15.83
Kris Murray,2023,23,1,22.8,Small Forward,Iowa,/players/m/murrakr01.html,https://www.sports-reference.com/cbb/players/kris-murray-1.html,F,-0.04999999999999999,0.056,-2.25,2,8.9,1.7,8.5,3.3,11.7,0.572,0.699,0.432,27.0,1.1,Iowa,2023.0,14.08
Olivier-Maxence Prosper,2023,24,1,21.0,Power Forward,Marquette,/players/p/prospol01.html,https://www.sports-reference.com/cbb/players/olivier-maxence-prosper-1.html,BIG,0.25,0.0955,-1.1,2,2.8,2.0,5.6,0.6,5.5,0.598,0.756,0.382,18.9,2.2,,,
Marcus Sasser,2023,25,1,22.8,Point Guard,Houston,/players/s/sassema01.html,https://www.sports-reference.com/cbb/players/marcus-sasser-1.html,G,0.15,0.0965,-1.15,2,12.0,3.2,1.4,0.7,19.6,0.597,0.824,0.576,26.1,2.6,Houston,2023.0,22.2
Ben Sheppard,2023,26,1,21.9,Shooting Guard,Belmont,/players/s/sheppbe01.html,https://www.sports-reference.com/cbb/players/ben-sheppard-1.html,G,-0.2,0.0655,-2.5,2,3.6,2.3,2.2,0.5,16.9,0.582,0.696,0.424,27.7,1.4,Belmont,2023.0,1.88
Nick Smith Jr.,2023,27,1,19.2,Shooting Guard,Arkansas,/players/s/smithni01.html,https://www.sports-reference.com/cbb/players/nick-smith-jr-1.html,G,-0.8,-0.003,-5.2,2,0.7,1.8,1.1,0.5,13.5,0.472,0.74,0.351,28.7,0.6,Arkansas,2023.0,15.99
Brice Sensabaugh,2023,28,1,19.7,Small Forward,Ohio State,/players/s/sensabr01.html,https://www.sports-reference.com/cbb/players/brice-sensabaugh-1.html,F,0.0,0.035500000000000004,-1.9,2,8.6,1.3,6.2,1.7,11.0,0.587,0.83,0.361,34.0,1.0,Ohio St.,2023.0,1.07
Julian Strawther,2023,29,1,21.2,Shooting Guard,Gonzaga,/players/s/strawju01.html,https://www.sports-reference.com/cbb/players/julian-strawther-1.html,G,-0.5,0.056999999999999995,-3.4,2,5.8,1.5,3.0,1.5,6.7,0.602,0.745,0.484,22.2,1.6,Gonzaga,2023.0,18.99
