player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Aaron Nesmith,2020,14,1,20.7,Small Forward,Vanderbilt,/players/n/nesmiaa01.html,https://www.sports-reference.com/cbb/players/aaron-nesmith-1.html,F,0.125,0.0785,-2.075,4,9.7,2.3,2.5,2.6,6.9,0.685,0.825,0.561,26.3,0.4,Vanderbilt,2020.0,3.16
Cole Anthony,2020,15,1,20.1,Point Guard,UNC,/players/a/anthoco01.html,https://www.sports-reference.com/cbb/players/cole-anthony-1.html,G,0.85,0.082,0.07500000000000002,4,5.1,2.1,1.4,0.9,24.1,0.501,0.75,0.409,30.0,0.9,UNC,2020.0,9.45
Isaiah Stewart,2020,16,1,19.1,Center,Washington,/players/s/stewais01.html,https://www.sports-reference.com/cbb/players/isaiah-stewart-2.html,BIG,0.05000000000000001,0.08975,-1.775,4,7.4,0.9,10.7,7.0,6.3,0.629,0.774,0.059,24.5,2.0,Washington,2020.0,12.41
Josh Green,2020,18,1,19.6,Shooting Guard,Arizona,/players/g/greenjo02.html,https://www.sports-reference.com/cbb/players/josh-green-2.html,G,-0.325,0.07525,-2.6,4,6.9,2.8,4.8,1.6,16.0,0.528,0.78,0.288,20.7,1.9,Arizona,2020.0,19.49
Saddiq Bey,2020,19,1,21.2,Small Forward,Villanova,/players/b/beysa01.html,https://www.sports-reference.com/cbb/players/saddiq-bey-1.html,F,0.7333333333333334,0.07966666666666666,-0.7999999999999999,3,8.1,1.4,4.5,1.1,14.9,0.608,0.728,0.477,22.8,1.4,Villanova,2020.0,16.84
Precious Achiuwa,2020,20,1,20.8,Center,Memphis,/players/a/achiupr01.html,https://www.sports-reference.com/cbb/players/precious-achiuwa-1.html,BIG,-0.025,0.09,-2.05,4,5.8,2.0,11.4,6.4,7.5,0.534,0.599,0.108,27.7,2.9,Memphis,2020.0,12.16
Tyrese Maxey,2020,21,1,19.6,Point Guard,Kentucky,/players/m/maxeyty01.html,https://www.sports-reference.com/cbb/players/tyrese-maxey-1.html,G,2.125,0.12525,1.575,4,4.4,1.5,1.4,1.3,18.7,0.531,0.833,0.322,22.7,1.5,Kentucky,2020.0,15.78
Zeke Nnaji,2020,22,1,19.5,Power Forward,Arizona,/players/n/nnajize01.html,https://www.sports-reference.com/cbb/players/zeke-nnaji-1.html,BIG,-0.1,0.10625,-2.725,4,8.0,1.3,11.5,3.3,5.8,0.63,0.76,0.054,24.1,2.1,Arizona,2020.0,19.49
Immanuel Quickley,2020,25,1,21.0,Point Guard,Kentucky,/players/q/quickim01.html,https://www.sports-reference.com/cbb/players/immanuel-quickley-1.html,G,1.45,0.12325,1.35,4,7.3,1.6,2.1,0.5,11.4,0.595,0.895,0.438,23.4,1.4,Kentucky,2020.0,15.78
Payton Pritchard,2020,26,1,22.4,Point Guard,Oregon,/players/p/pritcpa01.html,https://www.sports-reference.com/cbb/players/payton-pritchard-1.html,G,1.35,0.134,0.7250000000000001,4,11.1,2.5,2.3,0.1,31.5,0.601,0.8,0.459,28.2,1.4,Oregon,2020.0,18.22
Udoka Azubuike,2020,27,1,20.8,Center,Kansas,/players/a/azubuud01.html,https://www.sports-reference.com/cbb/players/udoka-azubuike-1.html,BIG,0.03333333333333333,0.13033333333333333,-1.7333333333333334,3,12.4,1.0,15.3,10.9,7.1,0.685,0.416,0.0,22.9,2.6,Kansas,2020.0,24.96
Jaden McDaniels,2020,28,1,19.7,Power Forward,Washington,/players/m/mcdanja02.html,https://www.sports-reference.com/cbb/players/jaden-mcdaniels-1.html,BIG,0.3,0.086,-1.675,4,2.6,1.4,4.4,4.9,14.6,0.515,0.763,0.378,25.6,1.7,Washington,2020.0,12.41
Malachi Flynn,2020,29,1,22.1,Point Guard,San Diego State,/players/f/flynnma01.html,https://www.sports-reference.com/cbb/players/malachi-flynn-1.html,G,-0.07500000000000001,0.0495,-2.65,4,1.1,2.0,1.8,0.2,21.4,0.544,0.81,0.577,21.7,0.9,,,
Desmond Bane,2020,30,1,22.0,Shooting Guard,TCU,/players/b/banede01.html,https://www.sports-reference.com/cbb/players/desmond-bane-1.html,G,2.45,0.13699999999999998,3.05,4,9.8,2.5,4.6,1.6,26.0,0.573,0.804,0.477,24.4,1.9,TCU,2020.0,9.86
Tyrell Terry,2020,31,2,19.7,Point Guard,Stanford,/players/t/terryty01.html,https://www.sports-reference.com/cbb/players/tyrell-terry-1.html,G,0.0,0.222,-1.0,1,6.1,2.5,1.4,0.2,20.3,0.589,0.891,0.456,24.5,2.3,Stanford,2020.0,13.35
Vernon Carey Jr.,2020,32,2,19.3,Center,Duke,/players/c/careyve01.html,https://www.sports-reference.com/cbb/players/vernon-careyjr-1.html,BIG,-0.05,0.041,-6.25,2,11.3,1.6,12.0,5.8,8.2,0.615,0.67,0.061,31.0,2.0,Duke,2020.0,22.55
Daniel Oturu,2020,33,2,20.8,Center,Minnesota,/players/o/oturuda01.html,https://www.sports-reference.com/cbb/players/daniel-oturu-1.html,BIG,0.0,0.121,-5.2,1,11.1,1.0,12.0,7.1,7.9,0.612,0.671,0.123,28.8,2.2,Minnesota,2020.0,16.39
Xavier Tillman Sr.,2020,35,2,21.5,Center,Michigan State,/players/t/tillmxa01.html,https://www.sports-reference.com/cbb/players/xavier-tillman-1.html,BIG,0.375,0.0765,-1.6749999999999998,4,12.6,2.1,9.9,6.9,18.1,0.593,0.695,0.167,21.0,2.7,Michigan St.,2020.0,17.94
Tyler Bey,2020,36,2,22.4,Small Forward,Colorado,/players/b/beyty01.html,https://www.sports-reference.com/cbb/players/tyler-bey-1.html,F,0.0,0.0,0.0,0,10.1,3.1,8.4,4.2,11.5,0.611,0.747,0.117,24.4,2.5,Colorado,2020.0,14.91
Saben Lee,2020,38,2,21.0,Point Guard,Vanderbilt,/players/l/leesa01.html,https://www.sports-reference.com/cbb/players/saben-lee-1.html,G,0.06666666666666667,0.08666666666666667,-1.2,3,5.3,2.7,1.9,0.9,31.9,0.58,0.718,0.292,29.4,0.7,Vanderbilt,2020.0,3.16
Elijah Hughes,2020,39,2,22.3,Shooting Guard,Syracuse,/players/h/hugheel01.html,https://www.sports-reference.com/cbb/players/elijah-hughes-1.html,G,-0.5,-0.043,-6.9,1,7.0,2.0,1.8,3.2,15.2,0.562,0.788,0.557,24.3,3.1,,,
Robert Woodard II,2020,40,2,20.8,Small Forward,Mississippi State,/players/w/woodaro01.html,https://www.sports-reference.com/cbb/players/robert-woodard-2.html,F,-0.1,-0.147,-10.4,1,6.0,2.0,8.2,3.4,7.6,0.564,0.617,0.255,18.2,1.3,Miss. St.,2020.0,-9.56
Tre Jones,2020,41,2,20.5,Point Guard,Duke,/players/j/jonestr01.html,https://www.sports-reference.com/cbb/players/tre-jones-1.html,G,0.65,0.11725,-0.1,4,8.2,2.8,2.1,0.9,31.4,0.524,0.767,0.282,24.0,2.0,Duke,2020.0,22.55
Nick Richards,2020,42,2,22.6,Center,Kentucky,/players/r/richani01.html,https://www.sports-reference.com/cbb/players/nick-richards-2.html,BIG,-0.1,0.136,-2.425,4,7.0,0.2,11.3,8.0,1.7,0.674,0.728,0.0,20.7,1.6,Kentucky,2020.0,15.78
Jahmi'us Ramsey,2020,43,2,19.0,Shooting Guard,Texas Tech,/players/r/ramseja01.html,https://www.sports-reference.com/cbb/players/jahmius-ramsey-1.html,G,-0.15000000000000002,-0.0135,-5.65,2,6.7,2.5,3.0,2.5,16.1,0.546,0.641,0.421,26.2,1.7,Texas Tech,2020.0,16.83
Jordan Nwora,2020,45,2,21.8,Small Forward,Louisville,/players/n/nworajo01.html,https://www.sports-reference.com/cbb/players/jordan-nwora-1.html,F,-0.2333333333333333,0.03966666666666666,-2.9,3,8.2,1.3,6.0,0.9,8.4,0.568,0.785,0.44,27.8,2.0,Louisville,2020.0,17.94
CJ Elleby,2020,46,2,20.0,Small Forward,Washington State,/players/e/ellebcj01.html,https://www.sports-reference.com/cbb/players/cj-elleby-1.html,F,-1.0,0.016,-5.3,1,7.6,2.9,3.8,2.5,13.5,0.519,0.749,0.438,29.2,2.2,Washington St.,2020.0,12.41
Nico Mannion,2020,48,2,19.3,Point Guard,Arizona,/players/m/mannini01.html,https://www.sports-reference.com/cbb/players/nico-mannion-1.html,G,0.0,0.0,0.0,0,5.4,2.1,0.9,0.0,31.5,0.52,0.797,0.441,24.5,1.7,Arizona,2020.0,19.49
Isaiah Joe,2020,49,2,21.0,Shooting Guard,Arkansas,/players/j/joeis01.html,https://www.sports-reference.com/cbb/players/isaiah-joe-1.html,G,0.75,0.10875,-0.3749999999999999,4,5.3,2.2,1.7,0.8,10.0,0.544,0.827,0.764,24.2,1.4,Arkansas,2020.0,13.46
Skylar Mays,2020,50,2,22.8,Shooting Guard,LSU,/players/m/mayssk01.html,https://www.sports-reference.com/cbb/players/skylar-mays-1.html,G,0.03333333333333333,0.09200000000000001,-1.3333333333333333,3,8.3,2.9,1.6,0.7,17.0,0.622,0.845,0.369,22.0,1.2,LSU,2020.0,14.43
Justinian Jessup,2020,51,2,,,Boise State,/players/j/jessuju01.html,https://www.sports-reference.com/cbb/players/justinian-jessup-1.html,F,0.0,0.0,0.0,0,7.2,2.2,3.2,1.5,12.0,0.584,0.831,0.611,21.1,1.8,Boise St.,2020.0,-9.56
Cassius Winston,2020,53,2,22.3,Point Guard,Michigan State,/players/w/winstca01.html,https://www.sports-reference.com/cbb/players/cassius-winston-1.html,G,-0.1,0.015,-9.3,1,8.9,2.1,0.7,0.1,36.5,0.585,0.845,0.409,29.1,1.5,Michigan St.,2020.0,17.94
Cassius Stanley,2020,54,2,20.9,Shooting Guard,Duke,/players/s/stanlca01.html,https://www.sports-reference.com/cbb/players/cassius-stanley-1.html,G,-0.2,0.021,-5.8,1,5.4,1.4,7.6,2.4,6.6,0.569,0.733,0.319,21.9,1.4,Duke,2020.0,22.55
Jay Scrubb,2020,55,2,19.8,Shooting Guard,John A. Logan College,/players/s/scrubja01.html,,G,-0.05,0.0425,-3.3499999999999996,2,,,,,,,,,,,,,1.82
Grant Riller,2020,56,2,23.4,Point Guard,College of Charleston,/players/r/rillegr01.html,https://www.sports-reference.com/cbb/players/grant-riller-1.html,G,0.0,0.0,0.0,0,7.1,2.8,1.8,1.1,30.1,0.609,0.796,0.286,33.6,1.4,Charleston,2020.0,-13.14
Reggie Perry,2020,57,2,20.3,Power Forward,Mississippi State,/players/p/perryre01.html,https://www.sports-reference.com/cbb/players/reggie-perry-2.html,BIG,-0.1,0.058,-4.1,1,8.5,1.6,12.4,4.1,16.4,0.587,0.748,0.194,28.6,1.6,Miss. St.,2020.0,-9.56
Paul Reed,2020,58,2,21.0,Center,DePaul,/players/r/reedpa01.html,https://www.sports-reference.com/cbb/players/paul-reed-5.html,BIG,0.525,0.17975,1.325,4,9.2,3.3,11.1,9.7,11.5,0.561,0.739,0.147,24.0,2.3,DePaul,2020.0,7.63
Jalen Harris,2020,59,2,21.9,Shooting Guard,Nevada,/players/h/harrija01.html,https://www.sports-reference.com/cbb/players/jalen-harris-2.html,G,0.0,0.0,0.0,0,7.6,1.9,2.8,0.5,26.5,0.56,0.823,0.369,32.7,1.3,,,
Sam Merrill,2020,60,2,24.1,Shooting Guard,Utah State University,/players/m/merrisa01.html,https://www.sports-reference.com/cbb/players/sam-merrill-1.html,G,0.35,0.10675,-0.8999999999999999,4,9.9,1.5,0.7,0.3,23.1,0.625,0.891,0.513,24.9,2.0,Utah St.,2020.0,8.47
