player_name,draft_year,draft_pick,draft_round,draft_age,position,college,bbref_url,cbb_url,position_group,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,school_name,college_season_year,program_srs
Anthony Edwards,2020,1,1,18.9,Shooting Guard,Georgia,/players/e/edwaran01.html,https://www.sports-reference.com/cbb/players/anthony-edwards-2.html,G,3.1,0.10450000000000001,2.4499999999999997,4,5.5,2.3,2.5,1.7,17.9,0.52,0.772,0.485,30.4,1.1,Georgia,2020.0,8.28
James Wiseman,2020,2,1,19.2,Center,Memphis,/players/w/wisemja01.html,https://www.sports-reference.com/cbb/players/james-wiseman-1.html,BIG,-0.2333333333333333,0.13599999999999998,-1.8,3,18.0,0.8,21.8,13.6,4.4,0.76,0.704,0.038,29.1,0.2,Memphis,2020.0,12.16
Patrick Williams,2020,4,1,18.8,Power Forward,Florida State,/players/w/willipa01.html,https://www.sports-reference.com/cbb/players/patrick-williams-2.html,BIG,-0.09999999999999998,0.05775,-2.2,4,5.5,2.5,6.9,5.6,8.4,0.553,0.838,0.242,22.2,1.3,Florida St.,2020.0,14.94
Isaac Okoro,2020,5,1,19.4,Shooting Guard,Auburn,/players/o/okorois01.html,https://www.sports-reference.com/cbb/players/isaac-okoro-1.html,G,0.4,0.1115,-0.9,4,6.3,1.7,6.4,3.1,13.1,0.587,0.672,0.288,19.6,1.1,Auburn,2020.0,15.04
Onyeka Okongwu,2020,6,1,19.5,Center,USC,/players/o/okongon01.html,https://www.sports-reference.com/cbb/players/onyeka-okongwu-1.html,BIG,1.05,0.177,0.625,4,11.6,2.3,12.4,9.8,8.4,0.645,0.72,0.014,23.6,2.1,USC,2020.0,11.51
Obi Toppin,2020,8,1,22.3,Power Forward,Dayton,/players/t/toppiob01.html,https://www.sports-reference.com/cbb/players/obadiah-toppin-1.html,BIG,1.125,0.12875,1.175,4,12.3,1.8,5.2,4.1,14.5,0.684,0.706,0.212,28.1,2.3,Dayton,2020.0,19.17
Jalen Smith,2020,10,1,20.3,Center,Maryland,/players/s/smithja04.html,https://www.sports-reference.com/cbb/players/jalen-smith-1.html,BIG,0.5499999999999999,0.13949999999999999,0.17499999999999996,4,12.0,1.3,11.5,8.2,6.0,0.626,0.709,0.279,22.8,2.4,Maryland,2020.0,17.82
Devin Vassell,2020,11,1,19.8,Shooting Guard,Florida State,/players/v/vassede01.html,https://www.sports-reference.com/cbb/players/devin-vassell-1.html,G,0.725,0.066,-0.30000000000000004,4,10.9,2.8,5.3,4.1,11.2,0.585,0.72,0.361,20.0,1.7,Florida St.,2020.0,14.94
Tyrese Haliburton,2020,12,1,20.3,Point Guard,Iowa State,/players/h/halibty01.html,https://www.sports-reference.com/cbb/players/tyrese-haliburton-1.html,G,4.3500000000000005,0.17975,5.625,4,11.7,3.8,4.6,2.0,35.3,0.631,0.775,0.508,20.1,1.0,Iowa St.,2020.0,16.07
Kira Lewis Jr.,2020,13,1,19.2,Point Guard,Alabama,/players/l/lewiski01.html,https://www.sports-reference.com/cbb/players/kira-lewisjr-1.html,G,-0.13333333333333333,0.03333333333333333,-3.3666666666666667,3,5.5,2.5,2.3,1.5,27.7,0.56,0.793,0.341,24.3,1.2,Alabama,2020.0,11.12
