player_name,nba_id,team,bpr,obpr,dbpr,box_bpr,box_obpr,box_dbpr,gp,mpg
RayJ Dennis,1642484,IND,-4.588,-5.288,0.7,-4.54,-5.187,0.647,20,12.942307692307692
Yanic Konan Niederhäuser,1642949,LAC,3.669,0.225,3.445,3.192,0.456,2.736,55,10.333739837398374
Tony Bradley,1628396,IND,-5.246,-3.39,-1.856,-4.814,-2.484,-2.33,47,10.954385964912282
Nikola Topić,1642260,OKC,-1.188,-0.382,-0.806,,,,16,16.008333333333333
Jalen Pickett,1629618,DEN,3.221,0.767,2.454,1.852,0.268,1.584,80,16.13
Payton Sandfort,1642362,OKC,-0.328,-0.394,0.066,,,,11,15.833333333333334
Dalen Terry,1631207,PHI,-1.127,-2.376,1.249,0.043,-1.8,1.843,19,12.405952380952382
Omer Yurtseven,1630209,GSW,-0.024,-0.111,0.087,,,,11,11.55
Jordan Hawkins,1641722,NOP,-3.221,-2.055,-1.165,-3.041,-2.265,-0.776,82,13.568300653594772
Rasheer Fleming,1642853,PHX,5.492,-0.121,5.612,5.009,0.786,4.223,80,12.243939393939394
Kam Jones,1642880,IND,-5.258,-3.13,-2.128,-2.899,-2.024,-0.875,54,16.658108108108106
Drew Eubanks,1629234,SAC,-4.337,-3.744,-0.592,-4.253,-3.345,-0.908,72,13.149206349206349
Jase Richardson,1642859,ORL,-0.338,0.789,-1.127,-0.442,-0.125,-0.317,81,10.865123456790123
Blake Wesley,1631104,POR,-3.372,-2.63,-0.742,-2.684,-2.631,-0.053,50,11.64032258064516
Mohamed Diawara,1642885,NYK,-1.161,-0.874,-0.287,,,,82,9.190579710144927
Trayce Jackson-Davis,1631218,GSW,-1.875,-2.722,0.848,-1.26,-2.277,1.017,51,11.414814814814815
Bogdan Bogdanović,203992,LAC,1.494,0.218,1.275,0.552,-0.23,0.782,58,19.655072463768118
Tyus Jones,1626145,ORL,-1.011,-0.888,-0.122,-0.854,-0.985,0.131,49,15.709722222222222
A.J. Lawson,1630639,TOR,0.905,-0.232,1.137,,,,35,9.421527777777778
AJ Johnson,1642358,DAL,-2.997,-2.732,-0.265,-2.942,-2.961,0.019,31,10.415217391304347
Tony Bradley,1628396,ATL,-5.246,-3.39,-1.856,-4.814,-2.484,-2.33,4,11.472222222222223
Noah Penda,1642869,ORL,-1.142,-1.127,-0.015,-1.216,-1.056,-0.16,80,12.835593220338982
Dalton Knecht,1642261,LAL,0.054,-0.846,0.899,-1.348,-1.085,-0.263,81,10.239506172839505
Ron Harper Jr.,1631199,BOS,2.297,0.387,1.91,2.584,0.663,1.921,46,10.949425287356322
Jeremy Sochan,1631110,SAS,0.349,-1.761,2.11,-0.112,-1.658,1.546,42,12.777380952380952
Myron Gardner,1642066,MIA,-1.818,-2.381,0.562,,,,63,9.122592592592593
Malevy Leons,1642502,GSW,-2.757,0.995,-3.752,-3.203,0.032,-3.235,32,11.059333333333333
Monte Morris,1628420,IND,-0.182,-0.345,0.163,,,,7,10.769444444444444
Christian Koloko,1631132,MEM,-2.334,-3.163,0.83,-1.727,-2.515,0.788,11,17.687878787878788
Dwight Powell,203939,DAL,-0.772,-2.897,2.124,-0.152,-1.059,0.907,81,14.355820105820106
Yuki Kawamura,1642530,CHI,-2.398,-2.274,-0.124,-1.975,-1.832,-0.143,24,11.612962962962964
Dalen Terry,1631207,CHI,-1.127,-2.376,1.249,0.043,-1.8,1.843,46,11.098529411764705
Jevon Carter,1628975,CHI,-5.194,-2.91,-2.284,-2.561,-1.639,-0.922,49,11.053623188405798
Patrick Baldwin Jr.,1631116,LAC,-0.388,-0.33,-0.059,,,,4,6.116666666666666
Jamison Battle,1642419,TOR,0.813,1.026,-0.213,,,,76,8.471857923497268
RayJ Dennis,1642484,ATL,-4.588,-5.288,0.7,-4.54,-5.187,0.647,4,11.483333333333333
De'Andre Hunter,1629631,SAC,-2.204,-2.759,0.555,-1.723,-1.473,-0.25,6,25.491666666666667
Dorian Finney-Smith,1627827,HOU,-3.281,-3.63,0.349,-0.165,-2.519,2.354,50,16.765315315315316
Zeke Nnaji,1630192,DEN,-2.947,-4.065,1.118,-2.462,-2.828,0.366,80,12.039102564102564
Taj Gibson,201959,MEM,0.463,0.193,0.27,,,,14,9.686666666666667
Rob Dillingham,1642265,MIN,-1.666,-3.347,1.681,-1.766,-2.647,0.881,51,9.311428571428571
Drew Timme,1631166,LAL,-0.687,-0.441,-0.246,,,,38,8.70679012345679
Matisse Thybulle,1629680,POR,5.023,-0.903,5.926,5.243,-1.246,6.489,74,15.988888888888889
Ousmane Dieng,1631172,OKC,-2.809,-1.856,-0.953,-1.965,-0.486,-1.479,42,10.933333333333334
Guerschon Yabusele,1627824,NYK,-1.157,-2.216,1.059,-2.242,-1.991,-0.251,47,8.91910569105691
Rayan Rupert,1641712,POR,-10.009,-6.934,-3.075,-5.182,-4.301,-0.881,56,12.026736111111111
Keaton Wallace,1630811,ATL,-1.066,-3.019,1.953,-0.323,-2.007,1.684,80,10.113207547169813
Patrick Baldwin Jr.,1631116,SAC,-0.388,-0.33,-0.059,,,,10,14.65
John Konchar,1629723,MEM,1.5,-1.375,2.875,1.14,-1.369,2.509,41,14.48611111111111
Jonathan Isaac,1628371,ORL,-2.575,-3.729,1.154,-0.085,-2.704,2.619,60,10.017307692307693
Joan Beringer,1642866,MIN,0.901,0.219,0.682,,,,70,7.8533333333333335
Skal Labissiere,1627746,WAS,0.156,-0.063,0.219,,,,6,12.516666666666667
Chris Paul,101108,LAC,-4.375,-3.976,-0.399,-4.46,-4.019,-0.441,21,14.220833333333333
Koby Brea,1642886,PHX,0.328,-0.066,0.394,,,,20,6.988888888888889
James Wiseman,1630164,IND,-0.343,-0.353,0.009,,,,6,14.616666666666667
Larry Nance Jr.,1626204,CLE,-2.037,-3.869,1.832,-1.165,-2.729,1.564,61,12.821904761904761
Kobe Brown,1641738,LAC,-3.208,-1.165,-2.042,-2.496,-0.987,-1.509,50,8.66470588235294
Olivier Sarr,1630846,CLE,0.489,0.287,0.202,,,,7,9.8375
Duop Reath,1641871,POR,-0.419,-0.259,-0.16,,,,48,8.068229166666667
Keshon Gilbert,1642933,WAS,-1.566,-0.735,-0.831,,,,3,16.083333333333332
Doug McDermott,203926,SAC,-2.131,-1.782,-0.348,-2.159,-1.887,-0.272,82,15.144827586206898
Cam Christie,1642353,LAC,-0.544,-0.305,-0.239,,,,82,8.723030303030303
Julian Phillips,1641763,CHI,-0.829,-0.821,-0.008,,,,51,9.528571428571428
Jae'Sean Tate,1630256,HOU,0.011,-0.486,0.497,,,,67,8.798188405797102
Gary Harris,203914,MIL,-2.232,-1.053,-1.179,-1.175,-0.453,-0.722,68,13.765972222222222
Christian Koloko,1631132,ATL,-2.334,-3.163,0.83,-1.727,-2.515,0.788,25,11.126190476190477
Lachlan Olbrich,1642950,CHI,-1.979,-1.198,-0.781,,,,50,9.303603603603603
Keshad Johnson,1642352,MIA,0.337,0.484,-0.146,,,,74,8.734895833333333
Cody Martin,1628998,IND,0.134,-0.197,0.331,,,,4,13.795833333333333
Kelly Olynyk,203482,SAS,0.018,-0.304,0.322,,,,75,8.5765873015873
DaRon Holmes II,1641747,DEN,-0.396,-0.129,-0.267,,,,52,8.380666666666666
Antonio Reeves,1641810,CHA,0.226,0.22,0.006,,,,15,6.7683333333333335
Miles Kelly,1642939,DAL,0.646,0.33,0.315,,,,25,9.552380952380952
Nick Richards,1630208,PHX,-2.523,-1.078,-1.444,-2.816,-2.032,-0.784,51,9.054761904761905
Bronny James,1642355,LAL,0.338,0.553,-0.215,,,,70,8.940079365079365
Jeremy Sochan,1631110,NYK,0.349,-1.761,2.11,-0.112,-1.658,1.546,26,6.925
Khaman Maluach,1642863,PHX,0.632,-0.848,1.48,,,,82,8.935507246376812
AJ Johnson,1642358,WAS,-2.997,-2.732,-0.265,-2.942,-2.961,0.019,41,8.555333333333333
Julian Phillips,1641763,MIN,-0.829,-0.821,-0.008,,,,26,7.194871794871795
Pat Connaughton,1626192,CHA,-0.151,-0.151,0.0,,,,67,7.059920634920634
Alijah Martin,1642918,TOR,-1.099,-0.158,-0.941,,,,31,6.331159420289855
David Jones Garcia,1642357,SAS,0.098,-0.049,0.147,,,,21,6.178787878787879
Amir Coffey,1629599,MIL,1.532,-1.235,2.767,0.791,-1.512,2.303,49,8.83611111111111
Riley Minix,1642434,CLE,0.489,0.287,0.202,,,,17,8.302777777777779
Ariel Hukporti,1630574,NYK,-1.33,-0.129,-1.201,,,,80,9.222222222222223
Kevin McCullar Jr.,1641755,NYK,0.119,0.029,0.09,,,,33,7.38015873015873
Luke Travers,1631247,CLE,-0.002,0.01,-0.013,,,,19,8.591666666666667
Isaiah Livers,1630587,PHX,-0.538,-0.359,-0.179,,,,43,9.65
Kobe Bufkin,1641723,LAL,-1.31,-0.304,-1.006,,,,33,7.467708333333333
Brooks Barnhizer,1642964,OKC,-1.564,-1.106,-0.458,,,,47,8.6975
Yang Hansen,1642905,POR,-0.609,-0.605,-0.005,,,,66,6.974418604651163
Andre Jackson Jr.,1641748,MIL,0.456,0.533,-0.078,,,,81,8.502083333333333
Lindy Waters III,1630322,SAS,0.255,0.109,0.146,,,,68,7.1170833333333325
Charles Bassey,1629646,BOS,0.141,0.136,0.005,,,,10,3.4266666666666667
Tyrese Martin,1631213,PHI,-1.259,-1.338,0.079,-1.983,-1.51,-0.473,15,8.957407407407407
Chaz Lanier,1642404,DET,-0.59,-0.665,0.075,,,,63,7.7063725490196076
Tolu Smith,1642449,DET,-0.379,-0.653,0.274,,,,42,9.162222222222223
JD Davison,1631120,HOU,0.59,-0.016,0.606,,,,54,7.800595238095238
Trayce Jackson-Davis,1631218,TOR,-1.875,-2.722,0.848,-1.26,-2.277,1.017,24,5.006862745098039
Maxi Kleber,1628467,LAL,3.559,1.377,2.183,2.925,1.263,1.662,67,10.72093023255814
Chris Youngblood,1642959,OKC,-0.462,-0.301,-0.161,,,,50,5.444270833333333
Hunter Dickinson,1630621,NOP,0.994,0.38,0.614,,,,9,8.493333333333334
Buddy Hield,1627741,ATL,-1.433,-0.895,-0.538,-1.217,-0.564,-0.653,29,7.311904761904762
CJ Huntley,1643047,PHX,0.561,0.167,0.394,,,,10,10.1
Charles Bassey,1629646,MEM,0.141,0.136,0.005,,,,6,15.258333333333333
Jordan McLaughlin,1629162,SAS,0.299,0.1,0.199,,,,72,6.400378787878788
Mo Bamba,1628964,UTA,-0.163,-0.186,0.024,,,,8,18.975
Tyus Jones,1626145,DEN,-1.011,-0.888,-0.122,-0.854,-0.985,0.131,20,8.331818181818182
Adou Thiero,1642876,LAL,0.379,0.237,0.142,,,,41,5.956
Enrique Freeman,1642402,MIN,-0.411,-0.112,-0.299,,,,12,9.304166666666667
Jonathan Mogbo,1642367,TOR,-0.14,-0.058,-0.082,,,,65,6.2225
Mason Plumlee,203486,CHA,-0.097,0.277,-0.374,,,,29,8.894047619047619
Hunter Tyson,1641816,DEN,-0.267,-0.171,-0.096,,,,52,7.70952380952381
PJ Hall,1641790,MEM,-0.445,-0.129,-0.316,,,,14,3.811904761904762
Pacôme Dadiet,1642359,NYK,0.365,0.083,0.282,,,,61,4.681034482758621
Leonard Miller,1631159,MIN,0.276,0.142,0.134,1.009,0.833,0.176,52,4.994736842105263
Javonte Cooke,1631451,POR,-0.416,-0.165,-0.251,,,,29,4.9298245614035086
Chris Youngblood,1642959,POR,-0.462,-0.301,-0.161,,,,8,5.441666666666666
Kevon Looney,1626172,NOP,-0.378,-2.372,1.994,-1.585,-2.14,0.555,77,14.642857142857142
Jeff Green,201145,HOU,0.791,0.091,0.7,,,,82,5.827222222222222
Riley Minix,1642434,SAS,0.489,0.287,0.202,,,,11,2.7555555555555555
Drew Peterson,1641809,CHA,-0.124,0.032,-0.156,,,,7,10.71111111111111
Eric Gordon,201569,PHI,0.292,0.218,0.074,,,,50,12.291666666666666
Bobi Klintman,1641752,DET,0.062,0.0,0.062,,,,30,5.948611111111111
DeAndre Jordan,201599,NOP,3.834,-1.307,5.142,2.356,-0.648,3.004,81,16.566666666666666
Nigel Hayes-Davis,1628502,PHX,-1.108,-0.277,-0.83,,,,51,7.229629629629629
Isaiah Crawford,1642384,HOU,-0.713,-0.35,-0.363,,,,40,6.578571428571428
Wendell Moore Jr.,1631111,DET,0.2,0.0,0.2,,,,14,9.925
Orlando Robinson,1631115,ORL,0.07,0.117,-0.047,,,,12,6.204166666666667
Xavier Tillman,1630214,BOS,0.343,0.074,0.269,,,,51,7.95952380952381
KJ Simpson,1642354,DEN,-0.008,-0.095,0.087,,,,12,5.747222222222222
Amari Williams,1642873,BOS,-0.719,-0.608,-0.111,,,,49,6.624242424242424
Thanasis Antetokounmpo,203648,MIL,-0.022,0.255,-0.277,,,,77,4.351470588235293
Joe Ingles,204060,MIN,1.132,0.532,0.6,,,,79,5.656172839506173
Isaac Jones,1642403,SAC,-0.171,-0.095,-0.076,,,,6,5.638888888888888
Brandon Clarke,1629634,MEM,0.087,-0.057,0.144,,,,17,10.216666666666667
Charles Bassey,1629646,PHI,0.141,0.136,0.005,,,,4,4.633333333333334
Xavier Tillman,1630214,CHA,0.343,0.074,0.269,,,,29,4.528125
Trey Jemison III,1641998,NYK,0.144,0.094,0.05,,,,31,6.2756410256410255
Isaac Jones,1642403,DET,-0.171,-0.095,-0.076,,,,15,4.691666666666666
Mason Plumlee,203486,SAS,-0.097,0.277,-0.374,,,,18,7.827777777777778
Bismack Biyombo,202687,SAS,-0.302,-0.326,0.024,,,,82,5.654
Kyle Lowry,200768,PHI,-0.105,-0.04,-0.065,,,,82,8.432142857142857
Max Shulga,1642917,BOS,-0.118,-0.554,0.435,,,,28,3.2984848484848484
Dario Saric,203967,SAC,0.289,0.0,0.289,,,,50,8.25
Patrick Baldwin Jr.,1631116,PHI,-0.388,-0.33,-0.059,,,,2,2.3333333333333335
Christian Koloko,1631132,LAL,-2.334,-3.163,0.83,-1.727,-2.515,0.788,6,3.175
Kobe Bufkin,1641723,MEM,-1.31,-0.304,-1.006,,,,5,
RayJ Dennis,1642484,LAC,-4.588,-5.288,0.7,-4.54,-5.187,0.647,3,3.533333333333333
Tyler Smith,1641890,HOU,0.363,0.853,-0.49,,,,1,
Mo Bamba,1628964,TOR,-0.163,-0.186,0.024,,,,4,2.925
