player_name,team,season,games_played,minutes,PER,USG_pct,WS,WS48,BPM,OBPM,DBPM,VORP
Fred VanVleet,TOR,2022,65.0,2462.0,17.3,23.7,6.7,0.131,3.6,3.1,0.5,3.5
Terry Rozier,CHO,2022,73.0,2458.0,17.6,23.2,5.9,0.115,1.7,2.4,-0.7,2.3
Gary Trent Jr.,TOR,2022,70.0,2448.0,14.7,21.8,5.6,0.11,0.2,-0.1,0.3,1.3
Darius Garland,CLE,2022,68.0,2430.0,19.0,27.8,6.3,0.125,2.6,3.4,-0.8,2.8
Franz Wagner,ORL,2022,79.0,2429.0,14.7,21.2,4.0,0.079,-0.7,-0.4,-0.3,0.8
LaMelo Ball,CHO,2022,75.0,2422.0,19.7,28.2,5.8,0.116,3.4,3.3,0.1,3.3
James Harden,2TM,2022,65.0,2419.0,20.9,27.2,7.6,0.152,4.0,3.7,0.3,3.7
Nikola Vučević,CHI,2022,73.0,2418.0,18.2,24.5,4.5,0.09,0.9,0.8,0.1,1.8
RJ Barrett,NYK,2022,70.0,2417.0,13.7,27.6,2.3,0.046,-1.6,-0.3,-1.3,0.2
Royce O'Neale,UTA,2022,77.0,2406.0,10.3,9.9,5.5,0.109,0.8,-0.8,1.7,1.7
Keldon Johnson,SAS,2022,75.0,2392.0,15.2,21.3,4.9,0.099,-0.5,0.7,-1.2,0.9
Aaron Gordon,DEN,2022,75.0,2376.0,15.3,19.7,5.2,0.105,-0.6,0.5,-1.1,0.9
Dejounte Murray,SAS,2022,68.0,2366.0,22.3,27.3,7.3,0.149,5.4,3.7,1.7,4.4
Evan Fournier,NYK,2022,80.0,2358.0,12.3,20.8,3.7,0.075,-0.7,-0.4,-0.3,0.7
Patty Mills,BRK,2022,81.0,2346.0,10.4,16.4,2.8,0.058,-1.7,-0.3,-1.4,0.2
Devin Booker,PHO,2022,68.0,2345.0,21.3,32.0,7.6,0.156,4.1,3.9,0.2,3.6
Reggie Jackson,LAC,2022,75.0,2337.0,12.1,27.6,0.4,0.008,-3.0,-1.4,-1.6,-0.6
Herbert Jones,NOP,2022,78.0,2335.0,12.3,13.7,4.6,0.096,-0.5,-2.0,1.5,0.9
Evan Mobley,CLE,2022,69.0,2331.0,16.1,20.4,5.2,0.107,0.6,-0.9,1.5,1.5
Andrew Wiggins,GSW,2022,73.0,2330.0,15.0,23.1,5.1,0.105,0.4,0.3,0.1,1.4
Kentavious Caldwell-Pope,WAS,2022,77.0,2329.0,12.6,19.0,2.8,0.058,-1.5,-0.9,-0.6,0.3
Zach LaVine,CHI,2022,67.0,2328.0,20.0,28.8,5.8,0.12,2.4,3.9,-1.5,2.6
Alec Burks,NYK,2022,81.0,2318.0,13.7,17.7,6.1,0.126,0.8,-0.4,1.2,1.7
Terance Mann,LAC,2022,81.0,2317.0,13.4,16.0,5.5,0.113,-0.6,-0.8,0.2,0.8
Luka Dončić,DAL,2022,65.0,2301.0,25.1,37.4,7.6,0.159,8.2,6.4,1.8,5.9
Joel Embiid,PHI,2022,68.0,2297.0,31.2,37.2,12.0,0.252,9.2,7.2,2.0,6.5
Marcus Smart,BOS,2022,71.0,2296.0,13.6,18.3,5.6,0.116,0.5,-1.2,1.7,1.5
Jordan Poole,GSW,2022,76.0,2283.0,16.1,26.0,6.0,0.126,1.0,1.3,-0.3,1.7
Will Barton,DEN,2022,71.0,2277.0,13.4,20.8,3.2,0.067,-0.5,0.4,-0.9,0.9
Desmond Bane,MEM,2022,76.0,2266.0,17.6,23.1,7.2,0.153,2.7,2.5,0.3,2.7
Donovan Mitchell,UTA,2022,67.0,2266.0,21.6,32.9,7.2,0.152,4.3,4.6,-0.3,3.6
Jonas Valančiūnas,NOP,2022,74.0,2240.0,21.2,23.8,7.3,0.156,1.9,2.0,-0.1,2.2
Monte Morris,DEN,2022,75.0,2239.0,14.7,17.4,5.4,0.116,0.0,0.8,-0.8,1.1
Jaylen Brown,BOS,2022,66.0,2220.0,18.9,30.5,5.8,0.124,2.1,1.9,0.1,2.2
Stephen Curry,GSW,2022,64.0,2211.0,21.4,30.8,8.0,0.173,5.8,5.4,0.4,4.4
Jrue Holiday,MIL,2022,67.0,2208.0,19.8,23.5,6.9,0.15,3.2,2.9,0.3,2.9
Giannis Antetokounmpo,MIL,2022,67.0,2204.0,32.1,34.9,12.9,0.281,11.2,7.6,3.5,7.4
Kyle Kuzma,WAS,2022,66.0,2204.0,15.2,24.2,2.0,0.044,-0.2,0.2,-0.4,1.0
Derrick White,2TM,2022,75.0,2199.0,14.8,19.9,5.1,0.111,0.9,0.4,0.6,1.6
Kevin Huerter,ATL,2022,74.0,2188.0,11.9,17.5,2.8,0.062,-1.2,-0.5,-0.7,0.4
Devonte' Graham,NOP,2022,76.0,2162.0,12.1,19.5,2.8,0.062,-1.0,0.2,-1.2,0.5
Tyler Herro,MIA,2022,66.0,2151.0,16.2,28.8,3.8,0.084,0.7,1.6,-0.9,1.5
CJ McCollum,2TM,2022,62.0,2145.0,18.3,27.5,3.6,0.081,1.9,3.2,-1.3,2.1
Jordan Clarkson,UTA,2022,79.0,2141.0,14.9,26.8,3.5,0.079,-0.6,0.5,-1.2,0.7
Khris Middleton,MIL,2022,66.0,2141.0,18.1,26.7,5.3,0.119,1.6,1.9,-0.3,1.9
Malik Monk,LAL,2022,76.0,2139.0,14.4,20.1,3.6,0.081,-0.5,0.5,-1.0,0.8
Chris Paul,PHO,2022,65.0,2139.0,20.8,19.7,9.4,0.21,5.4,3.1,2.3,4.0
Jalen Green,HOU,2022,67.0,2138.0,12.5,23.7,0.7,0.015,-2.9,-0.5,-2.4,-0.5
Domantas Sabonis,2TM,2022,62.0,2136.0,21.9,22.3,7.1,0.159,4.1,3.2,0.9,3.2
Seth Curry,2TM,2022,64.0,2135.0,13.7,18.5,4.2,0.095,-0.6,0.3,-0.9,0.8
Kyle Lowry,MIA,2022,63.0,2133.0,15.0,18.2,6.4,0.143,2.0,1.1,0.8,2.1
Bojan Bogdanović,UTA,2022,69.0,2131.0,15.7,23.7,5.2,0.118,0.0,1.6,-1.6,1.1
Jaren Jackson Jr.,MEM,2022,78.0,2126.0,17.0,25.4,5.4,0.121,-0.1,-0.9,0.8,1.0
Rudy Gobert,UTA,2022,66.0,2120.0,24.7,16.9,11.7,0.264,4.6,2.9,1.7,3.6
Ayo Dosunmu,CHI,2022,77.0,2110.0,11.2,14.1,3.0,0.069,-2.0,-1.9,-0.1,0.0
Christian Wood,HOU,2022,68.0,2094.0,19.1,23.3,4.9,0.112,1.6,2.1,-0.4,1.9
Cade Cunningham,DET,2022,64.0,2088.0,13.1,27.5,-0.5,-0.011,-1.6,-1.1,-0.5,0.2
De'Aaron Fox,SAC,2022,59.0,2084.0,17.4,29.1,2.5,0.058,-0.6,0.6,-1.2,0.7
LeBron James,LAL,2022,56.0,2084.0,26.2,32.3,7.5,0.172,7.7,6.9,0.8,5.1
D'Angelo Russell,MIN,2022,65.0,2077.0,16.3,25.1,4.4,0.101,0.8,2.2,-1.5,1.4
Davion Mitchell,SAC,2022,75.0,2076.0,10.8,20.6,0.1,0.003,-3.8,-2.1,-1.7,-0.9
Cole Anthony,ORL,2022,65.0,2059.0,13.5,25.1,1.6,0.038,-1.2,-0.6,-0.6,0.4
Mike Conley,UTA,2022,72.0,2058.0,17.2,20.9,6.7,0.157,3.1,2.4,0.7,2.7
Justin Holiday,2TM,2022,74.0,2057.0,9.5,15.8,1.4,0.033,-2.2,-1.4,-0.8,-0.1
Jae'Sean Tate,HOU,2022,78.0,2056.0,14.3,19.6,3.0,0.071,-1.8,-1.3,-0.5,0.1
Kevin Durant,BRK,2022,55.0,2047.0,25.6,31.2,8.4,0.198,7.2,6.4,0.7,4.8
Duncan Robinson,MIA,2022,79.0,2043.0,10.6,17.7,3.9,0.092,-0.6,-0.3,-0.3,0.7
Clint Capela,ATL,2022,74.0,2042.0,21.4,15.5,8.3,0.195,2.0,2.1,-0.1,2.1
Bobby Portis,MIL,2022,72.0,2028.0,17.7,21.3,5.5,0.131,0.2,1.2,-1.0,1.1
Al Horford,BOS,2022,69.0,2005.0,16.7,14.8,7.6,0.181,4.3,1.4,2.9,3.2
Steven Adams,MEM,2022,76.0,1999.0,17.6,12.0,6.8,0.163,2.0,1.0,1.0,2.0
Kelly Oubre Jr.,CHO,2022,76.0,1999.0,14.9,23.0,3.3,0.079,-1.4,0.2,-1.6,0.3
Deni Avdija,WAS,2022,82.0,1984.0,11.6,16.3,2.4,0.058,-1.7,-2.1,0.4,0.1
P.J. Tucker,MIA,2022,71.0,1981.0,11.3,11.7,5.0,0.121,0.6,-0.8,1.4,1.3
Isaac Okoro,CLE,2022,67.0,1981.0,10.4,12.4,4.2,0.103,-1.7,-2.4,0.7,0.1
Spencer Dinwiddie,2TM,2022,67.0,1980.0,15.1,21.4,4.1,0.098,0.3,0.8,-0.4,1.1
Malik Beasley,MIN,2022,79.0,1976.0,11.9,19.4,2.9,0.069,-0.7,0.7,-1.5,0.7
Jakob Poeltl,SAS,2022,68.0,1970.0,20.8,18.3,6.9,0.168,1.6,0.9,0.7,1.7
Shai Gilgeous-Alexander,OKC,2022,56.0,1942.0,20.9,30.8,4.6,0.113,3.4,2.9,0.5,2.7
Robert Covington,2TM,2022,71.0,1940.0,12.4,13.5,3.2,0.08,0.2,-1.6,1.7,1.1
Devin Vassell,SAS,2022,71.0,1937.0,13.3,18.9,3.3,0.082,-0.5,-0.5,0.0,0.7
Jimmy Butler,MIA,2022,57.0,1931.0,23.6,26.5,9.2,0.228,6.3,4.5,1.9,4.0
Darius Bazley,OKC,2022,69.0,1924.0,12.6,18.3,1.8,0.044,-1.8,-2.1,0.3,0.1
Luke Kennard,LAC,2022,70.0,1919.0,13.3,16.8,4.5,0.113,0.5,0.8,-0.3,1.2
Kevin Porter Jr.,HOU,2022,61.0,1907.0,13.5,24.1,0.8,0.021,-1.6,-0.1,-1.6,0.2
Reggie Bullock,DAL,2022,68.0,1902.0,9.2,13.3,3.2,0.08,-1.4,-1.4,0.0,0.3
Ja Morant,MEM,2022,57.0,1889.0,24.4,33.7,6.7,0.171,6.1,6.2,-0.1,3.9
Jae Crowder,PHO,2022,67.0,1886.0,11.3,14.6,4.3,0.11,1.1,-1.3,2.4,1.5
Jarred Vanderbilt,MIN,2022,74.0,1880.0,15.3,10.9,6.0,0.153,0.2,-0.8,1.0,1.1
Lauri Markkanen,CLE,2022,61.0,1878.0,14.7,19.5,5.0,0.127,0.4,0.4,-0.1,1.1
Grant Williams,BOS,2022,77.0,1875.0,11.2,12.6,5.1,0.13,-0.4,-1.4,1.1,0.8
Brandon Ingram,NOP,2022,55.0,1869.0,18.7,29.3,3.9,0.099,2.0,2.6,-0.6,1.9
Cody Martin,CHO,2022,71.0,1866.0,12.7,12.1,3.9,0.101,-0.5,-1.2,0.7,0.7
Ivica Zubac,LAC,2022,76.0,1852.0,19.2,16.8,7.2,0.187,0.7,-0.1,0.8,1.3
Wendell Carter Jr.,ORL,2022,62.0,1852.0,18.4,20.9,5.0,0.129,1.6,1.0,0.6,1.7
Jeff Green,DEN,2022,75.0,1849.0,12.5,16.3,3.9,0.101,-2.5,-1.2,-1.3,-0.2
Mitchell Robinson,NYK,2022,72.0,1848.0,20.7,11.4,8.5,0.221,2.2,1.0,1.2,2.0
Bogdan Bogdanović,ATL,2022,63.0,1848.0,15.4,21.6,3.7,0.095,1.3,1.5,-0.2,1.5
Dennis Schröder,2TM,2022,64.0,1837.0,13.0,22.6,2.9,0.076,-1.9,-1.5,-0.4,0.0
Bam Adebayo,MIA,2022,56.0,1825.0,21.8,25.0,7.2,0.188,3.8,1.7,2.1,2.7
Mo Bamba,ORL,2022,71.0,1824.0,16.5,17.2,4.5,0.118,0.7,-0.2,0.9,1.2
Isaiah Stewart,DET,2022,71.0,1816.0,14.0,14.6,3.4,0.091,-3.3,-2.5,-0.8,-0.6
Jarrett Allen,CLE,2022,56.0,1810.0,23.0,18.1,8.5,0.224,3.9,2.7,1.2,2.7
Grayson Allen,MIL,2022,66.0,1805.0,12.7,15.2,4.2,0.11,0.4,0.6,-0.2,1.1
Robert Williams,BOS,2022,61.0,1804.0,22.1,11.5,9.9,0.262,5.5,2.4,3.1,3.4
Jaden McDaniels,MIN,2022,70.0,1803.0,10.3,15.3,2.4,0.065,-2.9,-2.9,-0.1,-0.4
Immanuel Quickley,NYK,2022,78.0,1802.0,14.6,22.2,4.2,0.113,0.2,0.2,0.0,1.0
Corey Kispert,WAS,2022,77.0,1801.0,10.9,14.6,2.3,0.061,-2.3,-0.8,-1.5,-0.1
Dwight Powell,DAL,2022,82.0,1798.0,18.1,14.0,8.2,0.219,0.9,0.4,0.5,1.3
Mason Plumlee,CHO,2022,73.0,1793.0,14.7,11.7,4.7,0.127,0.0,-1.5,1.5,0.9
Carmelo Anthony,LAL,2022,69.0,1793.0,14.8,20.4,3.6,0.097,-0.5,0.4,-0.8,0.7
Josh Hart,2TM,2022,54.0,1791.0,16.1,18.6,4.4,0.117,0.9,0.5,0.5,1.3
Caris LeVert,2TM,2022,58.0,1781.0,15.1,25.4,2.2,0.059,-1.2,0.0,-1.2,0.4
Bruce Brown,BRK,2022,72.0,1774.0,15.0,15.0,4.8,0.13,0.7,-0.4,1.1,1.2
P.J. Washington,CHO,2022,65.0,1768.0,13.6,15.6,3.4,0.091,-0.1,-0.2,0.2,0.9
Chuma Okeke,ORL,2022,70.0,1749.0,12.0,16.4,2.2,0.06,-0.1,-1.6,1.5,0.8
Georges Niang,PHI,2022,76.0,1736.0,10.7,16.8,2.8,0.077,-1.9,-0.8,-1.1,0.0
Kevon Looney,GSW,2022,82.0,1732.0,15.7,12.2,6.8,0.187,0.9,-0.9,1.7,1.3
Cameron Johnson,PHO,2022,66.0,1730.0,15.2,17.5,5.6,0.156,2.7,2.0,0.7,2.1
Gary Harris,ORL,2022,61.0,1730.0,10.9,16.4,2.2,0.06,-2.4,-2.0,-0.4,-0.2
OG Anunoby,TOR,2022,48.0,1728.0,14.8,20.5,3.7,0.104,0.5,0.4,0.1,1.1
Precious Achiuwa,TOR,2022,73.0,1725.0,12.7,18.5,2.5,0.07,-2.6,-2.0,-0.6,-0.2
Deandre Ayton,PHO,2022,58.0,1713.0,21.9,21.4,7.3,0.203,2.8,2.2,0.6,2.1
Garrison Mathews,HOU,2022,65.0,1712.0,11.0,14.4,2.8,0.077,-2.3,-1.3,-1.0,-0.1
Josh Giddey,OKC,2022,54.0,1700.0,13.3,22.2,0.4,0.01,-0.9,-1.2,0.3,0.5
Pat Connaughton,MIL,2022,65.0,1691.0,13.4,14.0,4.4,0.125,1.2,0.8,0.3,1.4
Chris Boucher,TOR,2022,80.0,1690.0,17.9,17.8,6.0,0.169,0.1,0.5,-0.4,0.9
Matisse Thybulle,PHI,2022,66.0,1685.0,11.2,9.5,3.7,0.107,1.1,-2.2,3.3,1.3
Anfernee Simons,POR,2022,57.0,1681.0,15.3,24.8,1.9,0.055,-0.7,1.9,-2.7,0.5
Coby White,CHI,2022,61.0,1675.0,12.6,19.8,2.4,0.067,-2.1,-0.4,-1.7,0.0
Danilo Gallinari,ATL,2022,66.0,1672.0,14.3,18.4,3.6,0.105,-0.2,1.0,-1.2,0.8
Eric Gordon,HOU,2022,57.0,1670.0,12.1,18.6,1.4,0.04,-2.3,-0.1,-2.2,-0.1
Kevin Love,CLE,2022,74.0,1665.0,19.6,25.1,5.7,0.164,4.5,4.4,0.1,2.7
Luguentz Dort,OKC,2022,51.0,1665.0,12.3,23.3,1.4,0.04,-2.3,-1.5,-0.7,-0.1
John Collins,ATL,2022,54.0,1663.0,18.7,20.5,5.1,0.146,1.5,1.5,0.0,1.5
De'Anthony Melton,MEM,2022,73.0,1657.0,15.2,21.3,3.7,0.107,1.9,0.3,1.6,1.6
KJ Martin,HOU,2022,79.0,1656.0,14.3,16.3,2.9,0.084,-1.2,0.0,-1.2,0.4
Killian Hayes,DET,2022,66.0,1647.0,9.3,15.7,0.5,0.014,-3.5,-4.3,0.8,-0.6
Montrezl Harrell,2TM,2022,71.0,1641.0,23.2,20.2,7.3,0.213,3.9,3.7,0.1,2.4
Lonnie Walker IV,SAS,2022,70.0,1612.0,12.3,23.6,1.2,0.037,-2.5,-1.2,-1.3,-0.2
Cory Joseph,DET,2022,65.0,1600.0,11.4,14.3,2.5,0.075,-2.1,-2.0,-0.1,0.0
Josh Richardson,2TM,2022,65.0,1600.0,12.8,17.6,3.5,0.106,0.1,-0.6,0.7,0.9
Torrey Craig,2TM,2022,78.0,1596.0,11.0,14.3,2.3,0.07,-1.8,-1.7,-0.1,0.1
Gabe Vincent,MIA,2022,68.0,1589.0,10.6,17.8,2.5,0.076,-1.4,-1.9,0.5,0.2
Max Strus,MIA,2022,68.0,1587.0,12.7,18.1,3.6,0.11,0.9,1.4,-0.4,1.2
Jusuf Nurkić,POR,2022,56.0,1579.0,20.0,23.6,3.6,0.11,0.3,0.1,0.2,0.9
De'Andre Hunter,ATL,2022,53.0,1577.0,10.6,19.9,1.1,0.034,-3.9,-2.4,-1.5,-0.8
Amir Coffey,LAC,2022,69.0,1567.0,13.0,15.8,3.8,0.116,-0.3,-0.3,0.0,0.7
Oshae Brissett,IND,2022,67.0,1564.0,12.9,17.3,2.2,0.069,-2.2,-0.5,-1.7,-0.1
Marcus Morris,LAC,2022,54.0,1564.0,13.7,23.2,2.4,0.074,-1.4,-0.3,-1.0,0.3
Gordon Hayward,CHO,2022,49.0,1564.0,15.1,20.7,2.8,0.087,-0.7,0.1,-0.8,0.5
Tyus Jones,MEM,2022,73.0,1549.0,16.5,16.6,5.1,0.158,1.7,1.2,0.5,1.4
Chris Duarte,IND,2022,55.0,1541.0,12.3,21.1,0.9,0.029,-2.3,-1.2,-1.1,-0.1
Trey Lyles,2TM,2022,75.0,1537.0,16.4,20.7,3.5,0.111,-0.3,0.5,-0.8,0.7
Javonte Green,CHI,2022,65.0,1519.0,14.0,11.5,4.4,0.139,0.1,-0.6,0.7,0.8
Talen Horton-Tucker,LAL,2022,60.0,1511.0,11.0,19.2,1.1,0.033,-3.3,-3.2,-0.2,-0.5
Jerami Grant,DET,2022,47.0,1500.0,16.1,25.7,2.3,0.075,1.2,1.4,-0.2,1.2
Alperen Şengün,HOU,2022,72.0,1489.0,16.0,22.0,2.1,0.068,-1.0,-1.6,0.6,0.4
Kyle Anderson,MEM,2022,69.0,1484.0,14.4,16.2,3.5,0.113,1.2,-0.9,2.1,1.2
Kristaps Porziņģis,2TM,2022,51.0,1481.0,23.7,29.5,5.6,0.18,3.9,3.3,0.6,2.2
Austin Rivers,DEN,2022,67.0,1480.0,7.2,12.6,1.2,0.037,-3.8,-3.5,-0.3,-0.7
Patrick Beverley,MIN,2022,58.0,1476.0,14.8,16.1,4.1,0.132,2.7,0.6,2.1,1.7
Nickeil Alexander-Walker,2TM,2022,65.0,1466.0,10.5,24.1,0.1,0.003,-2.9,-1.8,-1.1,-0.3
Nicolas Batum,LAC,2022,59.0,1463.0,13.5,13.3,3.7,0.123,2.3,0.5,1.9,1.6
Cedi Osman,CLE,2022,66.0,1462.0,13.3,21.1,2.9,0.094,0.2,-0.3,0.5,0.8
Norman Powell,2TM,2022,45.0,1458.0,16.3,23.1,2.8,0.093,-0.3,1.2,-1.5,0.6
Delon Wright,ATL,2022,77.0,1452.0,13.8,10.3,3.6,0.121,2.2,-0.2,2.4,1.6
Maxi Kleber,DAL,2022,59.0,1450.0,11.0,13.3,3.0,0.098,-0.4,-1.6,1.2,0.6
Terrence Ross,ORL,2022,63.0,1448.0,10.0,20.5,0.3,0.011,-3.7,-2.5,-1.1,-0.6
Daniel Gafford,WAS,2022,72.0,1444.0,21.8,16.7,6.0,0.198,1.6,1.1,0.5,1.3
Bradley Beal,WAS,2022,40.0,1439.0,17.5,30.8,1.4,0.046,0.8,2.0,-1.2,1.0
Landry Shamet,PHO,2022,69.0,1437.0,10.2,16.8,2.6,0.085,-1.2,-0.9,-0.4,0.3
Andre Drummond,2TM,2022,73.0,1437.0,21.0,19.0,5.1,0.17,1.3,-0.1,1.4,1.2
Austin Reaves,LAL,2022,61.0,1418.0,11.5,12.4,2.9,0.097,-1.9,-1.3,-0.6,0.0
Furkan Korkmaz,PHI,2022,67.0,1414.0,10.2,17.6,1.2,0.041,-3.1,-2.0,-1.1,-0.4
Avery Bradley,LAL,2022,62.0,1406.0,7.8,12.1,1.2,0.04,-3.6,-3.5,-0.1,-0.6
Anthony Davis,LAL,2022,40.0,1404.0,23.9,27.1,4.5,0.155,3.8,2.6,1.2,2.0
R.J. Hampton,ORL,2022,64.0,1402.0,8.5,18.4,-0.2,-0.005,-4.1,-4.0,-0.1,-0.7
Jaxson Hayes,NOP,2022,70.0,1398.0,18.5,16.4,5.1,0.174,0.2,0.6,-0.3,0.8
Otto Porter Jr.,GSW,2022,63.0,1396.0,15.9,15.0,4.9,0.168,3.1,1.0,2.1,1.8
Raul Neto,WAS,2022,70.0,1372.0,12.4,18.4,1.5,0.053,-2.9,-2.5,-0.5,-0.4
Caleb Martin,MIA,2022,60.0,1372.0,14.8,16.3,4.0,0.139,1.1,0.1,0.9,1.1
Tre Mann,OKC,2022,60.0,1367.0,10.2,22.0,0.1,0.002,-4.4,-3.3,-1.1,-0.8
Eric Bledsoe,LAC,2022,54.0,1361.0,12.5,20.5,1.3,0.047,-0.8,-2.1,1.3,0.4
Danny Green,PHI,2022,62.0,1353.0,9.5,12.3,1.9,0.067,-0.5,-1.4,0.8,0.5
Ziaire Williams,MEM,2022,62.0,1346.0,9.7,14.9,2.2,0.08,-3.0,-2.4,-0.6,-0.3
Josh Christopher,HOU,2022,74.0,1334.0,12.2,21.1,0.3,0.01,-3.5,-2.2,-1.3,-0.5
Draymond Green,GSW,2022,46.0,1329.0,14.3,14.3,3.6,0.131,3.2,-1.4,4.6,1.8
Bones Hyland,DEN,2022,69.0,1310.0,14.4,23.8,2.4,0.088,-0.4,0.3,-0.7,0.5
Jalen Suggs,ORL,2022,48.0,1307.0,8.6,25.3,-1.6,-0.06,-5.6,-5.3,-0.2,-1.2
John Konchar,MEM,2022,72.0,1292.0,14.0,9.9,4.2,0.155,1.5,0.2,1.3,1.2
Bryn Forbes,2TM,2022,75.0,1286.0,11.5,21.2,1.4,0.054,-2.9,-0.7,-2.2,-0.3
Ben McLemore,POR,2022,64.0,1285.0,11.7,21.3,0.8,0.031,-3.2,-0.7,-2.5,-0.4
Chimezie Metu,SAC,2022,60.0,1279.0,13.4,18.5,1.5,0.056,-1.5,-1.6,0.1,0.2
Cameron Payne,PHO,2022,58.0,1278.0,13.8,24.6,1.9,0.073,0.0,-0.4,0.4,0.7
Hamidou Diallo,DET,2022,58.0,1269.0,15.7,21.8,2.1,0.079,-0.5,-1.2,0.7,0.5
Damion Lee,GSW,2022,63.0,1256.0,10.9,15.8,2.7,0.102,-2.0,-2.4,0.4,0.0
George Hill,MIL,2022,54.0,1253.0,10.2,11.7,2.3,0.087,-1.6,-2.2,0.6,0.1
Gary Payton II,GSW,2022,71.0,1248.0,17.8,14.3,5.2,0.199,3.7,0.3,3.4,1.8
Brandon Clarke,MEM,2022,64.0,1246.0,23.7,17.7,6.3,0.241,4.2,3.1,1.1,2.0
Tim Hardaway Jr.,DAL,2022,42.0,1245.0,12.7,22.0,2.0,0.077,-0.2,-0.4,0.2,0.6
Drew Eubanks,2TM,2022,71.0,1245.0,18.0,17.5,3.4,0.13,-1.4,-0.5,-0.9,0.2
Myles Turner,IND,2022,42.0,1235.0,17.4,17.1,3.1,0.12,1.4,0.1,1.4,1.1
Aleksej Pokusevski,OKC,2022,61.0,1233.0,12.0,20.0,0.4,0.014,-2.6,-2.7,0.1,-0.2
Obi Toppin,NYK,2022,72.0,1230.0,18.3,20.8,3.9,0.153,2.0,1.7,0.3,1.2
Doug McDermott,SAS,2022,51.0,1223.0,11.4,18.3,1.6,0.062,-2.5,-0.4,-2.1,-0.1
Isaiah Hartenstein,LAC,2022,68.0,1216.0,22.0,18.4,5.5,0.215,4.5,1.4,3.1,2.0
Naz Reid,MIN,2022,77.0,1215.0,17.2,21.4,3.2,0.125,0.0,-0.5,0.5,0.6
Lonzo Ball,CHI,2022,35.0,1212.0,14.5,17.4,2.2,0.088,2.5,0.9,1.6,1.4
Aaron Wiggins,OKC,2022,50.0,1209.0,10.3,15.3,1.2,0.048,-4.3,-3.4,-0.9,-0.7
Malcolm Brogdon,IND,2022,36.0,1206.0,18.0,24.6,2.7,0.106,2.3,2.8,-0.5,1.3
James Johnson,BRK,2022,62.0,1191.0,10.3,13.7,1.7,0.068,-2.2,-2.7,0.6,-0.1
Jonathan Kuminga,GSW,2022,70.0,1185.0,15.2,22.7,3.0,0.123,-1.5,-1.3,-0.2,0.1
Jordan Nwora,MIL,2022,62.0,1185.0,9.9,19.4,0.6,0.025,-4.1,-2.7,-1.5,-0.6
Facundo Campazzo,DEN,2022,65.0,1184.0,11.1,14.7,2.0,0.081,-0.8,-2.1,1.3,0.4
Shake Milton,PHI,2022,55.0,1179.0,11.9,18.3,1.7,0.069,-2.2,-1.6,-0.6,-0.1
Taurean Prince,MIN,2022,69.0,1177.0,12.4,17.0,2.2,0.09,-0.9,-1.0,0.0,0.3
Cam Thomas,BRK,2022,67.0,1176.0,11.7,22.1,0.8,0.033,-3.4,-2.0,-1.4,-0.4
