player_name,team,season,games_played,minutes,PER,USG_pct,WS,WS48,BPM,OBPM,DBPM,VORP
CJ Elleby,POR,2022,58.0,1174.0,9.2,14.8,0.4,0.016,-5.3,-3.8,-1.5,-1.0
JaVale McGee,PHO,2022,74.0,1172.0,22.6,22.8,4.9,0.201,0.8,-0.1,0.9,0.8
Frank Jackson,DET,2022,53.0,1164.0,10.6,20.9,0.7,0.031,-3.5,-1.8,-1.7,-0.4
Hassan Whiteside,UTA,2022,65.0,1162.0,22.9,17.1,5.8,0.238,2.1,0.6,1.4,1.2
Marvin Bagley III,2TM,2022,48.0,1153.0,15.7,19.8,2.0,0.084,-2.3,-0.5,-1.8,-0.1
Tre Jones,SAS,2022,69.0,1148.0,15.0,15.6,2.9,0.121,-0.5,-0.9,0.4,0.4
Alex Caruso,CHI,2022,41.0,1147.0,11.7,13.3,2.0,0.082,0.2,-2.2,2.3,0.6
Nemanja Bjelica,GSW,2022,71.0,1143.0,14.2,17.8,3.0,0.128,1.4,-0.9,2.3,1.0
Ish Smith,2TM,2022,65.0,1126.0,12.5,20.1,0.5,0.023,-2.9,-2.2,-0.6,-0.2
Joe Ingles,UTA,2022,45.0,1122.0,10.0,13.2,2.2,0.094,-0.3,-0.7,0.5,0.5
Garrett Temple,NOP,2022,59.0,1098.0,8.6,13.9,0.8,0.037,-2.5,-2.8,0.3,-0.1
Stanley Johnson,LAL,2022,48.0,1094.0,10.5,12.5,1.8,0.079,-2.7,-2.8,0.1,-0.2
Kyrie Irving,BRK,2022,29.0,1091.0,21.4,29.4,3.3,0.147,3.0,4.2,-1.2,1.4
Nassir Little,POR,2022,42.0,1088.0,13.5,15.8,1.7,0.076,-1.4,-0.9,-0.6,0.2
Jeremiah Robinson-Earl,OKC,2022,49.0,1087.0,11.7,15.4,1.5,0.066,-2.2,-1.9,-0.4,-0.1
JaMychal Green,DEN,2022,67.0,1085.0,14.1,17.2,2.7,0.118,-1.8,-2.0,0.1,0.0
Paul George,LAC,2022,31.0,1077.0,18.6,33.7,1.3,0.057,3.7,1.8,1.9,1.6
Richaun Holmes,SAC,2022,45.0,1074.0,17.8,15.8,3.2,0.145,-0.5,-0.4,-0.1,0.4
Kenrich Williams,OKC,2022,49.0,1072.0,13.3,15.6,1.8,0.081,-0.3,-1.3,1.1,0.5
Dewayne Dedmon,MIA,2022,67.0,1065.0,15.9,16.9,3.5,0.157,-1.0,-2.2,1.1,0.3
Damian Lillard,POR,2022,29.0,1056.0,18.5,29.3,1.7,0.079,1.3,4.0,-2.7,0.9
Troy Brown Jr.,CHI,2022,66.0,1055.0,10.1,12.3,1.4,0.065,-1.8,-1.7,-0.2,0.1
LaMarcus Aldridge,BRK,2022,47.0,1050.0,19.6,22.4,3.1,0.141,0.7,1.3,-0.6,0.7
Larry Nance Jr.,2TM,2022,46.0,1040.0,14.4,12.8,2.3,0.104,-0.1,-0.4,0.3,0.5
Josh Green,DAL,2022,67.0,1039.0,11.9,13.9,2.4,0.111,-1.0,-2.4,1.4,0.3
Rudy Gay,UTA,2022,55.0,1038.0,13.0,19.3,2.1,0.097,-1.0,-0.7,-0.3,0.3
DeAndre' Bembry,2TM,2022,56.0,1026.0,11.9,11.2,2.2,0.104,-0.7,-2.2,1.5,0.3
Aaron Holiday,2TM,2022,63.0,1021.0,12.6,18.7,1.5,0.068,-1.7,-1.9,0.3,0.1
Damian Jones,SAC,2022,56.0,1017.0,18.3,16.2,3.3,0.156,0.3,-0.2,0.5,0.6
Lamar Stevens,CLE,2022,63.0,1015.0,11.3,17.1,1.6,0.078,-2.9,-3.2,0.3,-0.2
Cam Reddish,2TM,2022,49.0,1012.0,12.8,22.2,1.0,0.046,-1.3,-1.0,-0.3,0.2
Donte DiVincenzo,2TM,2022,42.0,1006.0,11.3,18.9,0.7,0.035,-2.3,-1.8,-0.5,-0.1
Wesley Matthews,MIL,2022,49.0,1002.0,6.9,10.7,1.2,0.056,-3.3,-3.0,-0.3,-0.3
Payton Pritchard,BOS,2022,71.0,1001.0,15.0,18.6,3.1,0.148,1.8,1.7,0.1,1.0
Juan Toscano-Anderson,GSW,2022,73.0,994.0,11.0,14.7,2.0,0.098,-0.8,-3.3,2.4,0.3
Onyeka Okongwu,ATL,2022,48.0,992.0,19.8,14.0,4.2,0.202,0.8,0.0,0.8,0.7
Khem Birch,TOR,2022,55.0,991.0,13.2,11.2,2.6,0.126,-1.3,-1.7,0.4,0.2
Kessler Edwards,BRK,2022,48.0,987.0,8.3,13.8,0.6,0.031,-3.8,-3.1,-0.8,-0.5
Dean Wade,CLE,2022,51.0,980.0,10.1,11.1,2.3,0.111,-0.6,-1.9,1.3,0.4
Daniel Theis,2TM,2022,47.0,977.0,13.2,16.2,1.9,0.093,-2.1,-1.9,-0.2,0.0
Jaylen Nowell,MIN,2022,62.0,975.0,16.8,21.0,2.8,0.138,0.8,1.5,-0.7,0.7
Nic Claxton,BRK,2022,47.0,974.0,18.6,15.1,3.5,0.171,0.5,0.3,0.2,0.6
Dwight Howard,LAL,2022,60.0,971.0,18.2,14.6,3.5,0.174,-0.2,-0.2,0.0,0.4
Ricky Rubio,CLE,2022,34.0,970.0,14.0,24.9,1.3,0.064,0.2,-1.0,1.2,0.5
Duane Washington Jr.,IND,2022,48.0,968.0,10.2,22.6,0.0,-0.002,-4.7,-1.9,-2.8,-0.7
Joshua Primo,SAS,2022,50.0,965.0,7.1,15.4,0.0,0.001,-5.0,-3.8,-1.1,-0.7
Moritz Wagner,ORL,2022,63.0,960.0,18.1,22.9,2.8,0.138,1.6,1.5,0.1,0.9
Blake Griffin,BRK,2022,56.0,958.0,13.7,16.9,2.1,0.106,-0.5,-0.6,0.1,0.3
Keita Bates-Diop,SAS,2022,59.0,957.0,12.4,14.8,1.6,0.08,-2.6,-2.1,-0.5,-0.1
Isaiah Roby,OKC,2022,45.0,948.0,18.3,19.0,2.9,0.147,0.6,0.4,0.2,0.6
Kemba Walker,NYK,2022,37.0,948.0,13.9,20.8,1.8,0.093,0.4,0.7,-0.2,0.6
Taj Gibson,NYK,2022,52.0,946.0,12.0,10.0,2.7,0.135,-2.0,-3.0,1.0,0.0
Rui Hachimura,WAS,2022,42.0,943.0,14.9,20.9,1.4,0.073,-1.4,0.2,-1.7,0.1
Klay Thompson,GSW,2022,32.0,941.0,16.7,29.6,1.8,0.091,1.1,2.6,-1.6,0.7
Jeremy Lamb,2TM,2022,56.0,935.0,13.3,19.7,1.2,0.063,-0.8,-0.4,-0.5,0.3
Jalen Smith,2TM,2022,51.0,925.0,18.4,20.3,2.8,0.145,-0.5,0.9,-1.4,0.3
Théo Maledon,OKC,2022,51.0,908.0,10.6,20.3,0.3,0.015,-4.4,-3.7,-0.7,-0.6
Tomáš Satoranský,3TM,2022,55.0,906.0,10.2,12.6,1.0,0.055,-3.7,-3.3,-0.3,-0.4
Jevon Carter,2TM,2022,66.0,905.0,9.6,14.0,1.2,0.062,-2.2,-1.8,-0.4,-0.1
Jordan McLaughlin,MIN,2022,62.0,902.0,13.4,11.8,2.3,0.123,0.4,-1.2,1.6,0.6
Derrick Jones Jr.,CHI,2022,51.0,899.0,13.0,12.5,2.2,0.119,-0.9,-1.5,0.5,0.2
Tristan Thompson,3TM,2022,57.0,897.0,14.9,17.5,1.6,0.087,-3.1,-1.6,-1.5,-0.3
Jalen McDaniels,CHO,2022,55.0,895.0,12.7,15.3,1.7,0.093,-2.3,-1.9,-0.4,-0.1
Dillon Brooks,MEM,2022,32.0,885.0,15.5,28.8,1.6,0.087,-1.8,-1.0,-0.8,0.0
D.J. Augustin,2TM,2022,55.0,883.0,9.7,14.3,0.8,0.043,-3.6,-1.2,-2.4,-0.4
Serge Ibaka,2TM,2022,54.0,877.0,14.4,17.8,2.0,0.108,-1.5,-1.3,-0.2,0.1
Trendon Watford,POR,2022,48.0,869.0,15.8,17.6,1.9,0.104,-1.7,-1.4,-0.4,0.1
Trey Murphy III,NOP,2022,62.0,864.0,12.5,15.7,1.9,0.104,-1.2,0.2,-1.4,0.2
Maurice Harkless,SAC,2022,47.0,863.0,7.7,11.2,0.5,0.026,-3.3,-3.7,0.4,-0.3
Thaddeus Young,2TM,2022,52.0,845.0,17.0,17.4,2.2,0.126,2.2,0.1,2.1,0.9
Armoni Brooks,2TM,2022,54.0,844.0,8.4,16.4,0.2,0.014,-3.9,-2.6,-1.3,-0.4
Willy Hernangómez,NOP,2022,50.0,839.0,22.2,22.5,3.2,0.18,0.2,1.8,-1.5,0.5
Jose Alvarado,NOP,2022,54.0,834.0,16.4,18.4,2.1,0.121,1.9,-0.5,2.4,0.8
Josh Jackson,2TM,2022,51.0,830.0,9.5,19.7,0.0,0.001,-4.5,-4.1,-0.4,-0.5
Tony Snell,2TM,2022,53.0,823.0,6.3,10.1,0.4,0.023,-4.2,-3.4,-0.8,-0.5
Lance Stephenson,2TM,2022,46.0,814.0,13.6,22.6,0.8,0.048,-3.2,-1.6,-1.6,-0.2
Wayne Ellington,LAL,2022,43.0,810.0,9.9,13.8,1.0,0.062,-1.4,-0.7,-0.6,0.1
Dāvis Bertāns,2TM,2022,56.0,807.0,9.4,17.3,0.9,0.053,-2.6,-1.7,-0.9,-0.1
Ty Jerome,OKC,2022,48.0,801.0,11.3,20.8,0.5,0.032,-2.3,-2.2,-0.2,-0.1
Lou Williams,ATL,2022,56.0,799.0,12.1,21.7,0.6,0.034,-3.4,-2.0,-1.4,-0.3
Quentin Grimes,NYK,2022,46.0,786.0,10.7,15.1,1.4,0.087,-0.3,-1.2,0.9,0.3
Justise Winslow,2TM,2022,48.0,775.0,13.1,18.9,0.8,0.048,-1.7,-2.7,1.0,0.1
Romeo Langford,2TM,2022,48.0,771.0,9.2,12.9,1.3,0.082,-1.4,-2.3,1.0,0.1
Trent Forrest,UTA,2022,60.0,765.0,10.9,12.8,1.3,0.084,-1.0,-2.3,1.2,0.2
Kelly Olynyk,DET,2022,40.0,764.0,16.7,21.5,1.6,0.104,1.6,0.5,1.0,0.7
Brandon Boston Jr.,LAC,2022,51.0,760.0,11.2,22.4,0.4,0.026,-3.3,-3.0,-0.4,-0.3
Rodney McGruder,DET,2022,51.0,754.0,11.6,14.8,1.2,0.075,-1.4,-0.7,-0.7,0.1
Eric Paschall,UTA,2022,58.0,737.0,13.9,17.7,2.0,0.127,-0.5,0.5,-1.0,0.3
Naji Marshall,NOP,2022,55.0,735.0,12.3,20.8,0.8,0.05,-3.2,-2.7,-0.5,-0.2
Goga Bitadze,IND,2022,50.0,729.0,18.0,19.9,1.9,0.122,-0.8,-0.2,-0.6,0.2
Danuel House Jr.,3TM,2022,42.0,727.0,10.6,15.2,1.0,0.068,-1.1,-1.3,0.2,0.2
DeMarcus Cousins,2TM,2022,48.0,718.0,18.2,28.1,1.6,0.104,-1.6,-1.8,0.2,0.1
Svi Mykhailiuk,TOR,2022,56.0,716.0,9.6,16.9,0.8,0.052,-2.9,-2.7,-0.2,-0.2
Terry Taylor,IND,2022,33.0,714.0,19.0,15.9,2.4,0.16,-0.6,2.1,-2.8,0.2
Rodney Hood,2TM,2022,52.0,709.0,7.2,10.7,0.7,0.048,-3.3,-3.0,-0.3,-0.2
Omer Yurtseven,MIA,2022,56.0,706.0,17.4,19.9,2.1,0.145,-1.0,-1.4,0.4,0.2
Xavier Tillman Sr.,MEM,2022,53.0,701.0,15.1,16.4,1.8,0.121,0.7,-1.1,1.8,0.5
Zeke Nnaji,DEN,2022,41.0,698.0,13.5,14.9,1.8,0.123,-2.2,-0.7,-1.6,0.0
Rajon Rondo,2TM,2022,39.0,698.0,10.9,16.0,0.7,0.048,-1.7,-2.4,0.7,0.1
Keon Johnson,2TM,2022,37.0,697.0,8.7,21.2,-0.5,-0.031,-5.9,-4.0,-2.0,-0.7
Dalano Banton,TOR,2022,64.0,696.0,10.0,16.9,0.4,0.03,-3.1,-3.5,0.4,-0.2
Vít Krejčí,OKC,2022,30.0,690.0,8.5,12.9,0.6,0.042,-5.3,-4.3,-1.0,-0.6
Frank Ntilikina,DAL,2022,58.0,685.0,10.4,17.4,0.9,0.065,-1.9,-2.8,0.9,0.0
Timothé Luwawu-Cabarrot,ATL,2022,52.0,685.0,9.3,14.3,0.9,0.061,-3.3,-2.3,-1.0,-0.2
Davon Reed,DEN,2022,48.0,668.0,12.2,12.1,1.6,0.117,-0.3,-0.6,0.3,0.3
Derrick Favors,OKC,2022,39.0,653.0,13.6,13.4,1.4,0.105,-2.1,-2.3,0.3,0.0
T.J. McConnell,IND,2022,27.0,652.0,15.1,16.2,1.3,0.098,0.9,-0.4,1.4,0.5
Greg Brown III,POR,2022,48.0,640.0,11.0,17.2,0.4,0.029,-4.7,-4.0,-0.7,-0.4
Brandon Williams,POR,2022,24.0,640.0,11.0,25.9,-0.5,-0.037,-5.7,-2.6,-3.1,-0.6
Dennis Smith Jr.,POR,2022,37.0,638.0,13.2,18.2,0.4,0.031,-1.7,-2.8,1.2,0.1
Derrick Rose,NYK,2022,26.0,636.0,16.9,22.5,1.4,0.108,2.3,2.3,0.0,0.7
Sterling Brown,DAL,2022,49.0,628.0,8.4,13.2,0.8,0.061,-2.9,-3.4,0.5,-0.1
DeAndre Jordan,2TM,2022,48.0,622.0,17.2,13.9,1.9,0.145,-1.4,-1.5,0.1,0.1
Alex Len,SAC,2022,39.0,620.0,13.1,17.1,0.9,0.07,-2.9,-3.2,0.3,-0.1
Robin Lopez,ORL,2022,36.0,612.0,13.7,18.9,0.8,0.064,-3.8,-2.4,-1.4,-0.3
Isaiah Joe,PHI,2022,55.0,609.0,7.7,15.5,0.4,0.035,-4.6,-3.1,-1.5,-0.4
David Nwaba,HOU,2022,46.0,609.0,15.3,15.8,1.3,0.105,-0.6,-0.6,0.0,0.2
Moses Moody,GSW,2022,52.0,607.0,10.5,15.2,1.3,0.101,-2.5,-1.4,-1.1,-0.1
Saben Lee,DET,2022,37.0,604.0,13.8,17.3,0.9,0.073,-0.4,-1.9,1.5,0.2
Andre Iguodala,GSW,2022,31.0,603.0,12.3,11.4,1.6,0.125,2.7,-0.9,3.7,0.7
Mike Muscala,OKC,2022,43.0,592.0,19.7,20.9,2.1,0.17,5.0,3.8,1.2,1.1
Jock Landale,SAS,2022,54.0,589.0,16.0,18.1,1.5,0.121,-0.4,0.7,-1.1,0.2
Aaron Nesmith,BOS,2022,52.0,574.0,7.3,17.2,0.4,0.038,-4.3,-4.9,0.7,-0.3
Keifer Sykes,IND,2022,32.0,566.0,5.9,17.4,-0.5,-0.04,-6.9,-4.4,-2.4,-0.7
Nerlens Noel,NYK,2022,25.0,562.0,11.8,7.3,1.5,0.128,0.3,-3.1,3.3,0.3
Jericho Sims,NYK,2022,41.0,555.0,11.6,6.9,1.5,0.128,-1.7,-2.8,1.1,0.0
Tony Bradley,CHI,2022,55.0,549.0,14.9,13.6,1.3,0.112,-1.8,-2.0,0.2,0.0
Elfrid Payton,PHO,2022,50.0,549.0,7.9,18.5,-0.2,-0.014,-3.5,-4.6,1.2,-0.2
Kent Bazemore,LAL,2022,39.0,545.0,6.0,13.2,0.1,0.006,-4.3,-5.1,0.8,-0.3
Isaiah Jackson,IND,2022,36.0,541.0,20.5,22.5,1.4,0.126,-1.6,-1.6,0.0,0.0
Malachi Flynn,TOR,2022,44.0,537.0,11.7,16.5,1.0,0.092,-1.5,-1.8,0.4,0.1
Ignas Brazdeikis,ORL,2022,42.0,536.0,10.2,17.7,0.5,0.041,-4.3,-2.7,-1.6,-0.3
Terence Davis,SAC,2022,30.0,536.0,14.6,25.6,0.5,0.044,-0.9,-0.6,-0.4,0.2
Josh Okogie,MIN,2022,49.0,516.0,9.0,12.1,0.7,0.062,-2.7,-3.7,0.9,-0.1
Bismack Biyombo,PHO,2022,36.0,506.0,17.3,17.1,1.8,0.17,-1.3,-1.7,0.4,0.1
Brandon Goodwin,CLE,2022,36.0,502.0,11.8,18.2,0.7,0.069,-1.6,-2.6,1.1,0.1
Zach Collins,SAS,2022,28.0,502.0,16.4,19.2,1.2,0.118,-0.2,-1.2,1.0,0.2
Goran Dragić,2TM,2022,21.0,498.0,10.0,17.2,0.4,0.034,-3.3,-2.8,-0.5,-0.2
Thanasis Antetokounmpo,MIL,2022,48.0,473.0,12.5,15.7,0.9,0.095,-3.5,-3.5,-0.1,-0.2
Admiral Schofield,ORL,2022,38.0,469.0,7.5,14.5,0.3,0.027,-5.4,-4.2,-1.2,-0.4
Lindy Waters III,OKC,2022,25.0,465.0,13.0,17.5,0.8,0.081,-1.6,-0.8,-0.8,0.1
Anthony Gill,WAS,2022,44.0,463.0,14.7,14.4,1.4,0.14,-1.9,-0.6,-1.3,0.0
Trevor Ariza,LAL,2022,24.0,462.0,7.0,11.0,0.2,0.02,-3.4,-3.3,-0.2,-0.2
Killian Tillie,MEM,2022,36.0,461.0,7.6,12.8,0.6,0.058,-2.7,-3.8,1.1,-0.1
Dylan Windler,CLE,2022,50.0,459.0,8.8,11.8,0.8,0.084,-1.7,-3.0,1.2,0.0
Matt Thomas,CHI,2022,40.0,459.0,9.9,14.5,0.6,0.058,-2.6,-1.2,-1.5,-0.1
Kelan Martin,2TM,2022,30.0,450.0,9.4,18.1,0.0,0.005,-3.6,-2.6,-1.0,-0.2
Yuta Watanabe,TOR,2022,38.0,445.0,11.5,16.8,0.7,0.075,-2.0,-1.9,0.0,0.0
Juancho Hernangómez,3TM,2022,40.0,445.0,11.5,13.4,0.9,0.095,-0.6,-0.7,0.1,0.2
Trey Burke,DAL,2022,42.0,441.0,10.0,25.6,0.0,0.003,-5.0,-3.6,-1.4,-0.3
Thomas Bryant,WAS,2022,27.0,439.0,16.6,18.7,1.1,0.118,-1.0,-0.4,-0.7,0.1
Elijah Hughes,2TM,2022,36.0,434.0,5.4,16.5,-0.4,-0.043,-6.9,-5.2,-1.7,-0.5
Joe Harris,BRK,2022,14.0,423.0,9.6,14.5,0.5,0.06,-1.4,-0.9,-0.5,0.1
Patrick Williams,CHI,2022,17.0,422.0,12.7,14.2,0.9,0.099,-1.5,-0.9,-0.7,0.0
Olivier Sarr,OKC,2022,22.0,421.0,14.0,13.9,1.0,0.117,-4.0,-2.7,-1.3,-0.2
Enes Freedom,BOS,2022,35.0,411.0,15.0,13.9,1.4,0.16,-1.4,-1.2,-0.2,0.1
Sandro Mamukelashvili,MIL,2022,41.0,407.0,14.7,14.6,1.1,0.135,-0.3,0.6,-1.0,0.2
Semi Ojeleye,2TM,2022,30.0,406.0,6.7,12.8,0.2,0.029,-5.7,-4.1,-1.6,-0.4
Day'Ron Sharpe,BRK,2022,32.0,391.0,20.7,21.7,1.2,0.152,-2.8,-0.3,-2.5,-0.1
Luka Garza,DET,2022,32.0,389.0,15.6,21.1,0.8,0.093,-2.5,-0.5,-2.0,-0.1
Isaiah Livers,DET,2022,19.0,383.0,11.1,12.4,0.7,0.085,-1.5,-1.3,-0.2,0.0
Gary Clark,NOP,2022,38.0,378.0,11.4,11.6,0.7,0.092,0.1,0.1,0.0,0.2
Paul Millsap,2TM,2022,33.0,376.0,10.8,16.7,0.5,0.061,-3.5,-3.7,0.2,-0.1
Miles McBride,NYK,2022,40.0,372.0,6.1,13.9,0.2,0.032,-4.5,-5.5,1.0,-0.2
Chris Chiozza,GSW,2022,34.0,372.0,4.4,13.4,0.0,-0.004,-6.0,-5.7,-0.2,-0.4
Gorgui Dieng,ATL,2022,44.0,371.0,17.3,16.9,1.2,0.155,2.1,1.4,0.8,0.4
Nick Richards,CHO,2022,50.0,367.0,15.9,15.4,1.0,0.125,-2.8,-2.6,-0.2,-0.1
Jared Butler,UTA,2022,42.0,360.0,12.1,23.1,0.4,0.057,-1.6,-2.3,0.7,0.0
Santi Aldama,MEM,2022,32.0,360.0,10.2,18.4,0.3,0.044,-5.7,-4.2,-1.5,-0.3
Markelle Fultz,ORL,2022,18.0,360.0,17.7,27.5,0.4,0.053,0.2,-0.1,0.4,0.2
Ish Wainright,PHO,2022,45.0,359.0,9.4,14.7,0.6,0.079,-2.0,-3.0,1.0,0.0
Wenyen Gabriel,3TM,2022,26.0,358.0,12.5,17.4,0.7,0.09,-5.9,-3.7,-2.1,-0.4
Cody Zeller,POR,2022,27.0,355.0,17.2,15.9,1.1,0.143,-2.1,-1.2,-1.0,0.0
Keljin Blevins,POR,2022,31.0,349.0,4.8,16.5,-0.5,-0.066,-8.5,-5.6,-2.9,-0.6
Marquese Chriss,DAL,2022,34.0,346.0,14.8,21.5,0.8,0.108,-3.8,-3.8,0.0,-0.2
Moses Brown,2TM,2022,40.0,345.0,18.5,20.7,1.2,0.16,-3.3,-2.4,-0.9,-0.1
Kira Lewis Jr.,NOP,2022,24.0,341.0,9.8,22.3,-0.1,-0.017,-4.0,-2.8,-1.2,-0.2
David Duke Jr.,BRK,2022,22.0,341.0,10.0,15.9,0.3,0.048,-3.9,-3.0,-0.9,-0.2
PJ Dozier,DEN,2022,18.0,340.0,8.7,15.2,0.3,0.038,-2.0,-3.0,1.0,0.0
Jarrett Culver,MEM,2022,37.0,338.0,8.7,20.6,0.1,0.012,-5.4,-5.7,0.3,-0.3
Kris Dunn,POR,2022,14.0,336.0,12.5,18.3,0.2,0.024,-5.4,-4.6,-0.8,-0.3
Isaiah Thomas,3TM,2022,22.0,333.0,12.0,24.8,0.2,0.026,-4.5,-1.9,-2.6,-0.2
Brad Wanamaker,2TM,2022,23.0,320.0,7.5,14.9,0.0,0.004,-5.8,-5.3,-0.5,-0.3
Collin Sexton,CLE,2022,11.0,316.0,11.2,27.9,-0.1,-0.009,-4.1,-3.5,-0.7,-0.2
Justin Anderson,2TM,2022,16.0,316.0,10.4,15.1,0.4,0.054,-3.2,-1.9,-1.3,-0.1
James Bouknight,CHO,2022,31.0,304.0,10.1,23.7,0.0,0.001,-7.1,-3.4,-3.7,-0.4
Justin Robinson,3TM,2022,25.0,304.0,3.6,16.0,-0.3,-0.055,-7.6,-6.4,-1.3,-0.4
Paul Reed,PHI,2022,38.0,302.0,21.4,16.7,1.3,0.212,2.1,-0.8,2.9,0.3
Markieff Morris,MIA,2022,17.0,298.0,10.9,20.6,0.3,0.054,-1.9,-1.5,-0.4,0.0
Brook Lopez,MIL,2022,13.0,298.0,16.0,21.9,0.7,0.108,-1.3,-0.7,-0.7,0.1
Justin Champagnie,TOR,2022,36.0,281.0,13.6,12.0,0.8,0.138,-2.0,-1.3,-0.7,0.0
Nathan Knight,MIN,2022,37.0,267.0,18.7,20.7,1.0,0.171,-0.6,-0.7,0.1,0.1
Michael Porter Jr.,DEN,2022,9.0,265.0,7.5,19.7,-0.2,-0.032,-3.5,-3.9,0.5,-0.1
JT Thor,CHO,2022,33.0,262.0,9.7,12.0,0.3,0.058,-3.0,-3.1,0.1,-0.1
Daishen Nix,HOU,2022,24.0,261.0,8.1,17.3,-0.2,-0.033,-6.4,-5.4,-1.0,-0.3
KZ Okpala,MIA,2022,21.0,244.0,10.4,14.4,0.5,0.097,-2.8,-3.2,0.4,-0.1
Leandro Bolmaro,MIN,2022,35.0,241.0,5.4,12.6,0.0,0.004,-5.8,-5.1,-0.7,-0.2
Usman Garuba,HOU,2022,24.0,240.0,12.9,9.4,0.5,0.105,-0.9,-1.8,0.9,0.1
Jaylen Hoard,OKC,2022,7.0,240.0,18.0,18.7,0.6,0.118,-0.9,1.2,-2.1,0.1
Mychal Mulder,2TM,2022,17.0,239.0,3.7,15.8,-0.2,-0.05,-7.7,-5.9,-1.8,-0.3
Jake Layman,MIN,2022,34.0,231.0,9.0,16.4,0.1,0.024,-3.9,-3.3,-0.6,-0.1
Denzel Valentine,2TM,2022,24.0,222.0,8.1,15.5,0.2,0.039,-2.7,-3.1,0.4,0.0
Kevin Knox,2TM,2022,30.0,222.0,10.9,20.0,0.2,0.047,-4.1,-1.9,-2.2,-0.1
Skylar Mays,ATL,2022,28.0,220.0,11.7,15.5,0.3,0.061,-2.0,-1.2,-0.8,0.0
Georgios Kalaitzakis,2TM,2022,13.0,214.0,8.6,20.2,-0.1,-0.024,-7.0,-5.1,-1.9,-0.3
Malcolm Hill,2TM,2022,19.0,212.0,12.7,12.7,0.6,0.126,-1.6,-1.1,-0.5,0.0
Tim Frazier,2TM,2022,12.0,208.0,3.3,13.3,-0.2,-0.046,-8.6,-6.8,-1.8,-0.3
Alfonzo McKinnie,CHI,2022,17.0,206.0,5.6,15.3,-0.1,-0.015,-9.0,-5.6,-3.4,-0.4
Joe Wieskamp,SAS,2022,29.0,205.0,7.1,13.1,0.1,0.035,-3.9,-2.9,-1.1,-0.1
Ed Davis,CLE,2022,31.0,201.0,9.3,6.0,0.5,0.126,-1.8,-4.2,2.5,0.0
Tyler Cook,CHI,2022,20.0,200.0,13.0,13.0,0.5,0.127,-4.1,-3.0,-1.1,-0.1
Javonte Smart,2TM,2022,17.0,200.0,5.1,15.9,-0.2,-0.038,-6.6,-5.9,-0.8,-0.2
