player_name,team,season,games_played,minutes,PER,USG_pct,WS,WS48,BPM,OBPM,DBPM,VORP
James Wiseman,2TM,2023,45.0,867.0,15.6,21.2,1.4,0.077,-3.5,-2.1,-1.4,-0.3
Théo Maledon,CHO,2023,44.0,854.0,11.6,17.0,0.8,0.047,-2.5,-3.0,0.5,-0.1
Andre Drummond,CHI,2023,67.0,849.0,20.8,21.0,2.8,0.159,-0.8,-1.2,0.5,0.3
Aaron Holiday,ATL,2023,63.0,845.0,9.4,13.4,0.9,0.053,-2.0,-2.9,0.9,0.0
Romeo Langford,SAS,2023,43.0,844.0,10.4,15.4,0.5,0.029,-4.2,-2.6,-1.5,-0.5
Terence Davis,SAC,2023,64.0,841.0,12.9,22.2,0.9,0.054,-1.5,-1.3,-0.3,0.1
George Hill,2TM,2023,46.0,834.0,10.6,11.3,1.9,0.107,-1.5,-2.4,0.9,0.1
Mark Williams,CHO,2023,43.0,828.0,19.8,17.0,2.8,0.163,0.1,-0.5,0.6,0.4
Robert Williams,BOS,2023,35.0,824.0,19.8,11.8,3.8,0.224,3.3,1.0,2.4,1.1
Wesley Matthews,MIL,2023,52.0,820.0,7.0,9.8,1.2,0.073,-2.7,-3.4,0.8,-0.1
Moses Moody,GSW,2023,63.0,817.0,10.3,14.6,1.3,0.076,-2.6,-1.7,-0.9,-0.1
Rudy Gay,UTA,2023,56.0,816.0,9.0,17.7,0.3,0.018,-4.0,-3.6,-0.4,-0.4
Ty Jerome,GSW,2023,45.0,816.0,12.8,14.9,2.1,0.124,-0.8,-1.1,0.3,0.3
Jeremiah Robinson-Earl,OKC,2023,43.0,814.0,13.0,14.6,1.9,0.111,-1.5,-0.8,-0.7,0.1
Jericho Sims,NYK,2023,52.0,812.0,13.8,7.4,2.6,0.153,-0.5,-1.0,0.5,0.3
Caleb Houstan,ORL,2023,51.0,812.0,6.2,11.0,0.7,0.039,-4.0,-3.1,-0.9,-0.4
Danuel House Jr.,PHI,2023,56.0,807.0,9.4,13.8,1.3,0.075,-3.0,-2.5,-0.5,-0.2
Landry Shamet,PHO,2023,40.0,807.0,10.9,18.9,1.2,0.071,-1.4,-1.1,-0.3,0.1
Dario Šarić,2TM,2023,57.0,806.0,13.5,19.2,1.7,0.099,-1.4,-1.5,0.1,0.1
Luke Kornet,BOS,2023,69.0,804.0,16.7,11.5,3.3,0.198,1.0,-0.4,1.3,0.6
Christian Koloko,TOR,2023,58.0,802.0,11.4,10.4,1.7,0.104,-3.5,-4.3,0.8,-0.3
Khris Middleton,MIL,2023,33.0,801.0,17.4,27.4,1.9,0.117,0.8,1.0,-0.3,0.6
JaMychal Green,GSW,2023,57.0,797.0,15.5,17.5,2.2,0.133,-0.5,-0.7,0.2,0.3
Thaddeus Young,TOR,2023,54.0,795.0,14.1,13.5,1.8,0.109,0.1,-1.8,1.9,0.4
Bryce McGowens,CHO,2023,46.0,787.0,7.2,15.0,0.1,0.005,-6.0,-4.6,-1.4,-0.8
Josh Christopher,HOU,2023,64.0,786.0,11.5,21.9,0.0,-0.001,-4.3,-3.0,-1.4,-0.5
Robert Covington,LAC,2023,48.0,779.0,14.2,15.6,1.9,0.117,1.7,-0.5,2.1,0.7
Justise Winslow,POR,2023,29.0,776.0,9.3,14.2,0.4,0.022,-2.8,-3.4,0.6,-0.2
Mo Bamba,2TM,2023,49.0,769.0,15.7,16.6,2.2,0.139,0.5,-0.2,0.7,0.5
Simone Fontecchio,UTA,2023,52.0,766.0,8.0,20.2,-0.1,-0.004,-5.2,-3.0,-2.1,-0.6
Miles McBride,NYK,2023,64.0,760.0,8.4,14.6,0.7,0.047,-2.3,-3.6,1.4,-0.1
Paul Reed,PHI,2023,69.0,755.0,19.2,16.4,2.8,0.18,-0.1,-1.6,1.5,0.4
John Wall,LAC,2023,34.0,755.0,13.6,27.0,0.3,0.02,-1.2,-0.8,-0.4,0.1
R.J. Hampton,2TM,2023,47.0,750.0,10.8,17.8,0.7,0.042,-2.9,-2.3,-0.6,-0.2
Edmond Sumner,BRK,2023,53.0,736.0,14.0,22.1,1.3,0.086,-2.6,-2.4,-0.2,-0.1
Zeke Nnaji,DEN,2023,53.0,728.0,12.5,15.2,1.6,0.106,-3.7,-2.7,-0.9,-0.3
Jaden Hardy,DAL,2023,48.0,708.0,14.6,26.4,0.7,0.048,-2.3,-0.4,-1.9,0.0
Justin Holiday,2TM,2023,46.0,706.0,6.6,14.1,0.1,0.008,-3.9,-3.7,-0.1,-0.3
MarJon Beauchamp,MIL,2023,52.0,701.0,8.2,18.3,0.4,0.027,-4.8,-4.1,-0.6,-0.5
Aleksej Pokusevski,OKC,2023,34.0,701.0,13.4,18.3,1.0,0.066,0.0,-1.0,1.0,0.3
Juan Toscano-Anderson,2TM,2023,52.0,700.0,7.2,11.3,0.5,0.038,-3.8,-4.6,0.8,-0.3
Malachi Flynn,TOR,2023,53.0,691.0,8.7,17.4,0.5,0.034,-4.1,-3.3,-0.8,-0.4
Duncan Robinson,MIA,2023,42.0,691.0,7.8,17.9,0.5,0.035,-5.0,-3.5,-1.5,-0.5
Chimezie Metu,SAC,2023,66.0,689.0,17.3,17.6,2.1,0.143,-0.1,-0.3,0.2,0.3
T.J. Warren,2TM,2023,42.0,687.0,13.5,19.5,1.2,0.081,-2.0,-1.7,-0.2,0.0
Garrison Mathews,2TM,2023,54.0,686.0,9.7,14.7,1.0,0.067,-2.4,-2.0,-0.4,-0.1
Montrezl Harrell,PHI,2023,57.0,681.0,17.6,18.9,2.2,0.153,-1.3,-0.9,-0.4,0.1
Jordan McLaughlin,MIN,2023,43.0,678.0,11.8,11.7,1.3,0.094,-0.7,-1.3,0.6,0.2
Jae'Sean Tate,HOU,2023,31.0,677.0,12.2,18.8,0.7,0.049,-3.5,-2.8,-0.7,-0.3
Blake Wesley,SAS,2023,37.0,669.0,3.5,18.5,-1.6,-0.114,-9.6,-7.9,-1.8,-1.3
Sandro Mamukelashvili,2TM,2023,43.0,660.0,13.4,18.2,0.9,0.063,-2.4,-1.1,-1.3,-0.1
Eugene Omoruyi,2TM,2023,40.0,645.0,10.9,19.3,0.6,0.042,-4.4,-3.5,-0.9,-0.4
Payton Pritchard,BOS,2023,48.0,643.0,10.3,19.8,0.6,0.045,-3.4,-2.1,-1.2,-0.2
Amir Coffey,LAC,2023,50.0,625.0,7.0,13.5,0.4,0.033,-5.0,-4.3,-0.7,-0.5
Anthony Gill,WAS,2023,59.0,624.0,11.1,12.3,1.3,0.101,-3.3,-2.4,-0.9,-0.2
Jabari Walker,POR,2023,56.0,619.0,9.6,17.3,0.2,0.015,-6.1,-3.9,-2.1,-0.6
Darius Bazley,2TM,2023,43.0,616.0,13.1,16.4,1.0,0.078,-1.0,-2.0,1.0,0.2
Juancho Hernangómez,TOR,2023,42.0,614.0,7.6,9.4,0.7,0.053,-3.3,-3.5,0.2,-0.2
Jaxson Hayes,NOP,2023,47.0,610.0,13.7,15.7,1.5,0.118,-1.2,-2.2,1.0,0.1
Frank Ntilikina,DAL,2023,47.0,607.0,5.2,13.1,-0.1,-0.01,-6.7,-6.1,-0.7,-0.7
DeAndre Jordan,DEN,2023,39.0,586.0,14.7,13.7,1.4,0.112,-1.8,-2.4,0.7,0.0
Blake Griffin,BOS,2023,41.0,569.0,13.1,12.7,1.8,0.153,0.1,-1.4,1.5,0.3
Ousmane Dieng,OKC,2023,39.0,569.0,9.3,15.9,0.4,0.038,-3.6,-3.1,-0.5,-0.2
Kris Dunn,UTA,2023,22.0,568.0,19.1,20.2,1.9,0.162,2.4,0.7,1.7,0.6
Patty Mills,BRK,2023,40.0,567.0,10.6,19.7,0.4,0.035,-3.1,-1.4,-1.7,-0.2
Ricky Rubio,CLE,2023,33.0,566.0,10.4,17.7,0.7,0.062,-2.8,-3.8,1.1,-0.1
Ziaire Williams,MEM,2023,37.0,561.0,7.4,18.0,0.1,0.011,-5.6,-4.7,-0.8,-0.5
Day'Ron Sharpe,BRK,2023,48.0,552.0,17.8,19.0,1.6,0.139,-2.3,-1.8,-0.6,0.0
Kai Jones,CHO,2023,46.0,550.0,10.8,12.4,0.7,0.062,-4.0,-4.8,0.8,-0.3
Lindy Waters III,OKC,2023,41.0,531.0,11.8,15.5,1.1,0.101,0.1,0.5,-0.4,0.3
Rodney McGruder,DET,2023,32.0,524.0,10.7,14.0,0.7,0.068,-1.5,-0.8,-0.7,0.1
Chuma Okeke,ORL,2023,27.0,518.0,9.1,12.3,0.7,0.061,-1.6,-2.4,0.8,0.1
James Bouknight,CHO,2023,34.0,515.0,6.2,19.5,-0.4,-0.04,-6.5,-5.4,-1.1,-0.6
Max Christie,LAL,2023,41.0,512.0,7.4,10.4,0.6,0.058,-3.1,-3.2,0.0,-0.1
Charles Bassey,SAS,2023,35.0,508.0,18.8,15.6,1.3,0.123,0.7,-0.6,1.3,0.3
Raul Neto,CLE,2023,48.0,505.0,12.6,13.2,1.5,0.142,-0.2,-1.7,1.5,0.2
Dāvis Bertāns,DAL,2023,45.0,492.0,11.9,16.2,0.9,0.09,-1.2,0.0,-1.3,0.1
Taj Gibson,WAS,2023,49.0,480.0,11.4,15.3,0.8,0.082,-3.2,-3.6,0.5,-0.1
Javonte Green,CHI,2023,32.0,480.0,14.5,13.6,1.4,0.142,1.4,-1.1,2.5,0.4
Damian Jones,2TM,2023,41.0,477.0,12.9,10.7,1.2,0.119,-1.7,-2.0,0.3,0.0
Isaiah Roby,SAS,2023,42.0,474.0,9.3,17.8,-0.1,-0.011,-4.6,-4.0,-0.6,-0.3
Stanley Johnson,SAS,2023,30.0,469.0,13.5,15.2,0.7,0.076,-1.0,-0.8,-0.2,0.1
Svi Mykhailiuk,2TM,2023,32.0,468.0,14.0,19.3,0.8,0.081,-0.1,0.5,-0.7,0.2
Evan Fournier,NYK,2023,27.0,459.0,6.9,18.4,0.1,0.01,-4.0,-4.0,0.0,-0.2
Willy Hernangómez,NOP,2023,38.0,458.0,20.7,23.8,1.6,0.171,0.3,-0.2,0.5,0.3
Kevon Harris,ORL,2023,34.0,457.0,9.2,13.7,0.6,0.065,-3.6,-3.5,-0.1,-0.2
Goga Bitadze,2TM,2023,38.0,457.0,17.1,15.4,1.3,0.141,0.3,-0.8,1.1,0.3
Admiral Schofield,ORL,2023,37.0,451.0,10.1,14.1,0.8,0.089,-2.9,-2.2,-0.7,-0.1
TyTy Washington Jr.,HOU,2023,31.0,433.0,7.5,17.4,-0.1,-0.016,-6.3,-5.0,-1.3,-0.5
Dewayne Dedmon,2TM,2023,38.0,426.0,15.5,20.6,1.0,0.115,-1.6,-2.6,1.0,0.0
Orlando Robinson,MIA,2023,31.0,425.0,13.4,12.4,1.1,0.129,-2.1,-2.7,0.7,0.0
Johnny Davis,WAS,2023,28.0,423.0,7.2,20.5,-0.3,-0.033,-7.4,-5.8,-1.7,-0.6
Keon Johnson,POR,2023,40.0,416.0,9.0,25.0,-0.5,-0.057,-5.4,-3.8,-1.6,-0.4
Jake LaRavia,MEM,2023,35.0,414.0,6.7,11.7,0.5,0.054,-3.5,-3.9,0.4,-0.2
Dominick Barlow,SAS,2023,28.0,408.0,12.4,11.3,0.7,0.082,-4.6,-3.7,-0.9,-0.3
Bruno Fernando,2TM,2023,39.0,405.0,16.6,16.3,0.9,0.109,-2.0,-2.8,0.7,0.0
Cade Cunningham,DET,2023,12.0,400.0,14.0,30.0,-0.1,-0.018,-0.7,-0.1,-0.6,0.1
Ish Smith,DEN,2023,43.0,398.0,6.5,19.3,-0.5,-0.056,-6.6,-5.5,-1.1,-0.5
Duane Washington Jr.,PHO,2023,31.0,394.0,9.3,32.5,-0.5,-0.065,-4.6,-1.8,-2.8,-0.3
Kessler Edwards,2TM,2023,36.0,385.0,8.4,12.7,0.4,0.048,-3.9,-3.2,-0.7,-0.2
Saben Lee,2TM,2023,25.0,373.0,13.1,19.5,0.7,0.088,-1.8,-2.7,0.9,0.0
Gary Payton II,2TM,2023,22.0,367.0,13.3,10.3,1.0,0.125,0.3,-1.2,1.5,0.2
Udoka Azubuike,UTA,2023,36.0,359.0,16.1,11.5,1.0,0.134,-0.6,-1.2,0.5,0.1
Gorgui Dieng,SAS,2023,31.0,358.0,9.9,17.9,0.0,0.001,-3.9,-4.0,0.1,-0.2
JaVale McGee,DAL,2023,42.0,355.0,17.2,22.8,0.6,0.076,-3.7,-3.6,-0.1,-0.1
Markieff Morris,2TM,2023,35.0,355.0,10.4,17.2,0.4,0.059,-2.7,-2.3,-0.4,-0.1
Furkan Korkmaz,PHI,2023,37.0,353.0,9.3,19.1,0.1,0.019,-4.4,-3.3,-1.0,-0.2
Richaun Holmes,SAC,2023,42.0,348.0,12.9,13.7,0.8,0.113,-2.9,-2.0,-0.9,-0.1
A.J. Green,MIL,2023,35.0,345.0,11.5,16.6,0.8,0.111,-0.9,-0.3,-0.6,0.1
Davon Reed,2TM,2023,43.0,342.0,6.2,14.5,0.1,0.008,-5.3,-5.4,0.0,-0.3
Jae Crowder,MIL,2023,18.0,340.0,14.6,13.2,1.2,0.165,1.2,0.1,1.1,0.3
Derrick Rose,NYK,2023,27.0,338.0,10.1,23.6,0.0,-0.001,-3.7,-2.2,-1.5,-0.1
McKinley Wright IV,DAL,2023,27.0,335.0,12.4,16.9,0.5,0.069,-2.7,-1.9,-0.8,-0.1
Theo Pinson,DAL,2023,40.0,323.0,10.1,14.7,0.5,0.071,-3.4,-2.5,-0.9,-0.1
Julian Champagnie,2TM,2023,17.0,320.0,13.4,19.2,0.4,0.061,-3.3,-0.6,-2.7,-0.1
Matt Ryan,2TM,2023,34.0,310.0,8.1,16.5,0.3,0.044,-3.4,-1.9,-1.5,-0.1
Robin Lopez,CLE,2023,37.0,299.0,11.6,16.1,0.6,0.094,-3.0,-3.4,0.3,-0.1
Moses Brown,2TM,2023,36.0,294.0,22.2,21.2,1.1,0.179,-0.6,0.6,-1.2,0.1
Nathan Knight,MIN,2023,38.0,291.0,14.5,18.7,0.7,0.116,-3.2,-2.4,-0.8,-0.1
Kennedy Chandler,MEM,2023,36.0,281.0,10.6,15.8,0.3,0.044,-2.7,-3.3,0.6,0.0
Dalano Banton,TOR,2023,31.0,279.0,14.9,24.2,0.4,0.064,-0.5,-1.1,0.6,0.1
Trent Forrest,ATL,2023,23.0,277.0,6.1,11.6,-0.1,-0.011,-5.1,-5.3,0.2,-0.2
Bryn Forbes,MIN,2023,25.0,268.0,6.2,16.2,0.0,0.0,-6.3,-4.8,-1.5,-0.3
Terry Taylor,2TM,2023,31.0,264.0,11.0,14.2,0.3,0.054,-4.1,-2.3,-1.8,-0.1
Jeff Dowtin Jr.,TOR,2023,25.0,259.0,9.9,10.9,0.4,0.076,-1.9,-2.8,0.9,0.0
KZ Okpala,SAC,2023,35.0,248.0,6.2,8.4,0.3,0.057,-3.2,-4.3,1.1,-0.1
Brandon Boston Jr.,LAC,2023,22.0,248.0,13.4,26.5,0.2,0.04,-2.2,-1.5,-0.7,0.0
Luka Garza,MIN,2023,28.0,243.0,23.0,26.9,1.1,0.211,-0.4,2.2,-2.6,0.1
Jamal Cain,MIA,2023,18.0,240.0,16.5,15.1,0.8,0.169,0.8,-0.5,1.3,0.2
Kira Lewis Jr.,NOP,2023,25.0,235.0,14.5,19.7,0.6,0.122,-0.3,-0.8,0.5,0.1
Frank Kaminsky,2TM,2023,36.0,235.0,15.3,14.1,0.7,0.141,2.8,1.2,1.7,0.3
Johnny Juzang,UTA,2023,18.0,232.0,6.5,19.6,-0.2,-0.032,-6.5,-4.3,-2.2,-0.3
David Duke Jr.,BRK,2023,23.0,228.0,8.3,20.1,-0.1,-0.011,-7.3,-6.3,-1.0,-0.3
Patrick Baldwin Jr.,GSW,2023,31.0,226.0,11.3,22.8,0.1,0.029,-2.1,-0.7,-1.4,0.0
John Butler,POR,2023,19.0,221.0,5.7,11.0,0.0,0.001,-6.2,-5.4,-0.8,-0.2
Cody Zeller,MIA,2023,15.0,217.0,16.4,18.1,0.7,0.147,-2.8,-2.0,-0.7,0.0
Dalen Terry,CHI,2023,38.0,214.0,14.1,18.4,0.5,0.105,0.0,-1.7,1.7,0.1
Matthew Dellavedova,SAC,2023,32.0,213.0,6.7,12.7,0.1,0.021,-5.2,-4.4,-0.8,-0.2
Thanasis Antetokounmpo,MIL,2023,37.0,206.0,6.7,13.8,0.1,0.022,-7.6,-6.5,-1.1,-0.3
Nikola Jović,MIA,2023,15.0,204.0,10.6,19.0,0.2,0.053,-3.4,-3.4,0.0,-0.1
