season,label,note,is_baseline,n,brier,logloss,win_acc,margin_mae,retro_r2,retro_rmse_wins,retro_n,team_rmse,team_r2,elapsed_s
2025,late20_15,Last 20 games → 1.5x  [retrodiction only],False,613,0.2161157276219692,0.6196131516742537,0.6508972267536705,11.729184474546647,0.9699320112839313,2.276778701290545,30,1.343465873430531,0.9480334159516103,0.02
2025,late30_15,Last 30 games → 1.5x  [retrodiction only],False,613,0.2161157276219692,0.6196131516742537,0.6508972267536705,11.729184474546647,0.9692680869350832,2.3017779676571055,30,1.3510571136493277,0.9474444834541477,0.02
2025,po_15,Prior playoff games at 1.5x,False,613,0.21768018213882162,0.6229358910721616,0.6231647634584013,11.806830067371347,0.9471924764232588,3.0172863743155336,30,2.876704845742088,0.7617343138996648,0.02
2025,po_20,Prior playoff games at 2.0x,False,613,0.21832365742085275,0.6243410656275572,0.6231647634584013,11.836936865842207,0.9363470345754022,3.3126682959814504,30,3.1908541705020124,0.7068534382953948,0.02
2025,combined,B2B 0.75x + last-20 1.5x + close 1.5x,False,613,0.2178664126469333,0.6239935287765701,0.6492659053833605,11.786287646563746,0.9729613984134617,2.1590402760298844,30,2.3800213629195834,0.8369080210218828,0.02
2025,lorentzian,"NCAA-style iterative (IMP_C=6, freeze iter 6)",False,613,0.21548245851683137,0.6185212569847713,0.6525285481239804,11.724992223622403,0.9758918868504219,2.0386855341094807,30,1.6578527139599044,0.9208660614956963,0.03
2026,baseline,,True,613,0.20184423281376798,0.5921497748816801,0.7128874388254486,12.324057479928618,0.9505935469834327,3.0254534969492926,30,1.6333381313210515,0.9286215074590561,0.02
2026,b2b_075,B2B games → 0.75x,False,613,0.20216559804020967,0.5928768163450844,0.7177814029363785,12.330747629349306,0.9457265682538278,3.1709711112172188,30,2.6437520545191293,0.8129935378991453,0.02
2026,close8_15,|margin| ≤ 8 → 1.5x,False,613,0.2045121580480494,0.5983394323583273,0.7014681892332789,12.421683819527868,0.9512792244029763,3.0043860757691006,30,2.076977588371247,0.8845806058731134,0.02
2026,late20_15,Last 20 games → 1.5x  [retrodiction only],False,613,0.20184423281376798,0.5921497748816801,0.7128874388254486,12.324057479928618,0.948533704569496,3.087877750185614,30,1.503674255052809,0.9395045519270294,0.02
2026,late30_15,Last 30 games → 1.5x  [retrodiction only],False,613,0.20184423281376798,0.5921497748816801,0.7128874388254486,12.324057479928618,0.9463804238993169,3.1518121981255844,30,1.491497456907103,0.9404803725714633,0.02
2026,po_15,Prior playoff games at 1.5x,False,613,0.20378916521091098,0.5962849325890355,0.7047308319738989,12.445908916953703,0.9180264719631995,3.897045328743888,30,3.0515644403811617,0.7508503619838358,0.02
2026,po_20,Prior playoff games at 2.0x,False,613,0.2044604786996968,0.5976996635012658,0.6949429037520392,12.479669177101414,0.9050884639299376,4.193321346607431,30,3.3605078747525146,0.6978483261526165,0.02
2026,combined,B2B 0.75x + last-20 1.5x + close 1.5x,False,613,0.20512313532184695,0.5997253990539387,0.7030995106035889,12.440012212052276,0.9466545895005454,3.1437440075806045,30,2.638143362903949,0.813786160641425,0.02
2026,lorentzian,"NCAA-style iterative (IMP_C=6, freeze iter 6)",False,613,0.2047104142491611,0.5985986945698349,0.7063621533442088,12.434145932664482,0.9573571236716893,2.8107478639011756,30,1.8424472901455733,0.9091750193700924,0.03
