team_id,team_slug,team_name,conference,is_d1,elevation,games,total_pts,total_pts_allowed,total_possessions,total_opp_possessions,total_fgm,total_fga,total_fg3m,total_fg3a,total_ftm,total_fta,total_oreb,total_dreb,total_reb,total_opp_dreb,total_ast,total_stl,total_blk,total_tov,total_pf,ppg,papg,pace,ortg,drtg,net_rtg,efg_pct,tov_pct,orb_pct,ftr,opp_efg_pct,opp_tov_pct,opp_orb_pct,drb_pct,opp_ftr,efg_margin,tov_edge,reb_edge,ftr_margin,kill_shots_for,kill_shots_against,kill_shots_pg,kill_shots_conceded_pg,kill_shot_margin_pg,ast_g,ast_pct,blk_g,blk_pct,dpf_g,last_updated,adj_o,adj_d,adj_em,adj_tempo,adj_efg_pct,adj_tov_pct,adj_orb_pct,adj_ftr,adj_opp_efg_pct,adj_opp_tov_pct,adj_opp_orb_pct,adj_drb_pct,adj_opp_ftr,adj_efg_margin,adj_tov_edge,adj_reb_edge,adj_ftr_margin,ffi_raw,ffi_adj,wab,sor_rank,net_rank,sos_rank,sos_win_pct,rank_adj_o,rank_adj_d,rank_adj_em,ap_poll_week6,tournament_seed,tournament_region,tournament_finish,games_played,wins,losses,d1_games_played,total_possessions_ratings,hca_estimate,computed_at,proj_base_team_offense,proj_base_team_defense,proj_base_team_roster_strength,proj_returner_minutes_fraction,proj_continuity_score,proj_continuity_adjustment_off,proj_continuity_adjustment_def,proj_returner_bpr_fraction,proj_transfer_minutes_fraction,proj_transfer_bpr_fraction,proj_transfer_dependence_score,proj_continuity_value_score,proj_transfer_fit_risk_score,proj_fit_adjustment_off,proj_fit_adjustment_def,proj_coaching_continuity_adjustment,projected_adj_o,projected_adj_d,projected_adj_em,proj_team_projection_uncertainty,projected_adj_o_low,projected_adj_o_high,projected_adj_d_low,projected_adj_d_high,projected_adj_em_low,projected_adj_em_high,projected_national_rank,projected_offense_rank,projected_defense_rank,proj_national_rank_range_low,proj_national_rank_range_high,proj_offense_rank_range_low,proj_offense_rank_range_high,proj_defense_rank_range_low,proj_defense_rank_range_high,projection_summary,proj_driver_breakdown,proj_computed_at,fit_n_players,fit_overall_fit_score,fit_offensive_fit_score,fit_defensive_fit_score,fit_creation_fit,fit_shooting_fit,fit_ball_security_fit,fit_finishing_fit,fit_pressure_fit,fit_off_rebounding_fit,fit_role_balance_off_fit,fit_off_total_penalty,fit_rim_protection_fit,fit_def_rebounding_fit,fit_disruption_fit,fit_foul_discipline_fit,fit_perimeter_defense_fit,fit_size_coverage_fit,fit_mobility_fit,fit_role_balance_def_fit,fit_def_total_penalty,fit_off_penalties,fit_def_penalties,fit_offensive_strengths,fit_offensive_weaknesses,fit_defensive_strengths,fit_defensive_weaknesses,fit_summary,fit_pace_alignment_score,fit_pace_modifier,fit_off_scheme_alignment_score,fit_off_scheme_modifier,fit_def_scheme_alignment_score,fit_def_scheme_modifier,fit_off_contextual_modifier,fit_def_contextual_modifier,fit_adjusted_off_fit,fit_adjusted_def_fit,fit_adjusted_overall_fit,fit_has_team_style_data,fit_computed_at
1,abilene-christian,Abilene Christian,WAC,True,0,30,2038,2216,2076.4375,2076.4375,695,1639,167,538,481,683,320,589,909,712,376,288,77,432,640,67.93333333333334,73.86666666666666,69.21458333333334,98.14887276886495,106.72124732865787,-8.57237455979292,47.49847467968274,20.804864100171567,31.007751937984494,41.67175106772422,56.46374829001368,23.405472112693012,29.121540312876053,70.87845968712395,53.48837209302325,-8.965273610330946,2.6006080125214446,1.8862116251084409,-11.816621025299028,0,0,0.0,0.0,0.0,12.533333333333333,54.10071942446043,2.566666666666667,,21.333333333333332,2026-04-29 17:49:58.836190+00:00,100.8263,108.3037,-7.4774,68.3606,48.36,20.38,31.01,40.63,56.51,21.9,27.66,68.07,52.48,-8.15,1.52,3.35,-11.85,34.6,37.9,-12.755999999999998,265,248,164,0.5109104534101218,324,153,264,,,,,33,14,19,30,2076.4375,,2026-06-24 17:33:08.778790+00:00,2.5348953498,4.591805509299999,7.1265951847,0.40271108054221605,40.27110805422161,-0.3400434156844066,-0.45339122091254214,0.36256386611633706,0.11540582308116462,0.100176322292451,10.0176322292451,38.66521947718645,0.01308751621462463,0.0,0.0,0.0,103.75171358237236,104.88812323331244,-1.136409650940081,0.501583460032204,98.99775493229185,108.50567223245287,100.13416458323194,109.64208188339295,-10.644326951101101,8.37150764922094,217,330,128,26,526,48,527,13,526,"{""uncertainty"":0.502,""defense_rank"":128,""offense_rank"":330,""national_rank"":217,""projected_adj_d"":104.89,""projected_adj_o"":103.75,""continuity_score"":40.3,""projected_adj_em"":-1.14,""national_rank_range"":""26\u2013526"",""continuity_value_score"":38.7,""projected_adj_em_range"":[-10.64,8.37],""transfer_fit_risk_score"":0.013,""transfer_dependence_score"":10.0}","[{""unit"":""pts/100"",""driver"":""Base Roster Offense"",""value_def"":null,""value_off"":-1.286},{""unit"":""pts/100"",""driver"":""Base Roster Defense"",""value_def"":0.819,""value_off"":null},{""unit"":""pts/100"",""driver"":""Continuity"",""value_def"":-0.453,""value_off"":-0.34},{""unit"":""pts/100"",""driver"":""Roster Fit"",""value_def"":0.0,""value_off"":0.0},{""note"":""Placeholder \u2014 no coach data available"",""unit"":""pts/100"",""driver"":""Coaching Continuity"",""value_def"":0.0,""value_off"":0.0},{""note"":""transfer_dependence=10.0, risk=0.013"",""unit"":""uncertainty"",""driver"":""Transfer Fit Risk"",""value_def"":null,""value_off"":null}]",2026-04-30 04:07:05.793769+00:00,14,40.77,35.84,45.69,25.0,20.32,42.46,43.94,47.21,47.3,58.0,25.0,44.88,43.18,60.78,42.11,51.53,18.99,48.95,63.0,10.0,"[[""no_primary_creator"",15.0],[""few_spacers"",10.0]]","[[""no_meaningful_big_minutes"",10.0]]","[""role_balance_off_fit"",""off_rebounding_fit"",""pressure_fit""]","[""shooting_fit"",""creation_fit"",""ball_security_fit""]","[""role_balance_def_fit"",""disruption_fit"",""perimeter_defense_fit""]","[""size_coverage_fit"",""foul_discipline_fit"",""def_rebounding_fit""]","{""penalties"":{""defense"":[[""no_meaningful_big_minutes"",10.0]],""offense"":[[""no_primary_creator"",15.0],[""few_spacers"",10.0]]},""overall_fit"":40.77,""defensive_fit"":45.69,""offensive_fit"":35.84,""def_subcomponents"":{""mobility_fit"":48.95,""disruption_fit"":60.78,""size_coverage_fit"":18.99,""def_rebounding_fit"":43.18,""rim_protection_fit"":44.88,""foul_discipline_fit"":42.11,""role_balance_def_fit"":63.0,""perimeter_defense_fit"":51.53},""off_subcomponents"":{""creation_fit"":25.0,""pressure_fit"":47.21,""shooting_fit"":20.32,""finishing_fit"":43.94,""ball_security_fit"":42.46,""off_rebounding_fit"":47.3,""role_balance_off_fit"":58.0},""top_def_strengths"":[""role_balance_def_fit"",""disruption_fit"",""perimeter_defense_fit""],""top_off_strengths"":[""role_balance_off_fit"",""off_rebounding_fit"",""pressure_fit""],""top_def_weaknesses"":[""size_coverage_fit"",""foul_discipline_fit"",""def_rebounding_fit""],""top_off_weaknesses"":[""shooting_fit"",""creation_fit"",""ball_security_fit""]}",90.09198961844126,1.6036795847376504,50.0,0.0,100.0,3.0,1.6036795847376504,3.801839792368825,37.45367958473765,49.481839792368824,43.46775968855324,True,2026-04-30 04:07:05.222671+00:00
2,air-force,Air Force,MWC,True,7258,32,1969,2556,2156.6875000000005,2156.6875000000005,696,1637,209,684,368,574,225,706,931,825,389,180,76,472,570,61.53125,79.875,67.39648437500001,91.29741791520559,118.51508389602108,-27.217665980815497,48.90042761148442,21.885414553568836,21.428571428571427,35.06414172266341,56.37949836423118,15.06940620743617,31.256085686465436,68.74391431353457,36.586695747001095,-7.479070752746765,-6.816008346132666,-9.82751425789401,-1.522554024337687,0,0,0.0,0.0,0.0,12.15625,55.89080459770115,2.375,,17.8125,2026-04-29 17:49:59.021098+00:00,95.0654,115.7208,-20.6554,67.3308,49.62,20.76,22.57,34.56,54.72,15.74,29.96,68.63,35.84,-5.1,-5.02,-7.39,-1.28,14.7,27.7,-19.733000000000004,352,350,85,0.38818647069930196,357,307,355,,,,,32,3,29,32,2156.6875000000005,,2026-06-24 17:33:08.804359+00:00,2.3717345479,1.4547365189,3.8264053719,0.4282100287159885,42.82100287159885,-0.2809629281322471,-0.3746172375096628,0.37354918348247806,0.0,0.0,0.0,40.63456906225843,0.0,0.0,0.0,0.0,103.69168668453753,106.87981478357358,-3.1881280990360494,0.5174194729001248,98.89813800228721,108.48523536678785,102.08626610132326,111.6733634658239,-12.775225463536673,6.398969265464574,380,339,371,40,527,49,527,32,527,"{""uncertainty"":0.517,""defense_rank"":371,""offense_rank"":339,""national_rank"":380,""projected_adj_d"":106.88,""projected_adj_o"":103.69,""continuity_score"":42.8,""projected_adj_em"":-3.19,""national_rank_range"":""40\u2013527"",""continuity_value_score"":40.6,""projected_adj_em_range"":[-12.78,6.4],""transfer_fit_risk_score"":0.0,""transfer_dependence_score"":0.0}","[{""unit"":""pts/100"",""driver"":""Base Roster Offense"",""value_def"":null,""value_off"":-1.405},{""unit"":""pts/100"",""driver"":""Base Roster Defense"",""value_def"":-1.251,""value_off"":null},{""unit"":""pts/100"",""driver"":""Continuity"",""value_def"":-0.375,""value_off"":-0.281},{""unit"":""pts/100"",""driver"":""Roster Fit"",""value_def"":0.0,""value_off"":0.0},{""note"":""Placeholder \u2014 no coach data available"",""unit"":""pts/100"",""driver"":""Coaching Continuity"",""value_def"":0.0,""value_off"":0.0},{""note"":""transfer_dependence=0.0, risk=0.000"",""unit"":""uncertainty"",""driver"":""Transfer Fit Risk"",""value_def"":null,""value_off"":null}]",2026-04-30 04:07:05.787463+00:00,17,40.74,39.54,41.94,25.25,37.57,48.86,44.61,44.11,40.31,58.0,15.0,33.85,32.58,39.73,58.36,43.8,49.14,42.71,50.0,20.0,"[[""no_primary_creator"",15.0]]","[[""no_rim_protector"",12.0],[""poor_rebound_balance"",8.0]]","[""role_balance_off_fit"",""ball_security_fit"",""finishing_fit""]","[""creation_fit"",""shooting_fit"",""off_rebounding_fit""]","[""foul_discipline_fit"",""role_balance_def_fit"",""size_coverage_fit""]","[""def_rebounding_fit"",""rim_protection_fit"",""disruption_fit""]","{""penalties"":{""defense"":[[""no_rim_protector"",12.0],[""poor_rebound_balance"",8.0]],""offense"":[[""no_primary_creator"",15.0]]},""overall_fit"":40.74,""defensive_fit"":41.94,""offensive_fit"":39.54,""def_subcomponents"":{""mobility_fit"":42.71,""disruption_fit"":39.73,""size_coverage_fit"":49.14,""def_rebounding_fit"":32.58,""rim_protection_fit"":33.85,""foul_discipline_fit"":58.36,""role_balance_def_fit"":50.0,""perimeter_defense_fit"":43.8},""off_subcomponents"":{""creation_fit"":25.25,""pressure_fit"":44.11,""shooting_fit"":37.57,""finishing_fit"":44.61,""ball_security_fit"":48.86,""off_rebounding_fit"":40.31,""role_balance_off_fit"":58.0},""top_def_strengths"":[""foul_discipline_fit"",""role_balance_def_fit"",""size_coverage_fit""],""top_off_strengths"":[""role_balance_off_fit"",""ball_security_fit"",""finishing_fit""],""top_def_weaknesses"":[""def_rebounding_fit"",""rim_protection_fit"",""disruption_fit""],""top_off_weaknesses"":[""creation_fit"",""shooting_fit"",""off_rebounding_fit""]}",78.9881858656199,1.159527434624796,50.0,0.0,20.301749999999995,-1.7818950000000002,1.159527434624796,-1.2021312826876023,40.7195274346248,40.697868717312396,40.7086980759686,True,2026-04-30 04:07:05.216581+00:00
3,akron,Akron,MAC,True,0,33,2851,2475,2344.8999999999996,2344.8999999999996,1022,2061,353,923,454,602,366,847,1213,729,584,237,96,363,534,86.39393939393939,75.0,71.05757575757575,121.58300993645786,105.54821101113056,16.034798925327294,58.15138282387191,15.480404281632481,33.42465753424658,29.209121785540997,51.205424409844305,18.295023241929297,29.942100909842846,70.05789909015715,30.436966348568557,6.945958414027608,2.8146189602968157,3.482556624403731,-1.2278445630275598,0,0,0.0,0.0,0.0,17.696969696969695,57.14285714285714,2.909090909090909,,16.181818181818183,2026-04-29 17:49:59.160352+00:00,118.2839,106.7361,11.5477,70.3883,56.66,15.96,32.98,29.87,51.27,18.32,30.61,74.29,30.93,5.39,2.36,2.37,-1.06,73.1,64.2,-0.5559999999999995,41,58,223,0.5534695840121756,50,124,63,,12,Midwest,,35,29,6,33,2344.8999999999996,,2026-06-24 17:33:08.831144+00:00,7.0134848501,2.0159481526999996,9.0294673315,0.38638552272289545,38.638552272289544,-0.38871546079372443,-0.5182872810582992,0.34649216525421983,0.49569630086073985,0.5481890019591061,54.818900195910615,37.04281797354252,0.0,0.0,0.0,0.0,106.97241187248204,106.6530851488142,0.3193267236678423,0.45431938042401787,102.336613421422,111.60821032354208,102.01728669775416,111.28888359987424,-8.952270178452247,9.590923625787932,160,94,336,15,526,13,509,31,527,"{""uncertainty"":0.454,""defense_rank"":336,""offense_rank"":94,""national_rank"":160,""projected_adj_d"":106.65,""projected_adj_o"":106.97,""continuity_score"":38.6,""projected_adj_em"":0.32,""national_rank_range"":""15\u2013526"",""continuity_value_score"":37.0,""projected_adj_em_range"":[-8.95,9.59],""transfer_fit_risk_score"":0.0,""transfer_dependence_score"":54.8}","[{""unit"":""pts/100"",""driver"":""Base Roster Offense"",""value_def"":null,""value_off"":1.984},{""unit"":""pts/100"",""driver"":""Base Roster Defense"",""value_def"":-0.881,""value_off"":null},{""unit"":""pts/100"",""driver"":""Continuity"",""value_def"":-0.518,""value_off"":-0.389},{""unit"":""pts/100"",""driver"":""Roster Fit"",""value_def"":0.0,""value_off"":0.0},{""note"":""Placeholder \u2014 no coach data available"",""unit"":""pts/100"",""driver"":""Coaching Continuity"",""value_def"":0.0,""value_off"":0.0},{""note"":""transfer_dependence=54.8, risk=0.000"",""unit"":""uncertainty"",""driver"":""Transfer Fit Risk"",""value_def"":null,""value_off"":null}]",2026-04-30 04:07:06.264704+00:00,12,52.89,51.6,54.19,39.87,60.21,56.32,57.36,41.83,53.74,58.0,15.0,50.86,50.25,51.03,50.76,48.74,77.5,47.09,63.0,0.0,"[[""no_primary_creator"",15.0],[""spacer_concentration_bonus"",-5.0]]",[],"[""shooting_fit"",""role_balance_off_fit"",""finishing_fit""]","[""creation_fit"",""pressure_fit"",""off_rebounding_fit""]","[""size_coverage_fit"",""role_balance_def_fit"",""disruption_fit""]","[""mobility_fit"",""perimeter_defense_fit"",""def_rebounding_fit""]","{""penalties"":{""defense"":[],""offense"":[[""no_primary_creator"",15.0],[""spacer_concentration_bonus"",-5.0]]},""overall_fit"":52.89,""defensive_fit"":54.19,""offensive_fit"":51.6,""def_subcomponents"":{""mobility_fit"":47.09,""disruption_fit"":51.03,""size_coverage_fit"":77.5,""def_rebounding_fit"":50.25,""rim_protection_fit"":50.86,""foul_discipline_fit"":50.76,""role_balance_def_fit"":63.0,""perimeter_defense_fit"":48.74},""off_subcomponents"":{""creation_fit"":39.87,""pressure_fit"":41.83,""shooting_fit"":60.21,""finishing_fit"":57.36,""ball_security_fit"":56.32,""off_rebounding_fit"":53.74,""role_balance_off_fit"":58.0},""top_def_strengths"":[""size_coverage_fit"",""role_balance_def_fit"",""disruption_fit""],""top_off_strengths"":[""shooting_fit"",""role_balance_off_fit"",""finishing_fit""],""top_def_weaknesses"":[""mobility_fit"",""perimeter_defense_fit"",""def_rebounding_fit""],""top_off_weaknesses"":[""creation_fit"",""pressure_fit"",""off_rebounding_fit""]}",83.6558146272072,1.3462325850882884,50.0,0.0,53.53787858484856,0.21227271509091378,1.3462325850882884,0.8853890076350579,52.94623258508829,55.04538900763505,53.99581079636167,True,2026-04-30 04:07:05.632472+00:00
4,alabama,Alabama,SEC,True,0,35,3192,2896,2615.2375,2615.2375,1052,2312,450,1256,638,832,437,988,1425,912,571,225,174,343,646,91.2,82.74285714285715,74.72107142857143,122.05392435677447,110.73564064449212,11.318283712282351,55.233564013840834,13.115443626056905,32.3943661971831,35.98615916955018,49.16701374427322,12.771306621291565,32.83480625424881,67.1651937457512,32.02832153269471,6.066550269567614,-0.34413700476534004,-0.44044005706570744,3.9578376368554657,0,0,0.0,0.0,0.0,16.314285714285713,54.27756653992395,4.9714285714285715,,18.457142857142856,2026-04-29 17:49:59.292755+00:00,128.5012,104.0454,24.4558,73.1907,58.17,13.11,34.69,37.95,46.82,14.58,28.15,61.24,30.0,11.35,1.47,6.54,7.95,63.9,78.0,6.921,17,14,2,0.23470943668234792,3,69,14,12,4,Midwest,,35,25,10,35,2615.2375,,2026-06-24 17:33:08.856363+00:00,15.9538385319,9.2632499941,25.217091576,0.5330255867897652,53.30255867897652,0.11300033394686337,0.15066711192915117,0.5446285647710717,0.2175461129815548,0.18285290603049204,18.285290603049205,53.76667779822878,0.0,0.0,0.0,0.0,114.00058585493662,101.20091154050276,12.799674314433858,0.43823020513701805,109.40501034209407,118.59616136777916,96.60533602766021,105.7964870533453,3.608523288748767,21.99082534011895,6,3,17,1,69,1,34,2,217,"{""uncertainty"":0.438,""defense_rank"":17,""offense_rank"":3,""national_rank"":6,""projected_adj_d"":101.2,""projected_adj_o"":114.0,""continuity_score"":53.3,""projected_adj_em"":12.8,""national_rank_range"":""1\u201369"",""continuity_value_score"":53.8,""projected_adj_em_range"":[3.61,21.99],""transfer_fit_risk_score"":0.0,""transfer_dependence_score"":18.3}","[{""unit"":""pts/100"",""driver"":""Base Roster Offense"",""value_def"":null,""value_off"":8.51},{""unit"":""pts/100"",""driver"":""Base Roster Defense"",""value_def"":3.902,""value_off"":null},{""unit"":""pts/100"",""driver"":""Continuity"",""value_def"":0.151,""value_off"":0.113},{""unit"":""pts/100"",""driver"":""Roster Fit"",""value_def"":0.0,""value_off"":0.0},{""note"":""Placeholder \u2014 no coach data available"",""unit"":""pts/100"",""driver"":""Coaching Continuity"",""value_def"":0.0,""value_off"":0.0},{""note"":""transfer_dependence=18.3, risk=0.000"",""unit"":""uncertainty"",""driver"":""Transfer Fit Risk"",""value_def"":null,""value_off"":null}]",2026-04-30 04:07:06.007271+00:00,13,59.7,61.7,57.69,57.21,66.8,53.6,73.59,60.67,56.02,63.0,0.0,55.55,56.84,40.32,51.56,64.5,77.88,50.42,63.0,0.0,"[[""spacer_concentration_bonus"",-5.0]]",[],"[""finishing_fit"",""shooting_fit"",""role_balance_off_fit""]","[""ball_security_fit"",""off_rebounding_fit"",""creation_fit""]","[""size_coverage_fit"",""perimeter_defense_fit"",""role_balance_def_fit""]","[""disruption_fit"",""mobility_fit"",""foul_discipline_fit""]","{""penalties"":{""defense"":[],""offense"":[[""spacer_concentration_bonus"",-5.0]]},""overall_fit"":59.7,""defensive_fit"":57.69,""offensive_fit"":61.7,""def_subcomponents"":{""mobility_fit"":50.42,""disruption_fit"":40.32,""size_coverage_fit"":77.88,""def_rebounding_fit"":56.84,""rim_protection_fit"":55.55,""foul_discipline_fit"":51.56,""role_balance_def_fit"":63.0,""perimeter_defense_fit"":64.5},""off_subcomponents"":{""creation_fit"":57.21,""pressure_fit"":60.67,""shooting_fit"":66.8,""finishing_fit"":73.59,""ball_security_fit"":53.6,""off_rebounding_fit"":56.02,""role_balance_off_fit"":63.0},""top_def_strengths"":[""size_coverage_fit"",""perimeter_defense_fit"",""role_balance_def_fit""],""top_off_strengths"":[""finishing_fit"",""shooting_fit"",""role_balance_off_fit""],""top_def_weaknesses"":[""disruption_fit"",""mobility_fit"",""foul_discipline_fit""],""top_off_weaknesses"":[""ball_security_fit"",""off_rebounding_fit"",""creation_fit""]}",56.12205220264878,0.24488208810595125,54.16161794047057,0.24969707642823422,50.0,0.0,0.4945791645341855,0.12244104405297562,62.184579164534185,57.79244104405298,59.98851010429358,True,2026-04-30 04:07:05.419860+00:00
5,alabama-am,Alabama A&M,SWAC,True,0,30,2141,2216,2027.4375,2027.4375,702,1622,193,551,544,737,277,713,990,732,337,186,82,335,554,71.36666666666666,73.86666666666666,67.58125,105.60128240697925,109.30053330867166,-3.699250901692409,49.229346485819974,16.523320694226086,27.452923686818632,45.43773119605425,52.08457415128053,16.621967384937882,29.545454545454547,70.45454545454545,38.59440142942228,-2.8552276654605535,0.09864669071179577,-2.0925308586359144,6.843329766631975,0,0,0.0,0.0,0.0,11.233333333333333,48.00569800569801,2.7333333333333334,,18.466666666666665,2026-04-29 17:49:59.399123+00:00,104.7538,116.6072,-11.8534,66.2949,48.39,16.85,25.79,39.36,54.37,15.8,31.85,77.84,39.38,-5.98,-1.05,-6.06,-0.02,44.9,33.6,-11.931999999999999,308,310,361,0.690389418203513,266,319,309,,,,,33,18,15,30,2027.4375,,2026-06-24 17:33:08.880002+00:00,2.134208095,1.7477225943,3.8819667166,0.39317420000000003,39.317420000000006,-0.3746051530595754,-0.49947353741276723,0.34806773911702055,0.2290902,0.274000544355298,27.400054435529803,37.51316156468082,0.04934523749842114,0.0,0.0,0.0,103.4246501489932,106.81130027371267,-3.3866501247194805,0.5086245604591297,98.65308874784537,108.19621155014102,102.03973887256485,111.5828616748605,-12.92977292701513,6.1564726775761685,391,378,365,41,527,55,527,31,527,"{""uncertainty"":0.509,""defense_rank"":365,""offense_rank"":378,""national_rank"":391,""projected_adj_d"":106.81,""projected_adj_o"":103.42,""continuity_score"":39.3,""projected_adj_em"":-3.39,""national_rank_range"":""41\u2013527"",""continuity_value_score"":37.5,""projected_adj_em_range"":[-12.93,6.16],""transfer_fit_risk_score"":0.049,""transfer_dependence_score"":27.4}","[{""unit"":""pts/100"",""driver"":""Base Roster Offense"",""value_def"":null,""value_off"":-1.578},{""unit"":""pts/100"",""driver"":""Base Roster Defense"",""value_def"":-1.058,""value_off"":null},{""unit"":""pts/100"",""driver"":""Continuity"",""value_def"":-0.499,""value_off"":-0.375},{""unit"":""pts/100"",""driver"":""Roster Fit"",""value_def"":0.0,""value_off"":0.0},{""note"":""Placeholder \u2014 no coach data available"",""unit"":""pts/100"",""driver"":""Coaching Continuity"",""value_def"":0.0,""value_off"":0.0},{""note"":""transfer_dependence=27.4, risk=0.049"",""unit"":""uncertainty"",""driver"":""Transfer Fit Risk"",""value_def"":null,""value_off"":null}]",2026-04-30 04:07:06.058228+00:00,20,40.9,36.95,44.85,23.03,36.0,47.5,42.4,44.87,47.82,31.42,25.0,41.66,26.23,49.78,52.1,44.54,56.72,44.35,63.0,8.0,"[[""no_primary_creator"",11.363636363636363],[""no_secondary_creator"",6.0606060606060606],[""many_non_shooting_bigs"",7.575757575757576]]","[[""poor_rebound_balance"",8.0]]","[""off_rebounding_fit"",""ball_security_fit"",""pressure_fit""]","[""creation_fit"",""role_balance_off_fit"",""shooting_fit""]","[""role_balance_def_fit"",""size_coverage_fit"",""foul_discipline_fit""]","[""def_rebounding_fit"",""rim_protection_fit"",""mobility_fit""]","{""penalties"":{""defense"":[[""poor_rebound_balance"",8.0]],""offense"":[[""no_primary_creator"",11.36],[""no_secondary_creator"",6.06],[""many_non_shooting_bigs"",7.58]]},""overall_fit"":40.9,""defensive_fit"":44.85,""offensive_fit"":36.95,""def_subcomponents"":{""mobility_fit"":44.35,""disruption_fit"":49.78,""size_coverage_fit"":56.72,""def_rebounding_fit"":26.23,""rim_protection_fit"":41.66,""foul_discipline_fit"":52.1,""role_balance_def_fit"":63.0,""perimeter_defense_fit"":44.54},""off_subcomponents"":{""creation_fit"":23.03,""pressure_fit"":44.87,""shooting_fit"":36.0,""finishing_fit"":42.4,""ball_security_fit"":47.5,""off_rebounding_fit"":47.82,""role_balance_off_fit"":31.42},""top_def_strengths"":[""role_balance_def_fit"",""size_coverage_fit"",""foul_discipline_fit""],""top_off_strengths"":[""off_rebounding_fit"",""ball_security_fit"",""pressure_fit""],""top_def_weaknesses"":[""def_rebounding_fit"",""rim_protection_fit"",""mobility_fit""],""top_off_weaknesses"":[""creation_fit"",""role_balance_off_fit"",""shooting_fit""]}",68.43862798189775,0.7375451192759102,50.0,0.0,35.0751222338996,-0.8954926659660241,0.7375451192759102,-0.526720106328069,37.717545119275904,44.273279893671926,40.99541250647391,True,2026-04-30 04:07:05.461833+00:00
