date,year,month,day,rank,team_name,team_name_normalized,conference,games,record,adj_oe,adj_de,barthag,adj_tempo,wab,efg_pct,efg_pct_d,tor,tord,orb,drb,ftr,ftrd,two_p_pct,two_p_pct_d,three_p_pct,three_p_pct_d,three_pr,three_prd
2026-02-16,2026,2,16,254,Delaware,Delaware,CUSA,25.0,9-16,104.3254,111.624,0.3138254,62.9358,-12.0298,53.487,50.4131,18.4277,14.1335,21.7358,30.3159,28.3334,29.043,52.017,49.689,36.837,34.3192,45.359,43.7308
2026-02-16,2026,2,16,255,Sacramento St.,Sacramento St.,BSky,25.0,9-16,106.6216,114.3288,0.3106255,72.113,-10.9272,47.1329,55.1323,15.057,16.8178,26.9298,33.0292,41.547,36.6221,46.4333,56.8333,32.2262,35.2244,36.624,41.7253
2026-02-16,2026,2,16,256,Southern,Southern,SWAC,25.0,12-13,104.8244,112.3256,0.3092256,69.762,-7.6196,48.2303,54.0286,16.8175,18.876,31.9141,31.9235,40.46,45.1345,48.0303,52.5219,32.4256,37.4346,32.2327,40.5212
2026-02-16,2026,2,16,257,Southeast Missouri St.,Southeast Missouri,OVC,27.0,16-11,102.6279,110.1205,0.3072257,69.283,-7.7201,51.0194,51.2171,17.0184,18.876,29.6217,27.343,38.89,47.1354,53.1129,50.4118,31.5292,35.0232,36.3243,34.941
2026-02-16,2026,2,16,258,Louisiana Tech,Louisiana Tech,CUSA,25.0,14-11,99.7325,107.114,0.3059258,63.6341,-7.6197,45.835,48.97,18.2266,17.6132,35.742,31.7223,34.3207,35.5192,48.3294,47.646,27.0365,33.616,32.2327,46.2345
2026-02-16,2026,2,16,259,Georgia Southern,Georgia Southern,SB,27.0,15-12,107.8184,115.9308,0.3035259,70.729,-9.5244,50.1227,51.8209,14.844,18.876,29.1232,35.4337,41.547,40.6302,52.2161,52.9229,31.8279,33.3142,47.033,38.5149
2026-02-16,2026,2,16,260,Fairfield,Fairfield,MAAC,27.0,16-11,107.8185,115.9307,0.303026,67.0202,-8.3217,49.1274,51.6193,15.164,16.3211,35.837,29.211,27.7341,30.772,48.7282,51.1153,33.321,35.0232,36.2247,35.864
2026-02-16,2026,2,16,261,UTEP,UTEP,CUSA,26.0,10-16,102.628,110.4213,0.2993261,64.7317,-11.6288,48.1308,52.0224,17.623,18.491,27.5285,33.1296,31.5268,42.7329,46.2337,52.3214,34.117,34.4202,39.6181,37.612
2026-02-16,2026,2,16,262,Purdue Fort Wayne,Purdue Fort Wayne,Horz,27.0,15-12,104.8241,112.9264,0.2992262,67.6171,-7.0177,52.6128,55.9344,14.432,19.64,22.0353,35.9346,29.1326,28.534,53.6101,55.4308,34.3153,37.8352,45.554,43.7308
2026-02-16,2026,2,16,263,Lindenwood,Lindenwood,OVC,27.0,16-11,101.2304,109.1186,0.2967263,72.49,-7.3187,48.7287,49.799,19.031,18.781,33.099,32.1255,39.28,37.0232,51.0208,50.5121,29.0351,32.281,30.9344,33.621
