# MPS Backtest Summary
# Training: 2010-2021 (586 players)
# Holdout: 2022 (44 players)
# Holdout Spearman rho (optimized): 0.325 (p=0.031)

## Feature Importance & Correlation
feature,pearson_r_vs_vorp,rf_importance_all,rf_importance_G,rf_importance_BIG
bpm_college,0.32503483877569395,0.1898981222397271,0.17037027095039328,0.16844528329109715
ts_pct,0.15462266628279547,0.07426740968878254,0.09462336673807682,0.07171210411646943
stl_pct,0.1489861719713446,0.06906250565352773,0.06387301516540607,0.07656889161996099
dws,0.11123906974048386,0.06657880990887664,0.04551713416191376,0.12862227464192696
blk_pct,0.10482594200849159,0.060953952149356165,0.06067796834310539,0.07035475374344859
ast_pct,0.0994852149008051,0.08210424855277518,0.07570670944734226,0.11752499282649553
orb_pct,0.08103915332020625,0.04994733708603296,0.07425850929610374,0.04862509102848801
program_srs,0.03765298560480874,0.06437297464130068,0.05603199052057801,0.05761473071577889
ft_pct,0.03425365737707168,0.08430466529925673,0.09415993747141739,0.05689356690655499
usg_pct,0.01993926664068417,0.056066951876207576,0.08094285299223786,0.041340048083516996
three_par,-0.04492463431123889,0.054319421054954,0.08769508155632248,0.037874995615649894
draft_age,-0.20162177310293722,0.1481236018492027,0.09614316335710305,0.12442326741061271

## Pillar Weights
pillar,weight_starting,weight_optimized
college_efficiency,0.44,0.4878959258546858
age_x_production,0.25,0.41205766146658607
competition_ctx,0.19,0.04999500049995001
nba_fit,0.12,0.050051412178778176

## Grade Thresholds
grade,label,mps_min
S,All-Star,66.34591658568146
A,Starter,56.24434426602082
B,Rotation,50.59095418259824
C,Fringe,44.93884636901336
D,Bust,0.0
